theme	tweets
BellbrookSugarcreekConservativeElections	"Signs have been placed to “deceive the Voters” into thinking the City of Bellbrook has placed them. 

The city did not place these signs.

It’s a political “dirty trick” associated with, approved by, with the full knowledge and endorsement of Merideth Bringner.

This is an attempt to censor, harass, and intimidate, her political opponents.

This is an attack on FREE SPEECH, by Meredith Bringner, and those who support her campaigns for Bellbrook City Council.

Its intent is clear and just another reason why Bringner CANNOT BE TRUSTED!

Bringner, a Progressives Socialist, will do anything, say anything, in order to gain the power she so desperately desires to hold over the citizens of Bellbrook.

Power the Voter should NEVER give her.
BRINGNER CANNOT BE TRUSTED!

Election Watch 21 recommends you vote for * Cypers * Harding *Greenwood for Bellbrook City Council."
BellbrookSugarcreekConservativeElections	"New York Republican Chairman Nick Langworthy continues his statewide “Just Say No” tour in Auburn. He is highlighting the Party’s opposition to November election ballot propositions related to election integrity.

Cayuga County Republican Committee. "
Unexplainable	New Mexicans: Call on the Lujan Grisham Administration to strengthen draft rules proposed by her administration to clean up methane waste and the dangerous pollution from oil and gas extraction. 
Unexplainable	"January is National #RadonActionMonth. Radon gas, the second leading cause of lung cancer, occurs naturally in the ground. One question we often hear is, ""If my neighbors’ homes all tested low for radon gas, why should I test mine?""

But radon levels can vary greatly from house to house—even on the same street. 

Learn more and test your home: https://bit.ly/3sXfH04. "
ConservativePoliticsEvents	Fairbanks members, don't forget to register for next week's chapter luncheon! Oil Search President Joe Balash will join us at the Westmark Hotel on Wednesday, 12/1, from noon to 1 p.m. for an update on the company's 2021/2022 season. Visit our website to register.
ConservativePoliticsEvents	"Tatiana Ibrahim is a regular mom who loves her kids, God and country too much to watch them be indoctrinated at school. She's organizing to end the teaching of Critical Race Theory (CRT). Andrea and Orlando speak with Tatiana about what she has learned and how she began to speak up against CRT in her kids' schools.

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the Seattle Fire and Police discharged for not complying with vaccine mandates, a new ""HOLD THE LINE"" campaign, and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Beth Walker, Morgan Zegers, and Daniel Idfresne who will talk about TPUSA's Professor Watchlist, increased COVID mandates, and play What In The World Wednesday!

On The Frontlines host Isabel Brown sits down with former UNLV Chapter President, (now TPUSA employee) Valentina Mentchoukov, watch SMASH with MAGA Hulk, Stephen Davis as he TEARS DOWN Critical Race Theory and then watch Freedom Papers with Morgan Zegers as she goes over Essay 69 with guest John Yoo. 

We will wrap up the show with POPlitics with Alex Clark as she dives into a very juicy story about Britney Spears' sister, Dan Bongino being a hero, and more!"
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Southwest Airlines' Freedom Flu Protest, digital currency, leaked White House audio and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Charlie Kirk, Eric Metaxas and Tennessee Senator Marsha Blackburn who will talk about Eric Metaxas’s new book, “Is Atheism Dead?”, China, our woke military, and more!

Breakaway host Jon Root sits down with professional baseball player Dennis Sarfate and watch RELOADED with Paige Roux as she covers how to properly conceal carry. 

We will wrap up the show with POPlitics with Alex Clark as she dives into Kourtney and Travis' engagement, bizarre Bieber beauty and more!"
DomesticOilAndGasProduction	"In response to the U.S. Environmental Protection Agency’s (EPA) proposed methane rule, Petroleum Alliance President Brook Simmons has made the following statement. 

➡️ Click here to read the full response: https://bit.ly/3jZWkhM. "
DomesticOilAndGasProduction	"The oil and gas industry is here to stay! 💪 Petroleum Alliance President Brook Simmons was quoted in a recent @JournalRecord column stating, ""Every well has a significant positive impact on the community where it is drilled. Oklahoma's oil and gas industry has to be healthy to provide those dollars. It's the bedrock of the state of Oklahoma."". "
ClimateChange	"Indiana has the most coal ash ponds in the country. These toxic ponds are leaking into groundwater, making it unsafe to drink. Instead of removing these ponds to keep Hoosiers safe, Duke Energy is choosing to do nothing and putting thousands of us at risk. 

This is not OK! We need to tell Duke enough is enough. Take action now and join us today!"
ClimateChange	"Be a voice for animals who cannot speak for themselves. As climate change destroys their homes, threatened wildlife are only becoming more vulnerable.

Consider making a monthly gift to save imperiled animals."
Pipeline	"DEADLINE THIS WEEK. President Biden decides the fate of the Dakota Access Pipeline through a key court hearing on April 9 -- so we have to act fast. 

Tell President Biden: DAPL needlessly endangers the Standing Rock Sioux Tribe, our waterways, and climate, and it must be shut down immediately: http://sc.org/2OpNlcL. "
Pipeline	"TIME SENSITIVE. President Biden decides the fate of the Dakota Access Pipeline through a key court hearing on April 9 -- so we have to act fast. 

Tell President Biden: DAPL needlessly endangers the Standing Rock Sioux Tribe, our waterways, and climate, and it must be shut down immediately: http://sc.org/2OpNlcL. "
BuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Beyer, for putting Virginia's working families first by voting to create clean energy jobs right here and take on climate change right now."
BuildBackBetterAct	Rep. Lee, thank you for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. This is our moment to get it done and pass the Build Back Better Act.
AntiGridDeregulation	The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan? Take our poll: https://bit.ly/34w9wFZ. 
AntiGridDeregulation	Government Controlled Power [sec. § 4003. 5.] would create a quasi-government entity to takeover Maine’s power grid and authorize private assets to be seized through eminent domain. Sound like a good policy?
LiberalTaxHikes	Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Haley Stevens at 734-853-3040 and tell them: new taxes on U.S. energy is a BAD idea!
LiberalTaxHikes	Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Colin Allred at 972-972-7949 and tell them: new taxes on U.S. energy is a BAD idea!
NativeAmericanCulturalPreservation	"Chairwoman of SAGE Development, Fawn Wasin Zi, will join the Women of the Movement dialogue this month. Fawn has a background in biology, and she firmly believes it is her duty to speak for those, Unci Maka (Grandmother Earth) that cannot speak for themselves, ""I'm personally involved in this on the basic level that I'm a biologist, and I want to save the world"". Learn more about Fawn below, and join us for this month's Anpetu Wi Dialogue with a live discussion with Fawn, Tara Houska, Rep Ruth Buffalo and Tokata (Future) Iron Eyes: https://fb.me/e/RXMLppau

https://youtu.be/1n-jT58btSw. "
NativeAmericanCulturalPreservation	"We are proud to share more about Tokata (Future) Iron Eyes (Standing Rock Sioux Tribe) who will be joining Ruth Buffalo, Fawn Wasin Zi and Tara Houska for our May 20th Anpetu Wi Dialogue. Tokata was 12 years old in 2016 when she spoke in a video, calling for help in the Standing Rock Sioux Nation's battle against the Dakota Access oil pipeline, drawing people around the world to the story. Since then Tokata has shone with her advocacy of climate justice and raised awareness of Indigenous leadership as protectors of the environment. Learn more about Tokata:

https://youtu.be/eZ-W87E-2n4

RSVP for this event TODAY! https://fb.me/e/RXMLppau. "
OilTheft/ClimateLeader	"On July 18, one of our drivers reported #oiltheft at Reddi Rooster in Stamford, CT, where this Buffalo Biodiesel vat had been broken into and robbed, one of two oil thefts reported in Stamford that same day. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel—instead, it’s being targeted by interstate organized crime. Please report any relevant information to Stamford Police Department CT and help us stop these criminals. 
News 12 Connecticut  NBC Connecticut  WFSB - Channel 3 Eyewitness News  Stamford Advocate  Stamford Patch  Daily Voice Gold Coast  The News-Times. "
OilTheft/ClimateLeader	"On July 23, one of our drivers reported #oiltheft at Wing It On in Waterbury, CT, where this Buffalo Biodiesel vat had been broken into and robbed by thieves who tore off the lock, lockbar, and metal screen as shown. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel, but it’s being targeted by organized crime syndicates that steal and smuggle oil across state lines. Please report any information to the Waterbury Police Department and help us stop rampant oil theft. 
Republican American NBC Connecticut News 12 Connecticut WFSB - Channel 3 Eyewitness News Connecticut Post The News-Times Connecticut Public. "
NaturalGasIncentive/CleanEnergyPetition	"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
NaturalGasIncentive/CleanEnergyPetition	"Residents of Chittenden County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
CleanEnergyProjects	Protect affordable energy and consumer choice in New York. Sign the petition today!
CleanEnergyProjects	Protect affordable energy and consumer choice in New York! Sign the petition today.
ColoradoAirQuality/SupportingBlackWomen	"Congratulations Cleo Parker Robinson!! CBWPA's 43rd Annual Tribute to Black Women ""Legend"" Honoree! 

Join us Saturday, October 9th, as we celebrate Cleo and our 2021 honorees! Visit our website for event information: https://www.cbwpa.org/43rd-annual-tribute-to-black-women-luncheon/

CLEO PARKER ROBINSON is founder and artistic director of the nearly 51-year-old Denver-based artistic institution, CLEO PARKER ROBINSON DANCE (CPRD), leading a professional Ensemble, a second company (Cleo II), a Youth Ensemble, an Academy of Dance, an International Summer Dance Institute, a 240-seat theatre which bears her name, and numerous community outreach programs throughout Colorado, nationally, and internationally. She is the recipient of honors and awards from corporate, civic, community, and artistic entities world-wide, and is continually called upon by a myriad of organizations and performance venues to bring her Ensemble for performances, teaching residencies and motivational workshops. A master teacher/choreographer and cultural ambassador, she and her Ensemble have performed nationwide and internationally throughout Europe, the Caribbean, Asia, and the African continent, with their most recent international tours taking them to Bogota, Colombia in the Spring of 2019 and Mexico in Fall 2019.

Ms. Parker Robinson’s numerous awards and honors include the Colorado Governor’s Award for Excellence (1974), Denver Mayor’s Award (1979), induction into the Colorado Women's Hall of Fame (1989) and the Blacks in Colorado Hall of Fame (1994). Recognized in Who’s Who in America Colleges and Universities she holds an Honorary Doctorate from Denver University (1991), an Honorary Doctorate of Humane Letters from Colorado College (2003), and an Honorary Doctorate of Public Service from Regis University in Denver (2008). The University of Denver honored her with an Alumni Award in May of 2021, and in June of 2021, she is receiving a 2020 Honorary Degree, Doctor of Humane Letters, Honous Causa from CU Boulder.  
In 1991, Ms. Parker served on the task force for the creation of a permanent location for the Denver School of the Arts (DSA), Denver’s first performing arts magnet school, and was subsequently honored In September 2017 at their 7th Annual Fall Gala, in recognition of her long-term commitment to excellence in arts education. She is also co-founder of the National Bahamian Dance Company, based in Nassau.   
In 2011, Ms. Parker Robinson was voted an Honorary Lifetime Trustee of the Denver Center for the Performing Arts, in recognition of her longtime commitment and lasting impact on the Center.  In June 2017, she became the recipient of the highly prestigious DanceUSA Honor Award and in September 2017, the Randy Weeks Arts Leadership Award from the Denver School of the Arts. 

Ms. Robinson has served on NEA panels on Dance, Expansion Arts, Arts America, and Inter-Arts panels for the USIS. Ms. Robinson is a regular panelist for the National Foundation for Advancement in the Arts as well as other national task forces, boards and committees in the arts arena. In April 1999, she was appointed by then President William Jefferson Clinton, with Senate confirmation, to serve for four years on the National Council on the Arts, a 14-member panel advising the Chairman of the NEA on agency policy and programs, and reviews and making recommendations to the Chairman on grant applications. 

Since 2011 and 2012, Ms. Parker Robinson has returned to her greatest passion, the art of the choreographer, creating and presenting two new full-length works, “Dreamcatchers: The Untold Stories of the Americas” and the riveting world premiere of her “Romeo and Juliet”, which was first presented in collaboration with the Colorado Symphony Orchestra. Her work “On the Edge…  Reaching to Higher Ground” premiered in October of 2014 in answer to resurging racial and human rights infractions both nationally and internationally. In Spring 2017, audiences were thrilled with the re-staging of two of her works melding the worlds of classical and jazz composition with the power, passion and beauty of modern dance – “Romeo and Juliet” and “Porgy and Bess”. Fall 2017 saw the premiere of her “Copacetic: A Tribute to Jonathon “JP” Parker”, honoring her father. In the Spring of 2018, she premiered “Lark Ascending” in collaboration with the Boulder Philharmonic. Her “Rhapsody in Black”, created in collaboration with CPRD Associate Artistic Director, Winifred R. Harris, premiered at the Newman Center for the Performing Arts, University of Denver.  In January 2019, in collaboration with the Denver Brass, she choreographed an innovative interpretation of Bernstein’s “On the Town” and Spring 2019 saw the premiere of her collaboration with the Colorado Ballet, entitled “The MOVE/ment” as part of the Tour de Force performance series at the Ellie Caulkins Opera House, Denver Center for the Performing Arts. Her most recent choreographic project brought her to UMKC in Kansas City to set a work on the students of CPRDE alum Gary Abbot, entitled “Check Cashing Day” in tribute to the jazz genius of Bobby Watson and Milt Abel. She is currently working on a new work entitled “Standing On the Shoulders” commissioned by the Vail International Dance Festival for premiere in August 2021.  
   
Cleo Parker Robinson continues to be dedicated to celebrating the human experience and potential through the Arts and Education. Her life-long vision of “One Spirit, Many Voices” remains strong and steadfast, expanding to welcome, embrace, and sustain all people."
gun rights	"If you are waiting on a politician to save you, you have already lost.

 Join the fastest growing grassroots group in Virginia.  In 2020 we defeated Northam's Gun Ban...in 2021 we defeated the homemade gun ban...and now we are fighting to rip the Richmond Radicals from power and Restore Virginia!"
gun rights	"The State Republicans and Conservatives are urging people to oppose Propositions 1, 3 and 4. 

Proposition 1 repeals and amends parts of a 2014 state constitutional amendment that created a redistricting commission.

Supporters say it's a good government bill that discourages things like gerrymandering, but at the same time this could also limit the commission's power and independence.

Propositions 3 and 4 have to do with allowing same-day voter registration and permanently expanding absentee ballots to any voter regardless of excuse. This may encourage voter fraud and in the case of absentees, what's known as ballot-harvesting or ballot-stuffing."
climate action	Our economy is struggling. Our climate is at risk. But investing in natural climate solutions for farmers, ranchers, and foresters could turn things around. Act now to call on leaders to support programs that protect birds, restore habitat, and address the threat of climate change.
climate action	On WTTW, Deputy Governor Mitchell said that Governor Pritzker won't sign any bill that doesn't include bold climate action. He added that a bill without climate won’t even make it to the Governor's desk - nearly 50 legislators would oppose it. No bold climate action, no real equity, no deal.
renewables	With tax incentives for electric vehicles, we can take on climate change by putting the American auto worker on the job, building the electric cars and trucks that take us where we need to go.
inflation	Joe Biden asked foreign countries to produce more oil instead of INVESTING in TEXAS. It’s time to tell Biden NO more foreign oil.  Add Your Name if you agree >>>. 
anti-woke	"Wait till the local teachers realize private school teachers earn sustainably less than public schools. Ironic but true. That they are supporting a trojan horse.

The parents paying $25,000 to $50,000 or more,  a year to send children to these country club day spas are the ultimate in indulging the rich. 

Full of contradictions and, I'm better than you, spoil me attitudes.

Ironically many of these super-rich lead the protest that they are models of inclusion yet they are not for you. You are excluded from their privileged, woke, progressive world. 

Another irony.

Inclusion is your public school where the neighborhood kids go.
“Private schools are indefensible,” many educational experts will tell you. This is why. They are talking about these upper-crust hooty totty snob schools.

A former private-school teacher and parent noticed that these elite institutions, and the high-powered parents that send their children there, are becoming more “obscene”: 

Parents have gained an “ugly new sense of power.""  To the liberal wealthy parent it is the hypocrisy of privilege bought with dollars, ""look I'm rich"" they scream as they point out everything they don't like about you.

A $25,000-a-year school, per student, can’t be anything but a very expensive consumer product for the super-rich. 

For the parents to run to get elected on the public school board, schools that they will not, are not using for their own family's education is, even more, an obscenity. It is an invitation to chaos.

Josh PRESSNELL is nothing but entitlement. He is the worst choice amongst many, a walking enemy of public education. Let Pressnell gather with the other elite parents in Washington Twp, at the Miami Valley school, and let us not be bothered with his boorish behavior.

The photo is of Miami Valley School. It looks like a day spa. Pressnell is not like us. He covered up during the tax campaign that his kids were not even going here. What else do we need to understand his lack of transparency? 

Write-in candidates are the oddballs of the ballot box, the spoilers, a wasted vote for the unorganized. Pass Pressnell over, give him a no, don't let him buy his way onto the school board. All of the above is better.

(The photo is where he spends his money on tuition far over and above his property taxes. It is a school you can not afford. Pressnell is not like you.)

Election Watch 21. "
organized cooking oil theft	"On July 17, our driver also reported #oiltheft at Yummy Yummy in Somerset, NJ, where this Buffalo Biodiesel vat had been broken into and robbed, found with the lockbar and metal screen pulled off as shown here. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel—instead, it’s being targeted by interstate organized crime. Please report any relevant information to Franklin Township PD and help us stop these criminals. 
NorthJersey.com The Star-Ledger MyCentralJersey NJ.com New Brunswick Patch NJ Spotlight News News 12 New Jersey. "
indigenous activism	"🇺🇸 The Louisiana Conservative Caucus Dominates Close of Session 💪

In only 3 weeks, the Louisiana Conservative Caucus was able to drastically change the trajectory of the legislative session by killing tax increases, championing tax reform, and incentivizing the end of the federal government’s supplemental unemployment benefits.

BATON ROUGE, June 10 – Despite only being formed during the final three weeks of the 2021 legislative session, the Louisiana Conservative Caucus dramatically altered the outcome to ensure conservative policies won the day. “From killing irresponsible tax increases to shaping income tax reform, our caucus members stuck together to protect one another and our constituents,” said Conservative Caucus Chair Jack McFarland as he praised caucus members.

In a surprise move, the Senate amended a permanent 0.45% general sales tax increase onto unrelated medical marijuana legislation in House Bill (HB) 514. The Conservative Caucus immediately voted to take action, oppose this reckless move, and recommend passing Representative Mark Wright’s HB 40 or McFarland’s HB 511 as substitutes. When the Senate realized that the unnecessary sales tax increase was dead-on-arrival in the House, they took the Conservative Caucus’ public recommendation. In order to get HB 511 passed before the constitutional end of session deadline, an agreement was reached to gut the original tax increase sponsored by Speaker Pro-Temp Magee and replace it with a slightly watered-down version of HB 511. This newly passed legislation, created and spearheaded by the Conservative Caucus, will dedicate hundreds of millions of dollars per year to fund infrastructure without raising a single tax. The money comes from the sales taxes collected from vehicles sales and is protected in the voter-created Construction Subfund, which cannot be used to fund DOTD’s bureaucracy. 

As session drew to a close, the Conservative Caucus members were able to strengthen multiple pieces of legislation that will reform the state’s income and franchise taxes. Franchise taxes are imposed on a business’ revenues, not profits. Most states have either an income tax or franchise tax but not both. Louisiana has both, and both were altered by the Conservative Caucus. By working with their Republican Delegation members, they were able to extend the exemption keeping small businesses from paying the franchise tax on their first $300,000 of income, compress and lower corporate income tax rates, lower individual income tax rates, and include triggers that will automatically lower income tax rates even further when state revenues increase.

In the final hour of session, the Conservative Caucus once again flexed their muscles for taxpayers and businesses. They were able to amend HB 183 to raise the state’s unemployment rate by $28; however, that change can only go into effect when Louisiana ceases participating in and does not reinstate its participation in the federal government’s supplemental unemployment benefits. Founding Conservative Caucus member Representative Larry Frieman (R – Abita Springs) led the negotiations for the caucus. In a statement that many taxpayers probably agree with, Frieman noted that it is an outrage that people are being paid more money to stay at home than go get one of the thousands of jobs available today. Considering everything, he added, “this last year set a dangerous precedent for our future in numerous ways.”

In addition to their significant legislative victories, the Conservative Caucus has caused a fundamental shift in the Louisiana Legislature. Their actions have resulted in increased communications, increased bargaining power for House Republicans, and more unification among House Republicans to support the Speaker and conservative policies going forward. 

The Conservative Caucus can be found on Facebook @LaConservativeCaucus and online at www.LaConservativeCaucus.com.

Representative Jack McFarland 
Ray Garofalo - Louisiana State Representative 
Beryl Amedee - State Representative 
Larry Frieman, Louisiana State Representative, District 74 
State Representative Rhonda Butler 
Debbie Villio State Representative 
Raymond Crews State Representative 
Polly Thomas State Representative 
Gabe Firment, District 22 State Representative 
Tony Bacala 
Daryl Deshotel State Representative 
Phillip DeVillier 
Michael Echols for Louisiana 
State Representative Rick Edmonds 
Julie Emerson 
Bryan Fontenot, Louisiana State Representative District #55 
Foy Gadberry - House District 15 
Jonathan Goudeau State Representative District 31 
Valarie Hodges - Louisiana State Representative - District 64 
John Illg District 78 ""Vote For Big"" 
State Representative Mike Johnson 
State Representative Danny McCormick 
State Representative Richard Nelson 
Joseph Orgeron District 54 State Representative 
State Representative Thomas Pressly 
State Representative Troy Romero 
Rodney Schamerhorn, State Representative District 24 
Laurie Schlegel State Representative 
Alan Seabaugh for State Representative 
Mark Wright - State Representative
Phillip Tarver State Representative District 36
State Representative Charles ""Chuck"" Owen, Louisiana House District 30
Bob Owen Louisiana State Representative, District 76
Kathy Edmonston House of Rep Dist 88
Blake Miguez
Representative Dodie Horton
Nicholas Muscarello, Jr.
Paul Hollis
Sherman Mack. "
pro oil and natural gas	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Cárdenas, for putting California's working families first by voting to create clean energy jobs right here and take on climate change right now."
TPUSA	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the fatal Christmas parade attack in Wisconsin, protesting and rioting that took place after the Rittenhouse verdict, Hunter Biden’s firm helped the CCP and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown, Alex Clark, Stephen “MAGA Hulk” Davis, Paige Roux and Connor Clegg who will be cooking a turkey, sharing what they are thankful for and playing some games!

Freedom Papers host Morgan Zegers covers Federalist Paper #6 written by Alexander Hamilton diving into the benefits of a union between American states.

We will wrap up the show with POPlitics with Alex Clark as she talks about the bombshell news from Pfizer, her theory on Kim Kardashian and Pete Davidson’s relationship, plus a surprise announcement!"
