theme,tweets
RestoreVirginia,"Andrea and special guest co-host and former NBC reporter Cindy Garza speak with brave journalists: Houston journalist Ivory Hecker, Detroit meteorologist and journalist April Moss, and Houston journalist Scarlett Horton who put their jobs on the line to bring their viewers the stories some did not want their viewers to see or hear. They also speak with Willie Lora, President of Lora Media Consulting, who is developing a conservative Spanish language news and opinion network.

April Moss: https://www.facebook.com/AprilMossOnAir
Ivory Hecker: https://www.facebook.com/IvoryHecker
Scarlett Horton: https://www.facebook.com/scarlettrosehorton
Willie Lora: https://www.facebook.com/LoraMediaLLC

Watch TLC Live! on Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and comment live on Facebook every Wednesday at 11 AM!"
RestoreVirginia,Come learn about solar and renewable energy at our free Solar 101 class. Event will be located at the Mabel C. Fry Public Library in Room B.Dinner will be provided from Chick-fil-a!
AbandonedWells,"Florida families need Maria Salazar to see what’s in front of her:

The danger is real. Extreme weather is more intense and more frequent than ever before -- and all the more reason to act now."
AntiFossilFuelInfrastructure,"It's #WorldOceansDay and here at Earthjustice, we know that ALL water and ALL people on this planet are connected. Here are some ways we are working on transforming our approach to saving our oceans with the power of the law:

🐠Ending illegal seafood imports - Illegal fishing devastates our ocean by catching unsustainable levels of fish using destructive gear in sensitive habitats. It also relies heavily on forced labor and slavery, and it plunders the fish that coastal communities around the world rely on. 

That is why Earthjustice is working to end illegal fishing around the world, starting with U.S. imports.

🦈Protecting the sea floor from mining - Alarmingly, some companies are claiming that mining the deep sea floor is the only way we can get the minerals we need to fuel our economy. This twisted logic threatens irreparable harm to the entire ocean in nominal pursuit of progress. Serious reform is needed to safely mine on land, and we can remove a lot of pressure on terrestrial ecosystems by more efficiently using and recycling the minerals we already have.
 
That is why Earthjustice is helping to build a sustainable economy that advances environmental justice and meets our clean energy goals while safeguarding our environment and minimizing risk of harm. 

🐟Keeping sewage contained - Raw sewage wreaks havoc on ocean ecosystems by sending oxygen levels plummeting, feeding harmful algal blooms, poisoning fish, and suffocating corals. Wastewater also threats communities whose yards flood with fecal matter, whose drinking water is unsafe for days at a time, and whose swimming areas are dangerous and unusable. 

That is why Earthjustice has joined the Ocean Sewage Alliance in taking an interdisciplinary approach to this systemic problem that will grow as our population does. 
 
🌊On World Oceans Day, we look forward to working with advocates around the globe on our shared goal: a healthy one world ocean.

📷: tommcdow47/istockphoto. "
VirginiaConservatives,"The young oil pipeline and shipping company Max Midstream shipped its first oil in May, shipped its last in June and has since been hit with a brace of expensive lawsuits."
CelebrateBuildBackBetter,New @rhodium_group modeling shows that investments to spur economic recovery can cut pollution in half in the next 5 years! MORE from @amprog’s @TBHiggins & @elisegout on how long-term federal clean energy tax incentives can play a role. #BuildBackBetter http://ow.ly/LC8p30rBTQh. 
GreenEnergyIsCostEffective,"Go solar for no money down, and interest rates as low as 0.99%. ☀️ #GoSolar. "
TellRepToNotRaiseOilGasTaxes,"Marjorie Taylor Greene is panicked.

Last year, Rep. Marjorie Taylor Greene didn’t have a Democratic opponent. Now, thanks to 76,000 of you who donated, we just matched her in fundraising this quarter, bringing in over $1.5 million.

Next November, WE WILL UNSEAT HER. Help us step on the gas with a $5 donation NOW!"
GreenEnergyCapacity,"Building a meat processing facility on the Blackfeet Nation Reservation will help the community:

✔️Address food access issues
✔️Create jobs and generate income for local ranchers
✔️Conserve Indigenous practices
✔️Protect the environment and address impacts of climate change
✔️Create a pathway to food sovereignty

Learn more about the plan and its impact👇. "
CleanOilAndGas,"Breathing is supposed to keep us alive, not kill us. Yet tens of thousands of Americans die every year because of dirty air. 

Earthjustice is wielding the power of the Clean Air Act to clean up air and to hold industry accountable for its pollution, so people can live full lives with lower risks of cancer, and fewer heart attacks and debilitating asthma episodes."
GreenEnergySupportsCommunities,"Meet Robert White, Vice President of Industry Relations at Renewable Fuels Association. White focuses on promoting safe ethanol choices for automobiles, boats, chainsaws and much more. “We grow a lot of corn in the state of Kansas utilized for ethanol. The more ethanol we use the lower greenhouse gas emission of our fuel and obviously the carbon intensity of that fuel has dropped as well. It’s important, even with small engines, it matters a lot to use those blends to help with emission” says White.

Filling your car with Kansas ethanol fuel makes supporting local teachers, farmers, families, and businesses easy. And Kansas-made E-15 fuel is a great value when compared to regular unleaded:  

✅  higher octane 
✅  lower emissions 
✅  lower price

Shop local and find a E-15 fuel station near you at https://www.fueledbykansas.com/where-to-buy."
CutMethane,Demand Big Agriculture stop prioritizing profit over people and the climate.
CommerceCityDemocrats,"New York Republican Chairman Nick Langworthy brings his statewide “Just Say No” tour to Syracuse to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY

Onondaga County Republicans. "
DonationMatchingForClimate,"As societies and economies blaze new paths and grow, government unfortunately matches their pace creating thousands of new regulations while rarely eliminating old, outdated rules.  The result is a growing list of potential crimes, fee only licensing requirements, and penalties to navigate.  

This stifles growth and hurts the end consumer. Entrepreneurs, start-ups, hairdressers, and large corporations all must deal with our excessive and ever-growing regulation environment.

Join us Thursday Oct 21 at 4pm on Believe in Arkansas as we speak with Rees Empey, Director of State Government Affairs at Libertas Institute. We’ll discuss new ways to encourage innovation in Arkansas including the exciting new approach of creating regulatory sandboxes some states are implementing."
OilAndGasSupportJobs,"""There's ""no chance that North Face could exist as a company or an organization without oil and gas,"" Wright told Fox Business Thursday. 

Fossil fuels are needed to make the petrochemicals that are used in the plastics, nylon, climbing ropes and more that North Face sells, Wright says. Oil and gas products fuel the factories that manufacture the goods. And fossil fuels are the backbone for shipping North Face products around the world. "". "
HazardsOfWells,"⚠️$200K UNLOCKING CHALLENGE⚠️

1 in every 3 bites of food we eat depends on bees and other pollinators! But rampant toxic pesticide use, climate change, and habitat loss are killing bees, which could lead to food scarcity that would hit low-income communities and communities of color especially hard. NRDC is fighting to protect  bee populations and secure the future of our food supply. We need your help before the year ends.

Make your tax-deductible gift this Giving Tuesday and help save pollinators."
ThankRepForBuildBackBetter,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Titus, for putting Nevada's working families first by voting to create clean energy jobs right here and take on climate change right now."
NuclearEnergyProvidesTaxRevenue,"As the world recorded its hottest month on record in July, our Illinois #nuclear plants again operated at full power levels producing enough #carbonfree electricity to keep air conditioners running and more than 11 million homes and businesses cool. https://bit.ly/3yd1Dyr. "
BellbrookTaxRevolt,"Michael Knowles & PragerU’s executive director, Allen Estrin, discuss Intellectuals by Paul Johnson and how the book highlights both the brilliance and dangers of intellectuals’ impact on humanity."
NuclearRevenueSupportsJobs,"Losing the Byron and Dresden nuclear power plants would mean losing hundreds of crucial labor jobs in our state.

We can’t let that happen."
OilAndGasProvidesWages,"🇮🇱 Zion Oil & Gas on your TV *tomorrow night*

Zion Oil & Gas will be highlighted on ""Insights: Israel & The Middle East"" broadcast on TBN Thursday Night (June 24) at 9:30p ET / 8:30p CT / 7:30p MT / 6:30p PT.

Learn more: https://www.zionoil.com/updates/zion-oil-gas-on-your-tv-thursday-night-june-24/. "
ClimateChangeMovements,President Biden: Shut down Line 5 and protect Wisconsin from being the next victim of a catastrophic oil spill.
BuildBackBetterActCampaign,"Our Campaign Management Bootcamp is an intensive 4 week, 8 course, virtual training curated to teach experienced leaders the fundamentals of how to manage a progressive state or national-level electoral race.                                                                                                                                                                                                                      

AND the course is grounded in a framework of inclusive politics. For us, that means we’ll apply a lens of race, class, and gender to all aspects of campaign management and strategy.

Interested? Good! Click through to learn more and apply!  

https://repower.org/event/cmbc-2022/. "
ClimateChangeDonations,"Security cameras picked up this duo breaking into and robbing our vat around 8:45 AM today at Tre Colore Pizzeria & Trattoria in Middletown, New Jersey. In the last two years, our clean-energy business recycling used cooking oil for renewable biodiesel has been targeted by interstate theft rings that steal the oil and smuggle it illegally to black market buyers around the region. If you have any information concerning this crime, please contact the Middletown Township Police Department. If you witness or have information about another oil theft, please call 911 and then give us a call at 1-800-721-1427. Check out more videos of oil thieves caught on camera here: https://cookingoiltheft.wpcomstaging.com/oil-theft-videos/. "
OilAndGasTaxesBad,"Pipelines are designed to meet or exceed stringent federal and state regulations covering pipeline material, strength and thickness. The high-grade steel used helps to provide safe and reliable transportation for crude oil."
CallToActionAgainstOilAndGasIndustries,Watch LIVE as Charlie Kirk fights racist indoctrination at Minnesota State University - Mankato for the Exposing Critical Racism Tour!! #criticalracismtour #biggovsucks. 
RenewableEnergyPromotionAndGrowth,Will give a $25 gift of love to support re:power alumni like Chanel Powe? re:power helps grassroots organizers across the country.
CarbonEmissionReduction,"For two years this page has listened.
We have heard the voices of our community members.

Our community is now leading other communities across Ohio to defeat these unfair and brutal property tax levies on our homes. 75% of all property tax levies failed last election, thanks to the the VOTE NO SUPPORTERS of Bellbrook-Sugarcreek leading the way!

Only on this page will you find the TRUTH, FACTS, AND EVIDENCE about our school board, and its financial health, exposing facts from fiction.

The VOTE NO page has taken on the hard issues, the school board and yes Pac, refuse to address.

While we were speaking out, they were SILENT.

We have held those in power accountable for breaking Ohio Laws and won in Court. Proving what we said on this page, was in fact TRUE.  Our claims were not ""frivolous,"" as the school board, the administration, and the yes Pac claimed, lying, trying to deceive the community.

This page works for the taxpayers.
You speak, we listen.

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. 

NO MEANS No!"
CleanEnergyPromotion,Can motor oil help tackle climate change? See how collaboration helped make the world's top-selling truck more eco-friendly.
OilAndGasBoostEconomy,"The ruling party is finally admitting that we can’t operate a 21st century power grid with solar and wind power alone. 

They’ve been dismantling gas and nuclear power plants for years. They’re quietly adding 5 new natural-gas power plants so we can keep the lights on. 

https://youtu.be/BSe9qAMl5-E. "
RenewableEnergyEconomicBenefits,"Renewable Natural Gas (RNG) made here in Vermont 👍 🌎

RNG is created from methane produced from organic materials in landfills, wastewater treatment facilities, and farms!

Customers can simply sign up to purchase renewable attributes of RNG for a percentage of their natural gas usage 📈 📊

Use our RNG Adder Calculator to find the right percentage based on your budget & energy use 🏡

Visit our site to learn more about RNG and enroll in the VGS Renewable Natural Gas Program!"
BuildBackBetterActPassed,"A new regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

This new regulation states that energy returned to the grid “...shall not exceed 15% of the total circuit peak load…” The result is that once at least 15% of the energy in one area is generated by solar, you may be required to pay for expensive grid upgrades in order to go solar! (AZ Administrative Code R14-2-2615, page 205. APS Interconnection Requirements for Distributed Generation section 16.9)

While this is unwelcome news for SunSolar Solutions, and homeowners, there’s still time for most Arizona homeowners to receive their solar estimates, without any hassle!

So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
PoliticalTraining,"In February 2021, the temperature in Texas dropped below zero. Not a big deal, right? Texas is the energy state. Just go home, turn on the heat, and hunker down. That’s how it should have gone. But it didn’t. What happened, and why?"
LawmakersAndOilAndGas,WATCH: NYGOP Chairman Nick Langworthy Delivers The Official Republican Response to Governor Kathy Hochul's 2022 State of the State. #SOTS2022. 
NuclearPowerOtherBenefits,"A well-diversified portfolio has played an integral role in the success of Alliance member Chugach Alaska Corporation. Recently, that diversification has extended into the energy support sector, which can include everything from oil spill response to equipment fabrication to security system design."
PropertyTaxCampaign,"Gov. Wolf is ready to force mandates on Pennsylvania’s drivers. If you want to choose what dependable vehicle you want, join and send a letter TODAY!"
RightWingCampaigns,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec has never-before-seen footage from the Kyle Rittenhouse shooting, gives an update on the Taliban, NYC firefighters & more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown, Rachelle Hernandez, & Congresswoman Lauren Boebert who will talk about the 2nd Amendment, the border, Colin Kaepernick & more!

RELOADED host Paige Roux covers all things rifles and watch Breakaway with Jon Root as he sits down with Super Bowl Champion, Steve Weatherford. 

We will wrap up the show with POPlitics with Alex Clark as she dives into Kim Kardashian & Pete Davidson, Melania's fashion breakdown & Hot Take Tuesday."
NuclearPowerEconomicBenefits,It's critical that Santa Barbara County supports economic activity to get people back to work after a 6-year shutdown. Send a letter to the County to show your support for restarting SYU!
