theme,tweets
ThankRepForBuildBackBetter,"Dear Mr. President, keep your promise on carbon reduction and support clean, low carbon biofuels."
BellbrookTaxRevolt,"“I was in the refinery’s central control room during Hurricane Delta when a call came in over the radio from the Sheriff’s Department. They called us at the refinery to ask if anyone there could help rescue a woman and her two dogs trapped in a flooded car on Old Spanish Trail not far from the refinery. The Sheriff’s Department and Westlake Fire Department couldn’t reach the individual and they asked us for help.” ~Sean Smith, Operations Manager, Phillips 66 Lake Charles Refinery

“Without hesitation, the three of us jumped into the refinery’s high-clearance fire truck and drove to the scene. Driving at night with high winds and severe flooding, there were several road hazards. We even had to swerve to avoid a trampoline that was in the middle of the road. We quickly spotted the car that was submerged in about four feet of water.” ~Chris Dailey, Safety and Emergency Response Team Lead, Phillips 66 Lake Charles Refinery

“We were able to pull the woman and her two dogs from the car, and then transport her to the local Westlake Fire Station. Even though the Fire Station was less than two miles from the refinery, our trip there was anything but easy, we had to maneuver through 45-mph winds and downed power lines. Ironically, on the way back to the Fire Station, the dogs were calm - albeit wetter than normal.” ~Zach Evans, HSE Specialist, Phillips 66 Lake Charles Refinery

Sean, Chris, and Zach's stories are  part of our ""Humans of the Industry"" series."
BellbrookWokeRadicals,"Joe Biden promised he had a plan to “shut down the virus.” He lied and he failed. Now he wants to shut down businesses. 

Biden’s coercive tactics are un-American, unconstitutional, and won’t work to actually get people vaccinated. Biden and his administration conceded as much.The reason vaccination rates have stalled is because of Joe Biden.
*    He sowed doubt about the vaccine during the campaign – he never apologized.
*    He lied about who developed the vaccine as president.
*    He insulted Americans with questions about the vaccine.

Now, after he has been exposed as a failure and a liar, he has embraced coercive authoritarian tactics. Here are just a few of the lines from his draconian speech:

*    He came out against “freedom or personal choice.”
*    He threatened to get elected state leaders ""out of the way” if they don’t cooperate.
*    He hurried from questions, refusing to answer if his orders are constitutional.

You can be pro-vaccine but anti-coercion. This is America. We believe in freedom and personal choice, and we reject hypocritical wannabe tyrants drunk on power and desperately trying to distract from their own failures."
GreenEnergySupportsCommunities,Clean Water Action works on some of the most important environmental initiatives that will make the biggest impact in Massachusetts.
NuclearEnergyProvidesTaxRevenue,"Do you think the electricity we use should come from carbon-free sources? We do, too."
TellRepToNotRaiseOilGasTaxes,"It was 10 years ago that Hilcorp made its entry into Alaska and what an impact it’s made. Hilcorp is now the largest field operator in the state, based on operated oil and gas volume. It operates more than 1,700 producing wells, with gross production of about 345,000 barrels of oil/day and 150 million cubic feet of gas/day.

“We’re here to grow for decades to come,” Jill Fisk, Hilcorp Alaska senior asset team leader for Prudhoe Bay west, told the Resource Development Council’s annual conference.

At Prudhoe Bay, Hilcorp has halted the massive field’s 4%/year production decline without any major projects or drilling any new wells. It has experienced world-class results from Milne Point’s viscous oil in Schrader Bluff and is taking its polymer flooding technology to Prudhoe Bay.

“Alaska has clearly been a big win for Hilcorp, but we also believe our success in Alaska is a big win for Alaska and the people that live here,” Fisk said. You can watch Fisk’s entire presentation here. https://vimeo.com/647472375. "
OilAndGasProvidesWages,Did you know America’s oil and gas industry helps develop the plastics in your vehicle that save you money? Find out how today!
CelebrateBuildBackBetter,"💵 $4.4B - $10B in air pollution costs
👷 57,000 lost work days
😷 13,000 more asthma attacks

According to a new report from Clean Air Task Force, that’s what losing the Byron and Dresden nuclear power plants could cost Illinois over the next decade."
ClimateChangeMovements,"World leaders meeting at the United Nations climate summit in Scotland are sending a powerful message that time is running out to avoid a global climate catastrophe.
It is against this backdrop that we announced a climate change action plan to cut carbon emissions from power generation 70% by 2030, compared with 2005. By 2045, if not sooner, our vision is to generate electricity with zero or very little carbon. And if there is any carbon emitted, we’ll capture or offset it.

In this commentary from Scott Seu, our president and CEO, and Shelee Kimura, our senior vice president of customer service, we share how we’re committed to helping Hawaii achieve its net zero carbon emission goal by 2045 or sooner: http://hwnelec.co/B7eP50GJzct."
ClimateChangeDonations,"Part 3️⃣ of our endangered species series with @vientoxsol and @wiisaakodewinini celebrates grizzly bears! 🐻 Learn more about these important animals and how they fit into the complex web of cultural and natural biodiversity. 

Although considered sacred by many tribes, Grizzly Bears continue to face threats from humans and climate change. ⤵️

“Within this struggle to protect the grizzly, and thus the land the grizzly, in turn, protects with the water, we find many of our struggles: the struggle to defend our sovereignty; the struggle to defend our treaty rights; the struggle to preserve and enforce consultation mandates; the struggle to defend and strengthen our spiritual and religious freedoms.” — Chief Stanley Grier, Chief at Piikani Nation, Brocket, Alberta, Canada 

Read more and take action now through the 🔗 in our bio. 

[Image description: This image is a photo collage. In the center of the image, a grizzly bear rests with paws perched on mountains in the foreground sprinkled with colorful followers in red, orange and white. A yellow circle enshrines the head of the bear. Behind, the sky is dark blue and speckled with wispy white clouds. Seven monarch butterflies also populate the frame.] 

#ESA #BiodiversityCrisis #Nature #Wildlife #ClimateChange #PeopleOverProfit #ActOnClimate #ClimateAction #EndangeredSpeciesAct #GrizzlyBear. "
OilAndGasTaxesBad,"Congress is deliberately sidestepping the legislative process, abusing procedural gimmicks to force the radical climate agenda down the American people’s throats through the budget reconciliation package. 😢

Many of these provisions seem intentionally designed to increase our dependence on foreign oil, destabilize the grid, cripple the economy, and increase the cost of living, especially for the poorest Americans."
LawmakersAndOilAndGas,The Gulf oil spill devastated millions of birds and their habitat. But the Florida Trustee Implementation Group wants to use Gulf Restoration funding to build parking lots on top of federal land that threatened birds need. Speak up now to stop this blatant destruction of essential bird habitat.
RenewableEnergyPromotionAndGrowth,"Eligible DC residents can save hundreds of dollars on electricity, gas, and water bills through an assistance program."
CleanEnergyPromotion,"Millions of jobs.

A clean energy future. 

And 99% of Americans won't pay a penny more in taxes."
RenewableEnergyEconomicBenefits,"“Ann Arbor 2030 will be materially different from Ann Arbor 2020. It’ll be a denser community, a more electrified community, a community that emphasizes renewable energy.”

Read how one initiative is prioritizing solar as part of Ann Arbor’s future-. "
PoliticalTraining,"Join Us for Freedom Square, feat. Charlie Kirk, powered by Turning Point USA—LIVE from Dream City Church in Phoenix, Arizona— empowering American Christian leaders and faithful with the resources, training, and knowledge they need to engage in civics to strengthen families, communities, and our nation!

Tune in the first Tuesday at this same time every month for Freedom Square.

Learn more: TPUSA.com/FreedomSquare. "
CallToActionAgainstOilAndGasIndustries,"Coal-fired power plants pollute our air and our water, causing and worsening respiratory illnesses like asthma, emphysema and bronchitis. To save our health and the health of our planet, we have to stop burning coal."
CarbonEmissionReduction,SunZia Transmission will bring clean wind energy to the ranchers. Farmers across Arizona can turn wind into a steady and reliable income while combating climate change.  Find out more >>https://sunzia.net/impact/. 
OilAndGasBoostEconomy,We need to lean into affordable and reliable natural gas until we've completely replaced coal. https://www.spglobal.com/platts/en/market-insights/latest-news/electric-power/080520-coal-fired-power-generation-in-pjm-could-see-brief-2021-comeback. 
PropertyTaxCampaign,"As a parent of two young children, I cannot help but focus on their future, and the looming issue that their generation will be worse off compared to mine and my parents’ generations.

 Our education system is in shambles, creating an environment that leaves our children confused, anxious, and depressed. Suicide rates among our youth are skyrocketing, all while schools’ scores are plummeting – we can all agree that when it comes to our children’s education, something is severely wrong. 

Young Americans are saddled by debt, unable to find a decent job, save to start a family, or purchase a house – they simply cannot get ahead in today’s world. Many are choosing between medical treatment or bankruptcy, food or rent, surviving today, or building a future. Dealing with this current reality, when just a few decades ago we were able to raise a family on one income – again, we can all agree that something is severely wrong.

These are the issues we should be focused on. 

Those who have spent their lives in Washington D.C. are not focused on these issues.

Deciding to run for office was not easy – yet neither is standing by and watching the fabric of our great nation be torn, by destructive and divisive career politicians down in Washington. 

Like most Americans, I found myself politically abandoned by both parties – as a result of their focus on cultural division and polarization, and not one of unity and the belief in American values.

I embrace the moderate road, one based on building up our nation, starting with our families and young generations, those who have faced the grim reality of being worse off than their parents.

 I am not guided by party line, but rather the principles outlined in our founding documents --
                        responsibility, hope, and liberty.
If you are one of the many Americans who are fed up with the career politicians who have led our nation astray, 

I ask that you join me, not as a Democrat nor a Republican – but rather, an outsider

-JSP. "
BuildBackBetterActCampaign,Sen. Shaheen wants to strengthen America's economy with millions of good-paying clean energy jobs - to recover now and build for the future.
RightWingCampaigns,"Despite what its supporters contend, Critical Race Theory is not about the civil rights movement.  They have decided to call it anti-racist. But that's just vocabulary perversion.  Because CRT is the opposite of Martin Luther King's Dream. This poisonous ideology wants us to judge everyone by the color of their skin.  The content of their character is not important to CRT proponents. 

Critical Race theory uses neo-racism, race-blaming and race shaming in our classrooms and workplaces. But we should never fight racism with more racism.  We would never permit a black child to be shamed because of their skin color; neither should we allow race-shaming to be used against white children. 

The tactics of CRT proponents have been deployed to silence common sense critics.  Fear of being called a white supremacist or a racist silences too many. Fear of being ostracized at work or worse losing their job keeps others quiet and compliant.  And as we saw with the mother in South Kingstown last night,  refusing to provide information and explanations allows them to keep parents and concerned community members in the dark.

BUT WHEN WE BAND TOGETHER, WE HAVE THE POWER TO ACT!THERE IS STRENGTH AND SAFETY IN NUMBERS. JOIN US AT OUR NEW WEBSITE:  StopSchoolIndoctrinationNow.com  

This is a statewide website devoted to providing information and tools to help parents and community members combat the spread of Critical Race Theory in our schools.  To stop it and eliminate it!

When you provide your contact information. we will connect you to others in your community, so you can begin your own group. We will provide best practices, templates for action and advice and assistance. 

Critical Race Theory will be stopped by parents and the community taking control of the curricula and book selection in their schools. It will be stopped by exposing it to public scrutiny and rebuke.  It can be stopped and for our children and country, it must be done. 

Visit our website: StopSchoolIndoctrinationNow.com. Let's get to work!"
NuclearPowerOtherBenefits,"Reactor engineer Taylor Copeland at Byron Station is proud to be part of an industry that supports so many Illinois jobs.  

She knows these jobs and nuclear power is a vital energy resource in Illinois."
NuclearPowerEconomicBenefits,"ENERGY FACT: Wind turbines shut down in storms, right when we need them the most. That's why we need reliable baseload energy from nuclear and natural gas.
SOURCE: https://www.energy.gov/eere/articles/wind-turbines-extreme-weather-solutions-hurricane-resiliency. "
