theme,tweets
BellbrookTaxRevolt,"The Rhode Island Republican Party has filed a complaint against Gov. Dan McKee’s chief of staff, Tony Silva, claiming Silva violated the state’s ethics code when he failed to disclose his financial interest in a controversial wetlands property in Cumberland.

The state GOP is filing the complaint with the R.I. Ethics Commission, accusing the governor’s top aide of not disclosing his financial ties to the 45 Canning St. property between 2017 and 2020. The complaint comes one day after Target 12 first reported Silva directly intervened with the Cumberland mayor earlier this year in an effort to get the controversial wetlands property developed, long after he claimed he no longer had a financial interest in the lot.

“Although Mr. Silva admits he had a financial interest in the 45 Canning Street [lot] from 2017 through 2020, in financial disclosure reports for that time period, Mr. Silva never disclosed he had a financial interest in 45 Canning Street property,” Republican leaders wrote in a news release.

The group pointed to a state law that requires certain public officials to regularly disclose their financial activities, including “a listing of all real property in which a financial interest was held.”

Silva had been trying to develop the property since 2017 when he received an option to buy it if regulatory permits for development were obtained. The R.I. Department of Environmental Management initially rejected permit requests in 2019, but reversed that decision this year. Development of the wetlands property has been opposed by neighbors and the town for years.

Silva claims he transferred his financial interest in the property to his son, Ross Silva, in April 2020, saying has documentation to prove it, although he hasn’t yet provided it.

As the top aide to McKee since the start of 2015, Silva is required to annually disclose his financial interests in various properties and business ventures. A Target 12 review of Silva’s disclosure forms between 2017 and 2020 shows no mention of the property at 45 Canning St. (In 2019, he did list a financial interest in a property on the same road, at 114 Canning St.)

In addition to the ethics complaint, the GOP is calling on R.I. Attorney General Peter Neronha to investigate Silva’s decision to try and influence development of the property. New documents released under an Access to Public Records Act request show Silva asked to meet with with Cumberland officials regarding the development last September, months after he supposedly gave up any financial interest in the project.

This past March, the month Silva became chief of staff in the governor’s office, he asked Cumberland Mayor Jeff Mutter for an unscheduled meeting, and the mayor claims Silva asked him not to oppose the Canning Street development.

In a text to the mayor afterward, Silva indicated he had spoken to his wife and they were “going to allow my son Ross” to buy the lot.

“Therefore I won’t be connected to it at all at the time of sale,” Silva wrote. “Hopefully this will make it easier for you at Town Hall.”

Silva’s son bought the property in July, which he has since said he will donate to the town. The governor’s chief of staff nonetheless has denied he tried to influence the deal in any way.

“I want to emphasize that at no time did I intervene on my behalf or anyone else regarding the property,” Silva wrote Monday to Target 12. “NEVER EVER.”

Silva did not respond to multiple questions about whether he thought it was appropriate to be discussing the deal with local decisionmakers given his position of power with the state. The state’s GOP said the whole issue is reason enough for an outside review.

“We have no confidence that weak Governor McKee, who himself was previously fined by the Ethics Commission, would undertake a thorough investigation of his chief staff’s dubious activities,” the party wrote. “Therefore, we ask the Attorney General to investigate the Cumberland land deal orchestrated by Mr. Silva.”

Beyond the Republican Party, the Canning Street controversy has also drawn criticism from McKee’s political opponents within his own party. R.I. Secretary of State Nellie Gorbea, a Democrat who has announced she’s running against McKee in next year’s primary, took to Twitter to question McKee’s involvement.

“What did Governor McKee know about this and when did he know it?” she wrote. “It is unacceptable for local government to be pressured by those in power for private gain.”

Mutter said this week he reached out to McKee following a Target 12 report on the Canning Street controversy earlier this month, telling the governor about Silva’s meetings. Mutter claims the governor wasn’t aware of the ongoing discussions prior. McKee has not yet commented on the latest developments. 

https://www.wpri.com/target-12/ri-gop-files-ethics-complaint-against-mckee-chief-of-staff-calls-for-investigation/. "
BellbrookWokeRadicals,"“Growing up, I thought that this was just all normal—but getting used to that oil and gas smell isn’t normal. Having headaches, nosebleeds, very dry skin, high rates of asthma, all of that is not normal.” - Jesus Alonso, Clean Water Action Organizer 

Jesus advocates for the protections & safety of communities impacted by gas/oil extraction in California such as his own community of Lamont. He's a powerful advocate & leader in this movement."
GreenEnergySupportsCommunities,Tell Congress to support America’s renewable energy workers and communities.
NuclearEnergyProvidesTaxRevenue,"A strong nuclear energy sector allows our nation to set international rules for using nuclear technology. To learn how nuclear power is helping to maintain our national security, sign up for emails today."
TellRepToNotRaiseOilGasTaxes,How big of an impact does oil and natural gas have on Ohio economy? Take the quiz today!
OilAndGasProvidesWages,"Still interested in all things natural gas, ESG and sustainability? Sign up for our Newsletter and be the first to know about these emerging technologies."
CelebrateBuildBackBetter,This 5th grader thinks nuclear power is essential in Illinois for one BIG reason. Click to find out what it is!
ClimateChangeMovements,"Since one of the top 5 ways to fight climate change is to eliminate one long-distance flight, I’m taking the #InspireClimateAction challenge and canceling my flight to New York City to try to find a more environmentally-friendly way to get there.
___
But alas, as I soon discovered, getting there was going to be a little more challenging than I initially thought.
___
Thankfully a more practical way to fight climate change is by switching your energy supplier to Inspire Clean Energy. Just 3 weeks of Inspire is equivalent to taking one less cross-country flight. So while you still may have to fly, you can at least reduce your carbon emissions by accessing renewable energy for your home. Head over to @InspireCleanEnergy or click the link in my bio for more details. #InspirePartner. "
ClimateChangeDonations,"𝐴 𝑑𝑒𝑎𝑑 𝑤ℎ𝑎𝑙𝑒 𝑤𝑎𝑠ℎ𝑒𝑠 𝑢𝑝 𝑜𝑛 𝑠ℎ𝑜𝑟𝑒 𝑤𝑖𝑡ℎ 𝑖𝑡𝑠 𝑠𝑡𝑜𝑚𝑎𝑐ℎ 𝑓𝑢𝑙𝑙 𝑜𝑓 𝑝𝑙𝑎𝑠𝑡𝑖𝑐.

Unfortunately, this scenario happens to a SHOCKING number of marine animals each day. That’s because Big Oil & Gas is responsible for over 99% of plastics AND remains the dominant cause of climate change, leading to pollution, loss of marine habitats and the collapse of food systems. 

We’re calling for immediate action, but we still need 2,160 more people to stand with us. Will you sign our petition before midnight to protect whales from plastics produced by Big Oil & Gas?"
OilAndGasTaxesBad,Contact the administration today.  Ask regulators to keep gas prices affordable.  Tell them to keep Line 5 open.
LawmakersAndOilAndGas,"Biden faced his first test on the Dakota Access Pipeline. He flunked. The administration is allowing DAPL to continue pumping crude oil through the Standing Rock Sioux’s ancestral lands and drinking water, putting our climate at further risk. 

It's clear we must do more to hold our leaders accountable. Tell Biden: reverse course and shut down DAPL! http://sc.org/2OpNlcL. "
RenewableEnergyPromotionAndGrowth,"Edgefield County will be a leader in clean energy and energy independence with Caddis Solar, a proposed solar farm that would supply enough power to serve more than 10,000 homes!"
CleanEnergyPromotion,"Energy independence must be a priority, not just for the environment, but for our national security. Waging wars across the globe because we are held hostage to oil supplies must be a thing of the past. Policies that simply shift energy production from the U.S. to other, less responsible, nations do nothing to slow climate change — or to improve the quality of life for our own people.

-JSP. "
RenewableEnergyEconomicBenefits,"Clean energy means high-paying, stable jobs. Offshore wind build can help build a future for your family and your community."
PoliticalTraining,"#KYGA21: Override Gov. Beshear's Veto on #HB563!
 
Parents across the state like Akia McNeary, Desirae Caudill and Maria Korte are counting on Kentucky legislators to stand up for Kentucky students and do everything in their power to provide more options in education than ever before! #ParentVoiceforSchoolChoice #SchoolChoice. "
CallToActionAgainstOilAndGasIndustries,"The Gulf oil spill devastated as many as a million birds and their habitat. But a new project, the single-largest ecosystem restoration projection in U.S. history, can help repair the damage done. Speak up now to move this restoration forward and be a voice for birds!"
CarbonEmissionReduction,"Builders can reduce CO2 by incorporating life cycle-based standards into their design and construction. 

Learn more about the industry’s plan to reduce emissions at shapedbyconcrete.com."
OilAndGasBoostEconomy,Oil and natural gas are creating new opportunities for Louisiana workers. Will you sign the pledge to support a strong economy?
PropertyTaxCampaign,"PUBLIC NOTICE: ( This is a long post) Kevin Price, school board member criticizes the Yes Pac and Josh and Diana Pressnell for power grab. 

This page agrees that the Pressnells are out -of-control, working hand-in-hand with Kim McCarthy and Meredith Brinegar.

This alinement of radical progressive socialists is no accident. It is a well laid out campaign plan to get WOKE candidate’s into office in the Bellbrook City Council,Sugarcreek Township Trustee and to take over the Bellbrook school board. 

This elaborate plan has been months in the making and supported by Doug Cozad, School superintendent, and the Bellbrook Teachers Union.

**In his own words Kevin Price wrote the following.  It is worth a read. McCarthy, Pressnells, Brinegar are all tied in together. 

""The Citizens for Sugarcreek Schools PAC page, created to unite the community behind passing a much needed levy, continues to depart from its original purpose and even its newly stated purpose of providing school related information.  

Since the levy passed in May It has been used to promote controversial ideology and most recently to cast things in a more favorable light for 3 candidates. 

The page is run by candidate Josh Pressnell and edited by his wife Diana Pressnell. 

Today I made a comment to a post made by the PAC page editor (Diana Pressnell) about candidate information in which I provided a link to the League of Women Voters’ interview that took place in August.  

My comment was deleted on the PAC page by Diana Pressnell. Interestingly a comment praising Josh Pressnell (likely from a fake FB account) remains. Below is a screen capture of these contrasting posts before mine was deleted. 

Intentionally suppressing information about other candidates by that “neutral” page is unacceptable.

End of Kevin’s Post

************************

Election Watch 21 Editorial comments:
These are the Progressive leaders who have brought hate and Intolerance into our communities and divided our citizens into “haves and has nots.”

This group is a toxic poison of radical ideas which they intent to force their WOKE VALUES upon our families, through the power of the offices they seek.

Do not give them the power and control they desperately seek, not not vote for them.

They are not like you and me.

They are radicals.

They are a threat to all you cherish and hold dear.

God, Family, and Country."
BuildBackBetterActCampaign,"Rep. McBath, thanks for fighting for clean energy that can power our economy and create good jobs, right here. Now is our time to get it done."
RightWingCampaigns,"The same people who helped Biden, Harris, the Squad and other leftists get into power are trying to put Beto🤡  in power here in Texas! 

They're sending money from Los Angeles, New York City, and Washington DC - the far-left elite across the country are trying to take OUR state from us.  Will you help us fight back?"
NuclearPowerOtherBenefits,"It’s clean, affordable, AND it supports lots of good jobs. Those are just a few of the reasons this 8th grader is all-in for nuclear power."
NuclearPowerEconomicBenefits,"Myth: “Government subsidies for renewable energy are expensive and a waste of money!”

Fact: Historically, government subsidies for nuclear and coal energy have been significantly higher than subsidies for renewable energy. Did you know that in 2007, the United States spent over 2.1 billion dollars on subsidies for fossil fuels and nuclear energy, compared to 912 million dollars for a variety of renewable energy? 
https://science.howstuffworks.com/environmental/green-science/5-myths-renewable-energy.htm#pt4. "
