theme,tweets
StopOilPollution,"Imagine having a toxic oil well beside your house or the playground your kids play on. That’s the reality millions of Californians face. 

CA state leaders are considering a rule that would put an end to this practice for new wells and are accepting public input—but only until December 21. 𝐒𝐮𝐛𝐦𝐢𝐭 𝐲𝐨𝐮𝐫 𝐩𝐮𝐛𝐥𝐢𝐜 𝐜𝐨𝐦𝐦𝐞𝐧𝐭 𝐍𝐎𝐖 𝐚𝐧𝐝 𝐡𝐞𝐥𝐩 𝐠𝐞𝐭 𝐨𝐢𝐥 & 𝐠𝐚𝐬 𝐰𝐞𝐥𝐥𝐬 𝐨𝐮𝐭 𝐨𝐟 𝐨𝐮𝐫 𝐜𝐨𝐦𝐦𝐮𝐧𝐢𝐭𝐢𝐞𝐬!

𝑉𝑖𝑑𝑒𝑜: 𝑆𝑚𝑢𝑔 𝑀𝑜𝑟𝑒𝑛𝑖𝑡𝑎. "
DemocratOutreach,Thank Sen. Ossoff for working to build a clean energy economy and create thousands of jobs. It’s time for the Senate to pass the Build Back Better Act.
OilCreatesJobs,"Energy produced in Colorado directly benefits millions of Coloradans each day. In fact, seven out of every ten homes across the state rely on natural gas, according to the US Energy Information Administration. Learn more: https://www.cred.org/natural-gas-oil-uses/. "
NuclearAdvocacy,Nuclear power plants in Montana would provide reliable power and thousands of clean energy jobs. Show your support by liking our page today.
AntiWoke,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses everything you need to know about #FreedomFlu.

The TPUSA LIVE team is joined by host, Jon Root, and special guests Will Witt, Morgan Zegers, and Alex Clark who will talk about Southwest Airlines, bi-sexual superheros, and more!

RELOADED host Paige Roux dives into the mainstream media lying about mass shootings and watch Breakaway with Jon Root, as he sits down with former University of Arizona football player and law enforcement officer Brandon Tatum. 

We will wrap up the show with POPlitics with Alex Clark as she covers Adele's new single, the relationship status of ""KimYe,"" hot take Tuesday, and more!"
LegislatorsMustActAgainstClimateChange,"“Our climate cannot wait. Climate change is going to cost us more if we don’t act now. Climate change is costing homeowners right now because of the spike in insurance after every flood and every tornado in each of our districts,” Speaker Welch said."
ClimateChangeDonations,"Senator Lisa Murkowski, climate change is impacting Alaskans. The time to act is now.

Alaskans want bold climate action. Visit bit.ly/AlaskaClimateAction to say so.

#TimeIsNow #AlaskaClimateAction #ClimateChange. "
OilAndGasExtractionRisks,Infrastructure enables wind power and creates jobs. Congress must take action now.
NuclearEnergyBenefits,"On March 23, 2021, SoCalGas announced our plan to achieve #NetZero greenhouse gas emissions by 2045. 

Today and every day, we continue to work towards that goal. 

Follow us on our mission to build the cleanest, safest, and most innovative energy company in America. 

https://www.socalgas.com/sustainability. "
TackleClimateChange,ENERGY ACTION ALERT: Protect America’s energy future. Sign the petition in support of natural gas and consumer choice.
ReduceEmissions,"🛢️💀💰 Top oil and gas companies have made $65 billion in just three months, while consumers struggle with the burden of rising gas prices. 

Ask yourself: what's the real reason that gas prices are rising?"
VirginiaConservativeCampaign,"An online activist in Flat Rock who has been using Facebook to post commentary and links to news stories about a Ford Motor Co. gas leak claims he has been the target of a disinformation campaign paid for by city hall.

Sean Gillaspie started his Flat Rock Times page in 2014. On Tuesday, Gillaspie made public a memo from the public relations firm hired by the Wayne County city’s government at $210 per hour.

The memo was part of a Flat Rock city council packet he had obtained, and had been written by Bsharah Public Relations in Royal Oak. It stated, “Importantly, we will read and evaluate social media posts from residents and, particularly those of Shawn Gillespie [sic]. Mr. Gillespie [sic] appears to be an irresponsible gadfly intent on achieving recognition for personal political gain. His credibility must be eliminated while, of course, emphasizing the City’s positive response to the Crisis. ...”

Commenters criticized Flat Rock officials for being focused on one Facebook page during a crisis that saw 1,200 families evacuated in early September, with most still unable to return to their homes. Some residents are just now beginning to go home.

“WOW!!” one Facebook commenter posted. “So the Mayor’s major concern right now is to make sure his image looks good during this crisis in this city??!! Election coming soon Flat Rock.”

Gillaspie said the city government has blocked people from leaving comments on its Facebook page.

Before September, most of the posts on the Flat Rock Times website were of links to low-impact news stories about the community. The website sometimes went weeks without a post.

But then on Sept. 5, it was reported that Ford discovered the gas leak at its assembly plant in Flat Rock, which led to the evacuations.

Since then, the Flat Rock Times’ commentary has been receiving a lot more attention from residents who are angry and confused.

The Flat Rock Times now has 1,464 people who follow it, in a town with a population of 10,000.

Some of the posts on the site are critical of the mayor. For example, on Sept. 15, the Flat Rock Times posted a link to the Monroe News. That story reported Flat Rock Mayor Mark Hammond had retired from his position as the emergency management director for Monroe County.

“BREAKING: WE FINALLY HAVE A FULL TIME MAYOR,” The Flat Rock Times stated.

The Flat Rock Times also cautioned residents about cashing the $500 certified check Ford gave to those families who evacuated.

“I would consult a lawyer before cashing it. It may make it impossible to sue later. We will find out about that ASAP.”

“Stay tuned,” the Facebook page stated.

Flat Rock Mayor Mark Hammond and Bsharah Public Relations didn’t respond to emails seeking comment."
OilAndGasJobs,"❗ 3 Match Ends At Midnight ❗
Now is the time to reshape our economy AND fight the climate crisis. We must stand together to reestablish American leadership on climate action. Triple your impact with a donation today, which will be matched $2-for-$1!"
IncreasingShareOfRenewableEnergyAmongDifferentPowerSources,"Renewable energy leads to more jobs for New Mexico’s residents and a stronger economy. Clean energy provides almost triple the amount of jobs that fossil fuel extraction and generation supplies. Check it out: Link in the Bio

 #renewableenergy #solarenergy #solar #solarpower #cleanenergy #greenenergy #energy #solarpanels #gogreen #renewables #gosolar #sustainability #renewable #solarpanel #climatechange #environment #solarpv #sustainableenergy #solarsystem #photovoltaic #ecofriendly #windenergy #solarpowered #electricity #sustainable #solarinstallation #windpower #savetheplanet #windturbine #renewmexico. "
SouthwestGasInvestment,"Republican lawmakers gave credit to the oil and gas industry for a projected boost in revenue to New Mexico and called for legislators to support growth in fossil fuel development.

https://www.currentargus.com/story/news/local/2021/09/04/report-warns-volatility-republicans-credit-oil-and-gas-revenue/5684669001/. "
RenewableEnergyInfrastructureGrowth,Utility company  Alliant Energy has announced plans for the largest solar and storage project in the state of Iowa. The project will create up to 200 new jobs and will have the potential to power tens of thousands of homes. https://bit.ly/3jYy13C. 
NuclearEnergyEducation,"Our reasons might not look the same, but we all agree that nuclear power is essential in Illinois."
OilAndGasTax,"Facts are facts — one out of every five workers in Oklahoma has a job tied to the oil and natural gas industry. ANY federal legislation that increases taxes on oil and natural gas producers or limits the capital needed to bring new resources online will put more Oklahomans in the unemployment line. President Biden has vowed to end our industry's ""subsidies"" to fund his infrastructure proposal. Raising taxes on the industry that powers our nation is the WRONG approach."
BuildBetterAct,Nuclear plants in Alaska would provide reliable power and thousands of clean energy jobs. Show your support by liking our page today.
GarneringSupportForRestoreVirginia,"Dear Mr. Stafford,
As an observant of how my property taxes have been wasted by the Local Government in the past, I'm of the opinion that I must buy with my knowledge. Therefore, I will be vote no on any levy increasing taxes.

When the school district’s finances are involved, there are no disinterested people, which is the reason if you’ve ever noticed how school employees backed by the Board of Education are always trying to push the need for a levy.  

When you get right down to it, our school district’s finances seem about as honest as the finances on Wall Street.

Not even St. Pete could expect the truth from the Board of Education under such conditions. 

If the owner of a gas station sells water as gasoline he can be taken to court and sued. But a School Official can stand up and sell to the public ITS OWN ASSETS AS LIABILITIES (ESTIMATED ENCUMBRANCES) to justify the need for additional funding and the BOE smile at them, pat them on the back, shake their hand, and call them their friend.

Most of the levy presentations are not intentional lies, they are only presentations by a group of people who benefit the most from the passage. It is the advice given by a school employee concerned with losing their job and not what is the best usage of our tax dollars.

The fact of the matter is, you can get an expert that just happens to be a school employee to recommend just about anything if it is in the school's own best interest or supports their existing bias. Expert advice is up for grabs and it doesn't always have to work in the school district's favor. The tragic truth here is experts can be terribly, terribly wrong.

It is important to note that with any levy presentation that is offered by the school employee the biggest gains will be worked up into the worst losses. 

Oh, and let’s not forget the leaflets they will be passing out soon, how they are almost always just as true as the tale of THE WIZARD OF OZ. There is generally a basis of the fact that is threaded in with an over-exaggerated imagination.

I want you, the property owner taxpayer to ask yourself this question. Is this an effort to get you, the property owner taxpayer, to buy in?

 I hope that you will only buy what you know.

 Do not make the mistake and buy with your ignorance, but buy with your knowledge. All ignorance is dangerous and the most dangerous is the ignorance of YOUR LOCAL GOVERNMENT! 

Become an involved citizen and an informed voter.

The art of getting other people’s money has been developed into a science by the Local Government. In regards to that subject, the science of government funding, their art of attack is more developed than your art of defense.

In the public finance field, there are always more clever people who can separate you from your hard-earned money without using force.

There is no doubt that Bernie Madoff, for instance, has taken more money from private Citizens than the TOP 10 word twisting levy presenters. They were swindled, and it is a very unpleasant fact that one man can swindle us for so many years without being caught. Madoff is locked up now but yet the Local Government is not put in jail and not likely to be. As they separate you from your money with as much ease and the use of no force as Bernie Madoff did with the people he gave his presentations to.

The government doesn’t earn money they transfer it. No law so it seems can prevent a man from being fooled. It is a fact that we have seen in the Madoff case, for a man to be showered with millions of poor people’s money. The only reason that you, as Citizen, should sign a check over to the Local Government is that you have received full value for your money.

The school district has come to us with a promise and an empty pocket, as our need for educating our children is now diluted with the school district’s need for increased revenue for employee benefits.

This is a fact and I do not say it to be mean. I support the Employees of the school district. But I support the greatest asset of Our Community more, the Citizens.

Buy with your knowledge, as Mr. Stafford has said, MATH NEVER LIES.

I support the Vote No movement.

Name withheld."
AgencyToStopClimateChange,"It’s safe to say that September is a month dedicated to fighting climate change. And, while we believe challenges facing the planet should be addressed every day it’s spinning, we’re still here for it!

As we reflect on Climate Week discussions, we thought we'd share a few fun facts about becoming an Inspire member (swipe ➡️). 

Click to learn how you can help fight climate change by accessing renewable energy for your home from sources like wind and solar 💡. "
CallsToInvestInRenewableEnergy,"To address the climate crisis, we need more solutions – not fewer. Support innovation like zero-carbon fuels to save our future."
NeedQuickResponseForClimateCrisis,"🔥Sorry to interrupt your scrolling, but weather events linked to climate change are getting WORSE:

POLL DEADLINE 11:59 PM | Between 1980 and 2020, there were an average of 7 climate-related weather disasters in the U.S. each year that each resulted in $1 billion+ in losses. But if you just look at the past five years, that figure skyrockets to an average of 16 disasters each year. 

Climate crisis-driven weather events are growing worse by the day, and we have to stop the damage while we can. But we still need 31 more poll responses, and we have to stop accepting votes at 11:59 PM tonight. Please, don’t be silent when the stakes are this high: 𝐀𝐫𝐞 𝐲𝐨𝐮 𝐜𝐨𝐧𝐜𝐞𝐫𝐧𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐞𝐱𝐭𝐫𝐞𝐦𝐞 𝐰𝐞𝐚𝐭𝐡𝐞𝐫 𝐜𝐚𝐮𝐬𝐞𝐝 𝐛𝐲 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞?"
PoliticalActivismForRenewableEnergy,Bring thousands of green jobs to the great state of Ohio by supporting the Energy Jobs & Justice Act!
DonateToSupportClimateChangeActivism,"⚠️2X MATCH ALERT⚠️

Help us celebrate Earth Day 🌊🌎🌳 
We need to come together this Earth Day and push for climate action and a better future for our planet.

Your generous gift will be matched $1 for $1 — but only for a limited time. Donate now and help create the change we need in 2021. 👇. "
ChallengesFacingRenewableEnergy,"New technology allows waste from farms, water treatment plants and landfills to be turned into clean, renewable natural gas. "
PoliticalActivismForOilAndGas,"If Gov. Whitmer shuts down Line 5 it means less jobs, higher gas prices and no heat source for much of the UP. HELP US STOP HER!"
SupportForRenewableEnergy,"“There’s a lot of talk about “jobs, jobs, jobs” but RGGI is a job creator.” State Rep Dianne Herrin lays out the facts on PCN’s Call-In show. The Regional Greenhouse Gas Initiative (RGGI) is expected to create 30,000 jobs across Pennsylvania, while cutting climate pollution."
ProtectFromHarmsCausedByFossilFuels,"Imagine having a toxic oil well beside your house or the playground your kids play on. That’s the reality millions of Californians face. 

CA state leaders are considering a rule that would put an end to this practice for new wells and are accepting public input—but only until December 21. 𝐒𝐮𝐛𝐦𝐢𝐭 𝐲𝐨𝐮𝐫 𝐩𝐮𝐛𝐥𝐢𝐜 𝐜𝐨𝐦𝐦𝐞𝐧𝐭 𝐍𝐎𝐖 𝐚𝐧𝐝 𝐡𝐞𝐥𝐩 𝐠𝐞𝐭 𝐨𝐢𝐥 & 𝐠𝐚𝐬 𝐰𝐞𝐥𝐥𝐬 𝐨𝐮𝐭 𝐨𝐟 𝐨𝐮𝐫 𝐜𝐨𝐦𝐦𝐮𝐧𝐢𝐭𝐢𝐞𝐬!

𝑉𝑖𝑑𝑒𝑜: 𝑆𝑚𝑢𝑔 𝑀𝑜𝑟𝑒𝑛𝑖𝑡𝑎. "
InroadsMadeByOilAndGas,We’re proud to be part of HyDeal Los Angeles w/ the Green Hydrogen Coalition – a green hydrogen supply effort aiming to help the city reach its climate goals while reducing emissions & creating jobs. This initiative aligns w/ our Net Zero 2045 climate commitment. Info: https://bit.ly/3wbNukz. 
InroadsMadeByRenewableEnergy,You can’t talk about the future of the American workforce without talking about jobs in wind power:. 
EconomicAdvantagesOfRenewableEnergy,"October is a special month for us because we get to celebrate what it means to be a cooperative. Our video shows how our Tri-State employees, members and the communities they serve, all play an important role in providing reliable, affordable and responsible electricity. #CooperativeMonth #BetterTogether #CoopFamily #CoopMonth #PowerOn. "
SupportForBuildBackBetterAct,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Casten, for putting Illinois's working families first by voting to create clean energy jobs right here and take on climate change right now."
SupportForOilAndGas,Now more than ever energy security is critical to our nation. Join thousands of other natural gas and oil workers and stay informed through Energy Citizens!
EconomicAdvantagesOfOilAndGas,Did you know oil and natural gas jobs provided more than $40.4 billion in wages across Pennsylvania in 2019? Learn how energy can help accelerate economic recovery.
InroadsMadeByNuclearEnergy,Nuclear carbon-free energy keeps North Carolina strong and our air clean. Like our page to learn more.
EconomicAdvantagesOfNuclearEnergy,Your electric co-op powers your home. VCP empowers you.
