theme	tweets
IndigenousAndBlackAdvocacy	"📣 This week is a busy one! We have two live upcoming events, and we want you to join us! 

🌎 First, we have our Beyond #NoDAPLE: Women of the Movement conversation between Rep. Ruth Buffalo (Mandan, Hidatsa, and Arikara Nation), Tara Houska (Couchiching First Nation), Tokata (Future) Iron Eyes (Standing Rock Sioux Tribe), and Fawn Wasin Zi (Standing Rock Sioux Tribe). As activists, advocates, politicians, and teachers, these Women of the Movement will discuss their leadership, activism, current roles, and future plans. 

⌚️Thursday, May 20TH, 2 PM PDT: https://fb.me/e/RXMLppau

🔥Then on Friday our General Manager, Joseph McNeil Jr., will join Jane Fonda, Colette Pichone Battle, and Tim Donaghy for Fire Drill Fridays where they will discuss the ways in which fossil fuel companies harm BIPOC communities, and how Biden and Congress can take historic action to end fossil fuel racism.

⌚️Friday, May 21st, 11 am PDT: https://fb.me/e/2aEUDX5wk. "
PassBidenAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Blunt Rochester, for putting Delaware's working families first by voting to create clean energy jobs right here and take on climate change right now."
AntiOilPolitician	Thank Senators Shaheen and Hassan for fighting for farm families and a healthier environment for birds and people. The Growing Climate Solutions Act is the first step toward raising farmer income while reducing carbon emissions. Sign up today to show your support!
AntiPropertyTax	"The BIG LIE!
Price is now alluding to bring back bussing, a promise that will be broken, saying anything to try and pass this $22,540,000.00 million dollar property tax levy.

With the levy defeat looming, desperation is apparent, board members are saying anything to try and change the tide of the coming PROPERTY TAX REVOLT.

Price is using EXTORTION. 
Give us the $22,540,000.00 million dollars and we will bring back SOME BUSING!

This is a false promise, a bald-faced lie, bait, and switch, believing the taxpayers will fall for his BS.

Price is now alluding to bring back bussing, a promise that will be broken, saying anything to try and pass this $22,540,000.00 million dollar property tax levy!

Again Kiven Price is droning on again, giving a self-serving, he's so great speech. It is so inappropriate. He just runs over David Carpenter, who can not control this board meeting, and does whatever he wants.

When Price talks bring a pillow, it's a snooze fest.

Come November, it will be time to get rid of the appointed government bureaucrat.

A monumental change is coming in the power structure of this property tax-loving school board.

Kevin Price can not be trusted.

Please join the Bellbrook-Sugarcreek Property Tax Revolt!

NO MEANS NO!"
ProUSOilIndustry	"As we head into 2022, Oklahoma's oil and natural gas industry is on the rise. Today, there are 44 active drilling rigs providing a boost to our economy — a huge improvement compared to the 9 active drilling rigs two months into the COVID-19 pandemic. 

Though there are still uncertainties and anxieties surrounding our industry, the optimism for a brighter future is stirring in our fields. 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3DPFDN2. "
ProtectRivers	Your legislator, Representative Judy Ambile, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the marine who saved a baby in Kabul & more!

The TPUSA LIVE team will feature host, Jon Root, and special guests Alex Clark, Sara Gonzales, Taylor Winston, & Liz Willis to talk about the anniversary of Route 91, AmericaFest & more!

The Spillover host, Alex Clark, sits down with Midsi Sanchez, who survived a kidnapping when she was just 8 years old. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the docuseries LulaRich, how the left is ruining cartoons & My Little Pony!"
EVCharging	As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 
OilTheft	"On July 28, one of our drivers reported #oiltheft at Frank's Pizza & Restaurant in Sparta, NJ, where this Buffalo Biodiesel vat had been broken into and robbed by thieves, who left it in the condition shown here. Buffalo Biodiesel recycles the used cooking oil to make energy-efficient biofuel—instead, it’s being targeted by interstate organized crime groups for illegal profit. If you witness or have information about an oil theft at one of our vats, please call 911 and then report the theft to us at 1-800-721-1427.
Daily Voice Morris And Sussex County News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York  Daily Record. "
pro-2A	"Fellow Patriots,

You need to mark your calendar for Tuesday, August 3, 2021 for the Special Meeting of the Virginia Constitutional Conservatives.

Held at the Hamilton Station Gastropub, 17416 Hamilton Station Rd in Hamilton Virginia, from 6:30pm till 9:30pm, we will be discussing-

Our 2021 State Election Cycle effort- Restore Virginia Now.
Our Defeat of the 'home-made' gun ban in the 2021 Session
Upcoming battles by the Virginia Gun Rights Task Force
And our Special Guest, Virginia for Educational Freedom, to discuss their efforts to pass school choice and end the government monopoly on education in Virginia. 
There are vital actions you must take to not only stop the far left radicals, but to rip them from power and restore your rights as citizens of the Commonwealth of Virginia.

I look forward to seeing all of you on August 3rd."
donations for climate change	Pipeline projects cause water contamination, harm forests and wetlands, and lead to tragic accidental explosions—meaning the PennEast pipeline’s cancellation is a win for the environment and our families.
solar energy	"Last winter, failed energy policies caused the TX snowstorm to turn deadly & left Texans in the cold. Some special interest groups want to bring the same deregulation proposals to VA.
 
Thankfully, Danny Marshall, is working hard to protect reliable access to affordable power."
advocating for city level politics	"School board President David Carpenter posted this in 2015. Time has proven Carpenter's comments about “integrity” to be a lie of convenience, based upon his need for power.

The Criminal inditement of David Carpenter by the State of Ohio proves everything I have said has been correct.

In my opinion, David Carpenter was in hip-deep and involved in Doug Cozad’s criminal behavior and knew about, encouraged, and cheered on the illegal Levy activities.

Carpenter was one of the 4-sitting board members who were part of the “secret group of 78, who attacked me, my family, and my business. 

David Carpenter is a “woke progressive” who has secretly attacked anyone who dared disagree with the school board or the administration. In my opinion, he is a danger to every Patriot in our community.

Carpenter has proven through his behavior he is willing to use the policing powers of our community as a tool to go after individuals he deems an “enemy” of his school administration.

Do not let the “bow-tie” fool you.

David Carpenter is a woke radical predator intent on holding on to power through any means possible.

It is time for the Patriots of Bellbrook-Sugarcreek to get rid of this criminally charged school board President.

Integrity is one quality David Carpenter does not possess. 

Pretty, yes. Vindictive, yes. Small-minded, yes. Angry little man, yes. Bully, yes. Power-hungry, yes. Self-serving, yes. All descriptions, in my opinion, describe David Carpenter.

But having integrity, that’s a BIG NO.

David Carpenters' reign of abuse of power is over."
political activism to oppose climate change	"On July 28, one of our drivers reported #oiltheft at Frank's Pizza & Restaurant in Sparta, NJ, where this Buffalo Biodiesel vat had been broken into and robbed by thieves, who left it in the condition shown here. Buffalo Biodiesel recycles the used cooking oil to make energy-efficient biofuel—instead, it’s being targeted by interstate organized crime groups for illegal profit. If you witness or have information about an oil theft at one of our vats, please call 911 and then report the theft to us at 1-800-721-1427.
Daily Voice Morris And Sussex County News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York  Daily Record. "
criticism of liberal tax policy	Every year, Colorado's oil and natural gas industry generates over $1 billion in tax revenue. This tax revenue supports roads, parks, and infrastructure across our state.
indigenous climate justice	"Chairwoman of SAGE Development, Fawn Wasin Zi, will join the Women of the Movement dialogue this month. Fawn has a background in biology, and she firmly believes it is her duty to speak for those, Unci Maka (Grandmother Earth) that cannot speak for themselves, ""I'm personally involved in this on the basic level that I'm a biologist, and I want to save the world"". Learn more and join us for this month's Anpetu Wi Dialogue with a live discussion with Fawn, Tara Houska, Rep Ruth Buffalo and Tokata (Future) Iron Eyes by clicking the link in the bio.

#listentolearn #nativeamericans #NODAPL #indigenoushistory #nativeamericanroots #indigenousunited #indigenouspeople #SAGE #SRST #SAGESRST #SayYestoWind #StopLine3 #ShutDownDAPL. "
promoting legislation against climate change	"Representative Ann Williams led on the Climate and Equitable Jobs Act and it is now law in the state of Illinois!

The Climate and Equitable Jobs Act will:

✅Curb dangerous air pollution

✅Combat the climate crisis

✅Create thousands of high-quality jobs in Illinois

Please join us by adding your name to thank Representative Ann Williams today."
pros of wind and solar energy	"Let's talk about the sacred wind!

Tate Topa: Tate means wind, Topa is the number 4; the Four Winds are female spirits and the Four Winds represent the cardinal directions being east, south, west and north. The north winds are cleansing, causing the leaves to fall, the western winds bring the rain, southern winds bring warmth and eastern winds brings the life of a new day. 

#IndigenousVoices #RenewableEnergy #StandingRock #SAGESRST #CommunityDevelopment #AnpetuWi #SRST #FourWinds #IndigenousPeople. "
criticism for disfavoring US ONG production	"I am outraged that Germany’s along with the EU nations continue to believe that America should fight their energy wars. NATO was set up to protect them from Russia yet they purchase their energy from Russia, meanwhile asking Americans to die in their energy wars, I don’t think so.

Unfortunately, America's hands are not clean on this energy crisis either, The Biden administration under their green energy policies have weakened America’s security by increasing oil purchases from Russia, under President Trump, America was energy independent purchasing only 18,000 Barrels of oil per day from Russia after Biden reversed our energy independence America is currently purchasing 208,000 Barrels of oil daily from Russia, setting up ‘Yet’ another war over energy.  

We cannot allow another World War III over green energy; we will achieve our climate goals but not at the cost of the world’s security. America alongside, NATO, Germany, and the EU must choose energy independence keeping us out of costly wars or America should remove ourselves from NATO understanding that our nation’s security comes first.  

Ukraine is not America’s crisis, it’s NATO’s, Germanys, and the EU’s crisis. America must focus on China while restoring our energy independence keeping America out of War. 
#AmericaFirst. "
kudos for confronting ONG emissions	Thank Senators Coons and Carper for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!
topic 15	"Renewables have a reputation for being expensive, but new wind and solar installations are actually often cheaper than running existing coal plants. The costs for renewable energy generation are expected to continue falling, so much so that a grid 90 percent supported by renewables  by 2050 would be cheaper than the status quo.

“Those lower system costs do not count public health, environmental, or climate benefits from increased use of renewables, say the study’s eight co-authors.” Read more:. "
access to water and promoting renewable energy	Your legislator, Representative Marc Catlin, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
discussing problems with school board	"The BIG LIE!
Price is now alluding to bring back bussing, a promise that will be broken, saying anything to try and pass this $22,540,000.00 million dollar property tax levy.

With the levy defeat looming, desperation is apparent, board members are saying anything to try and change the tide of the coming PROPERTY TAX REVOLT.

Price is using EXTORTION. 
Give us the $22,540,000.00 million dollars and we will bring back SOME BUSING!

This is a false promise, a bald-faced lie, bait, and switch, believing the taxpayers will fall for his BS.

Price is now alluding to bring back bussing, a promise that will be broken, saying anything to try and pass this $22,540,000.00 million dollar property tax levy!

Again Kiven Price is droning on again, giving a self-serving, he's so great speech. It is so inappropriate. He just runs over David Carpenter, who can not control this board meeting, and does whatever he wants.

When Price talks bring a pillow, it's a snooze fest.

Come November, it will be time to get rid of the appointed government bureaucrat.

A monumental change is coming in the power structure of this property tax-loving school board.

Kevin Price can not be trusted.

Please join the Bellbrook-Sugarcreek Property Tax Revolt!

NO MEANS NO!"
promoting news and oped program	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses everything you need to know about #FreedomFlu.

The TPUSA LIVE team is joined by host, Jon Root, and special guests Will Witt, Morgan Zegers, and Alex Clark who will talk about Southwest Airlines, bi-sexual superheros, and more!

RELOADED host Paige Roux dives into the mainstream media lying about mass shootings and watch Breakaway with Jon Root, as he sits down with former University of Arizona football player and law enforcement officer Brandon Tatum. 

We will wrap up the show with POPlitics with Alex Clark as she covers Adele's new single, the relationship status of ""KimYe,"" hot take Tuesday, and more!"
BidenPolicies	"TIME SENSITIVE. President Biden decides the fate of the Dakota Access Pipeline through a key court hearing on April 9 -- so we have to act fast. 

Tell President Biden: DAPL needlessly endangers the Standing Rock Sioux Tribe, our waterways, and climate, and it must be shut down immediately: http://sc.org/2OpNlcL. "
SaveEnvironment	"Join Mercy Corps’ global community of humanitarians who provide critical monthly support to help us make a lasting difference for people striving to overcome challenges like COVID-19, hunger, water insecurity, and the impacts of climate change.

Start your monthly gift of $22 and help us meet urgent challenges in 40+ countries throughout 2022 >>. "
AntiLiberalElectionCandidates	"Critical Race Theory isn’t always presented as “Critical Race Theory” our school boards along with teachers unions and teachers themselves have disguised “CRT” in concepts such as Action Civics, Anti-racism, Anti-blackness, Collective guilt, Unconscious bias, Critical self-awareness, Diversity, Equity, and Inclusion (DEI) Educational justice, Institutional oppression, Marginalized identities, Systems of power and oppression, White privilege, White supremacy, Whiteness, Woke behavior, pro-nouns. 

As a result, our children have become depressed, have extreme anxiety, and withdraw. We are witnessing an increase in teenage suicide by 32%, while school boards and our children’s teachers think they have the right to cut parents out of the social and emotional wellbeing of our children. Our schools are there to educate our children in Math, English, Reading, Science, History, and civics. 

What teachers have no place teaching our children is ‘CRT” as a parent if my child struggles with self-identity, depression, anxiety, or any other personal concerns that is between my child and myself, not my child’s teacher or school psychologist, nor should any parent owe an explanation to how we handle our personal family concerns with our schools. Teachers teach and Parents raise our children, more importantly, we name our children not ‘Woke’ teachers and their dangerous pro-nouns. 

I will spend the next twelve months traveling district 2 of Massachusetts visiting every school board determining how are federal dollars are being used to harm our children."
RisingEnergyCost	Keeping electricity affordable is essential. Virginians already pay too much to power their homes and lives, but Dominion Energy thinks it deserves even larger profits. Those extra profits could make bills even more expensive. We need our state regulators and lawmakers to shut down Dominion’s request for this unethical profit increase.
ProRenewableEnergy	How do we make sure the electricity that powers our modern lives is there when we need it? Striking a balance between reliable and weather-dependent power sources will keep the grid reliable and resilient, no matter the weather. ☀️🌧⛄️. 
PoliticalLeadershipTraining	"Are you respected by politicians?

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, May 8th, 2021 in Leesburg, VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, May 8th, 2021 in Leesburg, VA. We’ll even thrown in lunch. "
BioFuelTheft	"On July 28, one of our drivers reported #oiltheft at Frank's Pizza & Restaurant in Sparta, NJ, where this Buffalo Biodiesel vat had been broken into and robbed by thieves, who left it in the condition shown here. Buffalo Biodiesel recycles the used cooking oil to make energy-efficient biofuel—instead, it’s being targeted by interstate organized crime groups for illegal profit. If you witness or have information about an oil theft at one of our vats, please call 911 and then report the theft to us at 1-800-721-1427.
Daily Voice Morris And Sussex County News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York  Daily Record. "
ProUSOil	"Last week, we talked about the International Energy Agency (IEA)'s ""Roadmap for the Global Energy Sector,"" which outlines the way to a carbon-neutral world. First and foremost, the IEA wants to end exploration and development of new oil and natural gas fields. However, their own June Oil Market Report forecasts growing demand for crude oil in coming years. 

So, if American oil and natural gas supplies are constricted, but demand INCREASES, where will we get the fuel we need to power our lives? We have a feeling you aren't going to like the answer. 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3iTCpRM. "
MinorityGroupWomenAdvocacy	"A Conversation about Renewable Energy with All Four of the Living Standing Rock Sioux Tribe Chairmen of the Last 40 Years.

Please join us on Thursday, April 15th at 2:00 pm (EST) for a historic, live conversation about renewable energy with ALL four of the living Standing Rock Sioux Tribe (SRST) Chairmen of the last 40 years.

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Charles Murphy
Former SRST Chairman
1983-93, 1997-2005, 2009-2013

Ron His Horse is Thunder
Former SRST Chairman
2005-2009

Dave Archambault II
Former SRST Chairman
2013-2017

Mike Faith
SRST Chairman
2017-Present

The panelists will discuss renewable energy during their terms, the current effort to build the Anpetu Wi wind farm, and their individual viewpoints on development at Standing Rock.

SAGE Development Authority's General Manager, Joseph McNeil, Jr., will moderate.

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock."
DonationsForProRiverPoliticians	Your legislator, Representative Judy Ambile, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and protecting our agricultural heritage. Show your support for our rivers by signing our card today!
SupportForBuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Escobar, for putting Texas's working families first by voting to create clean energy jobs right here and take on climate change right now."
WaterPollutionAndContamination	"When Dominion contaminated water with lead and arsenic—putting kids’ health at risk—Jennifer Carroll Foy had to stop it. She passed a bill to make Dominion clean up its toxic coal ash—without passing all of the costs to Virginians. To safeguard our families’ health, the status quo won’t cut it. Jennifer Carroll Foy isn’t like other politicians; she’s not afraid to take on corporate polluters.

As our next Governor, Jennifer Carroll Foy will do whatever it takes to protect our air and water from toxic polluters. Learn more about Jennifer Carroll Foy here → vote.cleanvirginia.org/jcf. "
ProCleanEnergyPolitician	Concrete absorbs carbon dioxide from the ambient air, returning a portion of emissions from the cement manufacturing process to the building itself. Learn more about the carbonation process at shapedbyconcrete.com.
