theme,tweets
AntiTax,"The right to vote is enshrined in the US Constitution, and it is a right and a privilege for all those who are citizens to exercise! So, it shouldn't come as a surprise to anyone that we need to screen our Texas voter roll against non-citizens voting in our elections, and in this front page story by Jeremy Wallace, “GOP plans a push for purge of voter rolls,” —- https://www.houstonchronicle.com/politics/texas/article/Here-comes-another-Texas-voter-purge-but-this-16464794.php —- explains what in SB 1 was changed to do this comparison correctly in the future, as maintaining a voter roll with integrity is paramount to having election results both the candidates and the public can trust!

Basically, the bill sets up guidelines on citizenship cross checks using DPS data of the type I advocated for 15 years ago as Harris County Voter Registrar to the Federal Congress. You see, the ""Feds"" could have provided a citizenship list for decades if they wanted to, but we are the largest nation on Earth without one...

Therefore, it's up to the Texas Secretary of State Elections Division to use the DPS data correctly, and yes, to begin a ""purge"" process of voter rolls with local election officials giving the voter a chance to respond to the letter. This happens every two years by federal law - a ""purge"" of those voters who have moved or died, etc... and is not some ""Draconian,"" ""Republican"" operation, but one that should happen in every state in the union by federal law, NVRA, HAVA, the Real ID Act, and now in Texas with the passage of SB 1!

When I first got the Voter Registrar job in 1998 in Harris County as Tax Assessor-Collector, there were 50k deceased and felon registrations on the voter roll - 1% of them were voting! If we hadn't cleaned up these registrations, 500 of them could have decided the presidential election in 2000 like they did in Florida. It's why I was Senator Hughes's 1st co-author on SB 1, as I knew how bad the voter rolls can be from actual experience! --- Sen. PB. "
AntiTax,"Meet Dagan Rash, a mining engineering student at UK! Thanks to people like you purchasing our license plate, he has been able to receive the Friends of Coal Scholarship. 

This scholarship has allowed him to not only receive financial support but also ensures that he will remain dedicated to his studies. After graduation, he is on track to go to grad school, where he will work on his Master's in Mining Engineering and then his MBA. This will allow him to pursue his passion of working as an engineer for a coal company and eventually working his way up to achieve a life-long dream of becoming a CEO."
GreenEnergySavesMoney,Georgia among fastest-growing states for solar energy jobs. 
StopOilPollution,"Hydrogen fuel cell technology has the potential to significantly reduce greenhouse gas and air pollution emissions from recreational, fishing, fire, ferry, and other small commercial boats. #🚢 We’re embarking on an innovative project with Zero Emission Industries to test this technology – link in bio.
 
For more on our commitment to helping California reach its climate goals: socalgas.com/mission. "
DemocratOutreach,"Sign the petition to help Rep. Ranjeev Puri keep energy clean, reliable, and affordable for all Michigan families and business. "
OilCreatesJobs,Learn how the Oil and Gas industry has been gaslighting us for decades about the impacts of fossil fuels in this 8 minute video! Join us! www.corfc.org/gaslighting. 
NuclearAdvocacy,"Being a feminist today means holding contempt for men, the nuclear family, motherhood, and femininity—going against everything the original women's movement stood for. In this special compilation episode, Candace Owens and her guests discuss why modern feminism is a departure from securing women’s rights to adopting leftist ideology."
AntiWoke,"Join the Front Line of Freedom in Virginia!

In 1775, the Minutemen were an organized force of Patriots which, at a moment’s notice, would mobilize to defend their communities and liberty.Today, Virginia is engaged in a political war to defend that same liberty and needs every single patriotic man and woman to join the Virginia Minutemen .

Will you answer the call to carry on this great tradition of ordinary citizens, in the midst of a great crisis, standing up to fight?

 I am going to speak frankly; this will not be an easy fight.  But it wasn’t in 1775 either.  As the new wave of radical anti-gun politicians take up the power of government, they do so with a vengeance. And, unless you act, they will destroy the Constitution, your right to keep and bear arms, and usher in a wave of totalitarian legislation that will be very hard to repeal.

 This is why it is vitally important that you sign up to join the Virginia Minutemen program today.

https://virginiaconservatives.net/virginia-minutemen-signup

 Being a Minuteman is not for everyone.  Some are not as dedicated to defending our great Virginian tradition of liberty and are not ready to commit to doing the work necessary.

I must tell you, it will be hard work.

Here at the Virginia Constitutional Conservatives, we are asking for volunteers to, in a moment’s notice, swing into action to defend their liberty, and the liberty of generations to come. In over a decade of grassroots political action, there are proven tactics and actions that will lead to victory; if you can mobilize enough patriots to act.

So that is what I am asking of you today.

Will you pledge to join the Virginia Minutemen?"
LegislatorsMustActAgainstClimateChange,They want to shut us out of solving the climate crisis? Nope. WE ARE the climate majority. And we’re writing our own story.
ClimateChangeDonations,Governor Inslee is putting climate ambition into action with a bold cap-and-invest law. How will Governor Lujan Grisham move from pledge to policy?
OilAndGasExtractionRisks,Report links Maine’s post-pandemic economic recovery to clean energy efforts. 
NuclearEnergyBenefits,We’re going to be seeing a lot more heatwaves – and they’re going to be getting hotter and longer – so long as the world keeps burning fossil fuels. It’s that simple.
TackleClimateChange,"Union of Concerned Scientists just released a report titled “Too Hot to Work.” They project climate change will quadruple US outdoor workers’ exposure to hazardous heat conditions by mid-century, jeopardizing their health and placing up to $55.4 billion of their earnings at risk annually without rapid action to reduce global warming emissions. Outdoor worker exposure to hazardous extreme heat can be reduced if we take rapid action to reduce global warming emissions and implement enforceable measures at the national level. 
➡️ Access the report and tell Congress to protect outdoor workers here: https://ucsusa.org/resources/too-hot-to-work. "
ReduceEmissions,"“Air pollution is actually a big problem here in the U.S.”,  explains NRDC staff scientist Vijay Limaye, PhD. Millions of Americans are living in areas with unsafe levels of soot and smog.

Smog forms when emissions from combusting fossil fuels react with sunlight. 

Soot is made up of tiny particles of chemicals, soil, smoke, dust, or allergens that are carried in the air.

Those particles can penetrate the lungs, enter the bloodstream and worsen bronchitis, trigger heart attacks, and even cause premature death.

Learn more about air pollution and how to protect your health in the video below ⬇️."
VirginiaConservativeCampaign,"""My office is aware that voters’ private and sensitive information is also being requested. We will do everything within our power to protect Pennsylvanians’ personal data,” said Shapiro.  

https://www.northcentralpa.com/news/pa-attorney-general-says-his-office-will-protect-voters-private-information-amongst-a-subpoena-by/article_6e139bd2-1670-11ec-829f-172b513f9f08.html. "
OilAndGasJobs,"If you’ve ever considered making a monthly donation to Mercy Corps, now is the time to do it. When you become a monthly giver today, a generous donor will match your monthly commitment 12 times, up to $50,000!

Monthly donors help sustain the long-term work that is at the core of our mission. They allow us to go beyond quick-fixes and invest in programs that get to the heart of hunger, poverty, and instability due to climate change. Become a monthly donor today."
IncreasingShareOfRenewableEnergyAmongDifferentPowerSources,"New Jersey voters want offshore wind. In a new poll, strong majorities say #Offshorewind expansion in NJ will have a positive impact on:
💰 The state’s economy (66%)
👷🏽‍♀️ Good-paying jobs (64%)
🌎 Climate Change (57%). "
SouthwestGasInvestment,"The US government refuses to forgive student debt—but have repeatedly bailed out oil and gas companies that directly contribute to the climate crisis.

We can elevate the future leaders of our country through federal student loan forgiveness, allowing young people to be unburdened by the cost of higher education. 

Sign our petition to President Biden & Congress to demand the US government forgive federal student debt and prioritize aiding the voices of the future rather than the negligent fossil fuel industry."
RenewableEnergyInfrastructureGrowth,"The cost of inaction in Springfield is too high. If these plants are allowed to close, energy prices will increase up to $483 million annually with a 70 percent increase in emissions from IL’s power sector."
NuclearEnergyEducation,"Washington is one step closer to a decarbonized energy grid. Energy Northwest, Grant PUD and X-energy are partnering to evaluate, develop and build a first-of-its-kind commercial advanced nuclear reactor, the Xe-100. The project will be the safest design in history, capable of producing 320 megawatts of flexible, reliable, carbon-free power. https://bit.ly/3uaoGsb. "
OilAndGasTax,"When Oklahomans faced the most severe winter weather event in decades, natural gas that led the way in keeping the power on and homes heated. 

Learn more about how natural gas came through when it was needed most: https://bit.ly/3aU95pZ. "
BuildBetterAct,"Grassroots advocacy is essential to the advancement of nuclear carbon-free energy, says fmr. Asst. Sec. for the Office of Nuclear Energy Dr. Rita Baranwal. Watch her latest interview to learn more about the vital role advocates like you can play in ensuring that all carbon-free energy sources, including always-on nuclear power, are part of the clean energy conversation."
GarneringSupportForRestoreVirginia,"Halloween is just around the corner and we are celebrating with a spooktacular giveaway! 🎃 Enter for a chance to win a family gift pack including a $100 Texaco gas card & four Ama pizzas. The rules are simple:
 
👻 Follow us on Facebook
👻 Comment below with a photo of you (or your keiki) in a Halloween costume!
 
That’s it! 🎉 Winners will be contacted and announced on Monday, November 1. This giveaway is not sponsored, endorsed by, or associated with Facebook."
AgencyToStopClimateChange,"If we want to solve the climate crisis, women must have an equal seat at the table. This #InternationalWomensDay, we’re recognizing incredible activists around the world who are doing their part to fight for climate justice."
CallsToInvestInRenewableEnergy,"We count on our affordable, reliable co-op power. Don’t let politics and special interests get in the way."
NeedQuickResponseForClimateCrisis,These aren’t just wildfires — they’re a sign our planet is heating up and becoming more dangerous. Sign up to learn how you can help protect our kids’ futures.
PoliticalActivismForRenewableEnergy,"Don't just imagine, be like these drivers and organize for power with Mobile Workers Alliance!"
DonateToSupportClimateChangeActivism,"Halloween is just around the corner and we are celebrating with a spooktacular giveaway! 🎃 Enter for a chance to win a family gift pack including a $100 Texaco gas card & four Ama pizzas. The rules are simple:

👻 Follow us on Instagram
👻 Comment below what you’re dressing up as this Halloween
👻 EXTRA ENTRY: Post a photo of you (or your keiki) in a costume on your stories or feed

That’s it! 🎉 Winners will be contacted and announced on Monday, November 1. This giveaway is not sponsored, endorsed by, or associated with Instagram.

#TexacoInHawaii #Halloween #SpookySeason. "
ChallengesFacingRenewableEnergy,"We are looking for few new Solar Advisors. 

Solar Advisor Position     

Solar Power of Oklahoma (SPO) is looking to add 4 more highly trained professional Solar Advisors.  These Solar Advisors will help to facilitate the tremendous growth of the Oklahoma solar industry as well as that of SPO.  Candidates for the position must be highly motivated, extremely organized, enjoy meeting with people and be able to learn all of the technical side of a solar energy generation system. 

The Solar Advisor position is a straight commission position with a fixed weekly minimum as well as a very attractive bonus structure.  Compensation will range from $2,000 to $16,000 per month, but the average Solar Advisor makes in the six-figures.  

SPO is looking for honest, hardworking individuals that want to join our Team and be a part of the quickly expanding solar industry.  At SPO we feel that it is not a question of if people go solar, but when people GO SOLAR! 

If interested, email your resume to jwpeters@solarpowerok.com. "
PoliticalActivismForOilAndGas,"“The writing is on the wall”
DeWine's daughter “Alice in Wonderland,” spent almost 1.5 million dollars of “dark money” trying to get elected Prosecutor. 

And FAILED!

No amount of political influence, power, or money could convince the Voters of Greene County to elect another DeWine to public office. 

The “DeWine brand” is now TOXIC IN Greene County. 

Alice's overwhelming defeat was a shock and embarrassment to the DeWine political machine. The “good old boy network” which DeWine relied on for his political power was shut down.

Even Gene Fisher was against her candidacy.

Greene County Voters have had enough of this Mediocre Career Politician. DeWine had betrayed the Patriots of our community with his far-left-Progressive policies and unwavering support of ""killing the unborn"" through abortion.

Greene County deserves better!
Ohio deserves better!

Your VOICE MATTERS!"
SupportForRenewableEnergy,Will ExxonMobil shareholders rise to the occasion next week to create long-term value and address climate risk?
ProtectFromHarmsCausedByFossilFuels,"Why does Sugarcreek Township employ a Police Chief who does not live in the community he serves? In fact, this Police Chief doesn’t even live in Greene county!

Run out of the Dayton Police Department for unethical behavior, yet this cast-off, bad penny, is our Police Chief.

It's like the Trustees are hiring from the ""island of misfit toys.""

Hiring those rejected by the City of Dayton, ignoring the glaring warning signs, and hard lessons learned, others discovered concerning the defects in their ethical nature.

The Trustees should start exploring the option of contracting out “Police services” with the Bellbrook City Department.

It will be financial cost savings to the Township and would bring in the well-run management team of Chief Doherty, who has the highest ethical standards when it comes to law enforcement.

With the current scandal involving Chief Brown, Detective Stayer, Sargent White, and officer Clark, it is time to clean house and shut down this biased and unethical police department.

The rot of this corruption starts at the top and goes to the bottom.

If you live in the township, call your Trustees, 937-848-8426 and demand action.

When the Sugarcreek Police Department is used as a political weapon by the politically powerful, against taxpayers they disagree with, it is time for the taxpayers to be afraid.

Corruption of those who patrol our streets, carrying a badge and a gun, with the power to imprison you, can never be allowed.

The Sugarcreek Police have tarnished the oath they were sworn to uphold and have lost the faith and trust of our community."
InroadsMadeByOilAndGas,How much with the Energy Master Plan cost the taxpayers of New Jersey? Learn more here: https://njaffordableenergy.com/trenton-energy-tax/. 
InroadsMadeByRenewableEnergy,"Sen. Carper and Sen. Coons are champions for Delaware's economy and our climate, leading the push to create millions of clean energy jobs across America."
EconomicAdvantagesOfRenewableEnergy,"Attention Oahu customers: The City and County of Honolulu’s Rental & Utility Relief Program will be open for applications for a second round beginning Monday, May 3, 2021 at 2 p.m. 

For qualified households, the rent and utility program pays:
- Up to $2,500 a month in rent and utility arrears going back to March 2020.
- Up to $2,000 for future rent payments.
- Up to $500 a month for future electric, water and sewer, and gas bills.
- For future payments, a household must requalify every three months and funds must be available. A household will need income and tax documents to requalify. 
- Total length of rent and utility help is 12 months per household.

For more information and how to apply, visit: oneoahu.org/renthelp."
SupportForBuildBackBetterAct,Sign our emergency petition to fight back against Joe Biden's reckless power grab and FORCED Vaccine Mandates!
SupportForOilAndGas,"As in years past, preparation, conservation and patience after a storm will be key to weathering the hurricane season. And when the next storm rolls in, the Texas oil and natural gas industry will be ready. Read about the industry’s preparedness plans here: http://www.txoga100.com/readiness-response-relief #HurricaneReady. "
EconomicAdvantagesOfOilAndGas,"We're putting a spotlight on Oklahoma's oil and natural gas employees — meet Jess Tarrant, technical sales for J.P. Consultants.

Jess' favorite thing about working in the oil and natural gas industry is the pace of work! It might be chaotic and around the clock, but he powers through with an energy drink in hand and Blink-182 cranking through his headphones (at least, that was his favorite band in junior high!). Get this: Chuck Norris once taught him how to do a wheelie on a unicycle. 🤯  Is Jess the most interesting man in the world? 🤔 

Click here to learn more fun facts about Jess: https://bit.ly/3m0Bsrs. "
InroadsMadeByNuclearEnergy,"When the world was facing an existential threat from nuclear weapons - the global community came together to create the Nuclear Non-Proliferation Treaty to keep everyone safe. Today, fossil fuels pose an even greater threat to the safety of us all.
 
That’s why a new global fossil free treaty is so critical. Add your voice and we can stop fossil fuel expansion, fairly phase out existing fossil fuels and ensure a just transition for all."
EconomicAdvantagesOfNuclearEnergy,Your electric co-op powers your home. VCP empowers you.
