theme,tweets
VirginiaConservatives,"𝐔𝐑𝐆𝐄𝐍𝐓: Inaction on climate change will have serious consequences, so this Earth Day, all gifts to Food & Water Watch will be TRIPLE-MATCHED up to our $15,000 goal to fund our efforts to protect our planet and communities. Will you rush an immediate donation before this match opportunity expires?"
CelebrateBuildBackBetter,"Rep. Horsford, thank you for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. This is our moment to get it done and pass the Build Back Better Act."
GreenEnergyIsCostEffective,"Golden Grain Energy, LLC CEO says ""Governor Reynolds is laying the groundwork to ensure Iowans will not lose access to the highest quality and lowest cost fuel on the market today."". "
TellRepToNotRaiseOilGasTaxes,"CALL Matt Cartwright: (570) 341-1050 and tell them to oppose Pelosi’s socialist spending spree.

❌ Largest tax increase in more than 50 years

❌ Higher taxes on millions of small businesses

❌ Decreased wages and household income

❌ Rising costs for household goods like gas & groceries. "
GreenEnergyCapacity,"Solutions, not slogans. Learn how markets improve the environment -- or ask questions that challenge that assertion! Join us for this FREE event! #EarthDay #climatechange #sustainability

https://www.washingtonpolicy.org/events/detail/addressing-climate-change-governments-or-markets. "
CleanOilAndGas,Communities near heavily-polluting industrial facilities deserve to know what’s in the air they breathe. Real-time air monitoring is environmental justice.
GreenEnergySupportsCommunities,"Oklahoma, where the wind comes sweepin' down the plains! Here's why we're the perfect state for #windenergy. ⬇💨https://on.natgeo.com/3yT0nkl. "
CutMethane,"Take action now! Colorado’s Air Quality Commission must strengthen standards to directly regulate pollution from oil and gas well sites near our homes, schools, and workplaces. Take action right away to urge AQCC to require regular leak detection, aerial pollution monitoring and other innovative technologies that are ready and verifiable now. This decision-making process is happening fast, so please take a minute right now to make your voice heard."
CommerceCityDemocrats,"Industry is utilizing partnerships to secure the latest technologies to help enhance and stabilize Louisiana’s shorelines. 

Over the past eight years, ConocoPhillips and Ducks Unlimited have enhanced over 800 acres in the Greater Golden Meadow area. This work provides shoreline protection, marsh enrichment and terracing that increase the resilience of the levee system and protect the surrounding communities.  Natrx, A Shell GameChanger company, recently utilized its intelligent, adaptive infrastructure platform to create and install custom reef modules, known as “Cajun Coral,” to stabilize 750 feet of a newly completed marsh creation project. With the help of danos , the reef modules were installed along with 620 feet of ultralight oyster stakes. Learn more about the world’s first Cajun Corral installation.

#ForLAsFuture. "
DonationMatchingForClimate,"⚠️GIFT MATCH ALERT⚠️

Save Bees and Our Food Supply! 🐝🍎

1 in every 3 bites of food we eat depends on bees and other pollinators!
But rampant toxic pesticide use, climate change, and habitat loss are killing bees, which could lead to food scarcity that would hit low-income communities and communities of color especially hard. NRDC is fighting to protect bee populations and secure the future of our food supply. We need your help before the year ends.

Make your tax-deductible gift before 12/31 and help save pollinators."
OilAndGasSupportJobs,Do you agree that the Biden administration should prioritize American oil and natural gas production over foreign countries? Sign our petition below:. 
HazardsOfWells,Extreme heat will likely begin to threaten NH's outdoor workers and their earnings in the next few decades because of climate change.
ThankRepForBuildBackBetter,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Titus, for putting Nevada's working families first by voting to create clean energy jobs right here and take on climate change right now."
NuclearEnergyProvidesTaxRevenue,"The next generation of nuclear carbon-free energy can bring more affordable, clean energy to Utah. Like our page to learn more about the power of nuclear energy."
BellbrookTaxRevolt,"Our children deserve the best possible future. To give them that, we must fight climate change. Sign up to take action today."
NuclearRevenueSupportsJobs,"The planned premature closures of the Byron and Dresden nuclear plants have put thousands of jobs, millions of dollars in tax revenue and Illinois’ clean energy future on the line. Byron resident Sean Considine shares why #ILNeedsNuclear:. "
OilAndGasProvidesWages,"Colorado is a beautiful place to call home. Tax revenue from our oil and natural gas industry helps fund soil and wildlife conservation, invasive species control, as well as our public parks, roads, and infrastructure. Learn more: https://cred.org/tomorrow. "
ClimateChangeMovements,Did you know oil and natural gas jobs provided more than $18.2 billion in wages across New Jersey in 2019? Learn how energy can help accelerate economic recovery.
BuildBackBetterActCampaign,The Seattle natural gas ban will hurt workers and families with higher energy prices.
ClimateChangeDonations,"Hundreds of Bostonians spoke up in support of the city’s latest #ClimateAction to curb carbon pollution—and they were successful! @BostonCityCouncil and Acting @MayorKimJaneyForBostonunanimously supported it too! 

Will you join us in thanking them?"
OilAndGasTaxesBad,"“I’ve never been a fan of the government coming in and telling me that I must sell this, or they can revoke my license, or I have to spend the money to carry a product that they want me to carry,” said Waldman. “As a private business, I always thought we can carry what the customers want.” https://who13.com/news/small-town-gas-retailers-take-issue-with-proposed-e-15-mandate/. "
CallToActionAgainstOilAndGasIndustries,"On August 1, one of our drivers reported #oiltheft at Croton Colonial Restaurant & Diner in Croton-on-Hudson, NY, where thieves had broken into and robbed this Buffalo Biodiesel vat, tearing off all of its protective gear. We recycle the used cooking oil to make sustainable biofuel—instead, it’s being targeted by interstate organized crime rings. If you witness or have any info of an #oiltheft at our vats, please call 911 and then report it to us at 1-800-721-1427.
News 12 Westchester lohud ABC7NY Daily Voice Northern Westchester Daily Voice Northern Westchester CBS New York. "
RenewableEnergyPromotionAndGrowth,"Natural gas is fundamental to meeting the dual challenge of supplying Americans with affordable, reliable energy while protecting the environment."
CarbonEmissionReduction,Major state investment in electric vehicle infrastructure would start MI on the road to lead the nation’s clean mobility industry. 
CleanEnergyPromotion,"Thank Senator Durbin for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!"
OilAndGasBoostEconomy,"A natural gas ban will cost Seattle families more to power, heat and cool their homes."
RenewableEnergyEconomicBenefits,"America is recovering from this pandemic, but we can’t take our foot off the gas now. The American Jobs Plan will fix 7,540 miles of Pennsylvania roads, create millions of good-paying jobs, and expand access to clean drinking water. Brighter days are ahead -- for all of us."
BuildBackBetterActPassed,"We've gone over the numbers time and again, and the math just doesn’t work.

Without nuclear power, it will be virtually impossible for Illinois to meet the Paris Agreement’s goals. http://bit.ly/3m5jgu8. "
PoliticalTraining,"If you’re new to hometown activism, now is the time to get a few pointers. To start, recognize that local actions matter, no matter how small they seem. 

Remember the famous words of Margaret Mead: “Never doubt that a small group of thoughtful, committed citizens can change the world; indeed, it’s the only thing that ever has.”

Read more👇. "
LawmakersAndOilAndGas,"If approved, the licenses would grant Alaska Natural Gas Corp. exclusive gas exploration rights to 915K acres for 10 years. Public comment period is open through February 21."
NuclearPowerOtherBenefits,"Georgia's largest source of carbon-free electricity is only growing. Join us to support Georgia’s reliable, affordable route to a clean energy future – nuclear power."
PropertyTaxCampaign,"Those who cannot remember the past are condemned to repeat it! (George Santayana-1905)

Election Watch 21: 
Keith St. Pierre is the architect of the “property tax Ponzi scheme “ requiring a new property tax on our homes every 4-5 years. All because of the lavish wages and benefits he pushed through the school boards he controlled. 

Decades ago, in this quest for power and control, he convinced the naive school board to ""give up its power"" over the superintendent. So instead of the school board setting policy and procedures, and the superintendent implementing them, the superintendent now has the power. St. Pierre established the ""strong-arm"" superintendent policy now in place. 

If you look 👀 up nepotism, you’ll find his picture. For over two decades he handed out jobs to his family members and friends. 

Keith is also the person responsible for pushing/strong-arming through Cozad as superintendent. 

Within the selection committee, which was set up to interviews and selects the most qualified candidates for superintendent, Doug Cozad was 5th or 6th down on the list. He was one of the least qualified of the candidates interviewed.

There were 3-candidates who were far superior and more qualified, yet St.Pierre forced through this million-dollar, unqualified, hand-picked candidate, Doug Cozad. 

He also is who is responsible for the “Taj Mahal on the hill” middle school. A school building that exemplifies his out-of-control excessive spending. A building that was to be an everlasting monument to himself.

During his tenure, he was known as a tyrant /bully to anyone who had a disagreement with his methods/ policy decisions. 

St.Pierre is the reason former and current students refer to the High School as “HATE BROOK.”

Never forget St. Pierre's past behavior/actions, leave this Candidate in the category of “ bad mistakes,” not to be repeated."
RightWingCampaigns,"HUGE wrong way Court of Criminal Appeals ruling gets BIG Amicus Brief response by myself and thirteen other Republican State Senators by filing an amicus brief supporting Attorney General Paxton's request for a rehearing on the Stephens case. You may have already heard about this case, but this is the case that strips all prosecutorial power from the Attorney General's Office. This must be reheard by the Court of Criminal Appeals!!

This is an important legal case to be considered for a rehearing. Because of the CCA ruling, the Office of the Attorney General no longer has the authority to independently prosecute criminal cases in trial courts. The Texas Supreme Court cannot overturn the CCA because they are the same level judicial. Ken Paxton has filed a rehearing motion with the Court of Criminal Appeals on this case. 

If the court does not reconsider its opinion in Stephens v. State and Ex Parte Stephens, election integrity cases will be left exclusively to being prosecuted by local county and district attorneys. The Attorney General’s Office must be able to defend election integrity in our great state. We cannot allow our elections to be manipulated. 

This is an important enough case for you to spread the word to everyone you know! 

I want to thank all my colleagues for dedication to this purpose. 

-Senator Bettencourt

Sen. Brian Birdwell Sen. Dawn Buckingham Sen.Dr. Donna Campbell Sen.Brandon Creighton Senator Bob Hall Sen. Bryan Hughes Sen.Lois Kolkhorst Sen.Jane Nelson Senator Angela Paxton Sen. Charles Perry Sen. Dr. Charles Schwertner Sen.Drew Springer Sen. Larry Taylor

https://senate.texas.gov/press.php?id=7-20220119a. "
NuclearPowerEconomicBenefits,Illinois - and America - can be powered by carbon-free energy with the power of nuclear energy. Like our page to learn more about our largest source of carbon-free electricity.
