theme,tweets
ClimateChangeDonations,"𝐄𝐌𝐄𝐑𝐆𝐄𝐍𝐂𝐘 | 𝐏𝐋𝐄𝐀𝐒𝐄 𝐒𝐓𝐎𝐏 𝐒𝐂𝐑𝐎𝐋𝐋𝐈𝐍𝐆:
We’re leading the fight to make sure people have safe food, clean water and a livable climate, but 2022 will be our toughest year yet. With time running out, we’re still falling short of our $500,000 year-end goal. 𝗪𝗶𝗹𝗹 𝘆𝗼𝘂 𝗿𝘂𝘀𝗵 𝗮 𝘁𝗮𝘅-𝗱𝗲𝗱𝘂𝗰𝘁𝗶𝗯𝗹𝗲 𝗱𝗼𝗻𝗮𝘁𝗶𝗼𝗻 𝗯𝗲𝗳𝗼𝗿𝗲 𝗼𝘂𝗿 𝘆𝗲𝗮𝗿-𝗲𝗻𝗱 𝗱𝗲𝗮𝗱𝗹𝗶𝗻𝗲? 𝗬𝗼𝘂𝗿 𝗴𝗶𝗳𝘁 𝗿𝗶𝗴𝗵𝘁 𝗻𝗼𝘄 𝘄𝗶𝗹𝗹 𝗴𝗼 𝗙𝗜𝗩𝗘 𝗧𝗜𝗠𝗘𝗦 𝗮𝘀 𝗳𝗮𝗿 towards funding our efforts in the year ahead."
OilAndGasTaxesBad,"Do you have an extra $26,132 laying around? That’s how much it would cost YOU if the General Assembly banned natural gas. Stop it before it can happen. Support HB-1257!"
LawmakersAndOilAndGas,"Orphaned and abandoned oil and gas wells sit idle in our communities, leaking oil, gas, and toxic chemicals into our air and water. This must stop now. Add your name."
RenewableEnergyPromotionAndGrowth,Protect affordable energy and consumer choice in New Jersey. Sign the pledge today!
CleanEnergyPromotion,Tell Congress to act! Now is our time to invest in a clean energy future.
RenewableEnergyEconomicBenefits,Read our Sustainability Report and learn how we’re fueling America’s clean energy future.
PoliticalTraining,"Andrea and Orlando welcome Bobby Eberle, Conservative Political Strategist, talk show host (13 minute News Hour), commentator, LeadershipLATINO instructor, and owner of GOPUSA.com and Julio Rojas-Aguilar, Manager of Donor Relations for the Institue of Humane Studies. Bobby brings us up to date on his work and travels around the state and country. Julio, a native of Peru, discusses his introduction to the ideas and benefits of free markets and free societies by his high school history teacher and the influence this has had on his life and career.

More about Bobby Eberle:
https://bobbyeberle.com/
https://bobbyeberle.com/13-minute-news-hour/
https://www.gopusa.com/

More about Julio Rojas-Aguilar:
https://theihs.org/people/julio-rojas-aguilar/
https://www.facebook.com/InstituteforHumaneStudies

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
CallToActionAgainstOilAndGasIndustries,"Thank Senator Boozman for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!"
CarbonEmissionReduction,"Did you know? Thanks primarily to increased natural gas use, the United States leads the world in carbon dioxide emissions reductions this century. In fact, the U.S. has reduced CO2 emissions more than the next four leading emission reduction nations combined. Check out IPRB's recent video to learn more."
OilAndGasBoostEconomy,"America’s oil and natural gas industry creates thousands of jobs in our communities, powers our economy, while embracing a more sustainable future. Join us today."
PropertyTaxCampaign,"School board members Carpenter, Price, and Dorn are now actively working in conjunction with the yes Pac, through their personal FB pages, using their positions and power on the school board to push the passage of the levy.

We have a quorum of 3-board members actively campaigning and crossing the line of what is acceptable and allowed.
This is a violation of Election law.

The silly, matching disclaimers posted on Prices and Carpenters pages, which one has to assume was written by school board attorney, Jackass Justice, who has given nothing but bad legal advice to this board, will not protect them from the complaints which will be filed after this $22,540,000.00 million dollar property tax levy is defeated.

Not to mention this:
Davison v. Randall, 912 F.3d 666 (4th Cir. 2019), in which the Fourth Circuit ruled that an elected official’s social media page can constitute a public forum.  There is also an opinion from the Second Circuit that reached a similar conclusion with respect to then-President Trump’s nominally “personal” social media accounts, Knight First Amendment Inst. at Columbia Univ. v. Trump, 928 F.3d 226 (2d Cir. 2019). 

Most taxpayers are not aware there was also a lawsuit in 2019 filed by a citizen of Clermont County against State Sen. Joe Uecker who alleged that he had been illegally blocked from Uecker’s Facebook page.  The case was filed in federal court in Cincinnati, and captioned Robert Fambry v. Joseph Uecker, Case 1:19-cv-00056-MRB.
The Cincinnati Enquirer reported that it quickly settled for $20,000 and an agreement to unblock the citizen: https://www.cincinnati.com/story/news/politics/2019/02/13/ohio-lawmaker-settles-lawsuit-over-blocking-constituent-facebook/2862724002/

These board members have no fear of punishment, foolishly believing that they are somehow above the law of the land.
When they are caught, they use the school's insurance company to protect them and pay for their ligation costs.

This is why these arrogant board members, Carpenter, Price, and Dorn could care less about breaking Ohio laws. They believe the crime is with the punishment because the insurance company is picking up the tab!

In NOVEMBER, it will be time to VOTE OUT, these appointed board members Price and Dorn who believe that they are smarter and better than the “small people” of our community.

These lifelong government employees who have zero clues how to balance a budget, run a business, or understand what it is like to struggle to pay bills, or put food 🍱 on the table need to be VOTED OUT OF OFFICE. 

It is time to get rid of these bumbling government bureaucrats and replace them with candidates who understand how to live within the budget the taxpayers have given them.

Until then, VOTE NO and refuse to give this hateful and intolerant board member the $22,540,000.00 million dollars in property taxes on our home 🏡 they are demand you pass.

NO MEANS NO. "
BuildBackBetterActCampaign,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Schrier, for putting Washington's working families first by voting to create clean energy jobs right here and take on climate change right now."
RightWingCampaigns,"We need all Patriots to help us Restore Virginia.

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, July 17th, 2021 in Lexington , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;
The Biggest Lie in Politics - and how the political class uses your convictions against you;
How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and
How to put pressure on legislators.
All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, July 17th, 2021 in Lexington , VA. We’ll even throw in lunch."
NuclearPowerOtherBenefits,"Mothers for Nuclear knows when working in tandem with renewables like wind, solar and hydro, nuclear energy can power our national and global community toward a clean energy future. Read up on why nuclear energy must be included in COP26 conversations: https://bit.ly/3mb4LZb. "
NuclearPowerEconomicBenefits,"Last week Energy Northwest, Grant PUD and X-energy signed a memorandum of understanding to partner together in the development and demonstration of the country’s first advanced nuclear reactor: the Xe-100. Scalable and capable of producing around-the-clock energy, the project could bring 320 megawatts of reliable, carbon-free energy to the region. By providing a foundation for new wind and solar, advanced nuclear will help deliver our carbon-free future: https://bit.ly/3uaoGsb. "
