theme,tweets
AbandonedWells,Canadian pipeline company Enbridge Energy has been cutting a 337-mile swath of devastation through Northern Minnesota. And for what? 💰🛢 Demand for oil is falling fast as we move toward renewable energy sources. Help us stop this needless and heartbreaking destruction.
AntiFossilFuelInfrastructure,"⚠️Sorry to interrupt your scrolling, but we need you to take action now…

11:59 PM DEADLINE | CAST YOUR VOTE NOW. The impact of fossil fuels is becoming impossible to ignore. With more massive storms and punishing drought, we need real solutions to these extreme weather events, but not enough people are speaking out about the source of the problem. That’s why we need 31 more people to take our poll and set the record straight – but you still haven’t cast your vote. Please, tell us before midnight: 𝐀𝐫𝐞 𝐲𝐨𝐮 𝐜𝐨𝐧𝐜𝐞𝐫𝐧𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐞𝐱𝐭𝐫𝐞𝐦𝐞 𝐰𝐞𝐚𝐭𝐡𝐞𝐫 𝐜𝐚𝐮𝐬𝐞𝐝 𝐛𝐲 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞?"
VirginiaConservatives,"Tell us what you think: https://bit.ly/31N2eg2
The Democratic Socialists of America are pursuing a plan to take over Maine’s power grid through eminent domain. It’ll cost the state $13.5 billion. Are you with them?"
CelebrateBuildBackBetter,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Yarmuth, for putting Kentucky's working families first by voting to create clean energy jobs right here and take on climate change right now."
GreenEnergyIsCostEffective,"Solar and wind power are among the most cost-effective sources of electricity in the U.S., and utility-scale solar just reached its lowest levelized cost of energy yet: 2-4 cents-per-KWh. Read more:. "
TellRepToNotRaiseOilGasTaxes,We can continue innovating to drive down emissions without making it harder to provide Pennsylvanians with the reliable and affordable energy they need. Tell your senators to say no to increased energy bills.
GreenEnergyCapacity,"As the utility and power industries evolve and reach California’s green goals, the Golden State must also evolve and balance between risk and reliability.  Read more: https://bit.ly/3n3fxAZ. "
CleanOilAndGas,Our environmental and economic challenges demand an all-hands-on-deck approach and the #natgas industry is all in. Learn about our commitment to a cleaner #energy future from our President and CEO Karen Harbert along with our Board Chair and NW Natural CEO David Anderson:. 
GreenEnergySupportsCommunities,"The US is working with 50+ year old power grid technology. It's time for New Mexico to upgrade and build back stronger! Check out how power line infrastructure is key to the #climatecrisis movement. Link in the bio.
 #renewableenergy #solar #solarpower #cleanenergy #greenenergy #energy #solarpanels #gogreen #renewables #gosolar #sustainability #renewable #solarpanel #climatechange #environment #solarpv #sustainableenergy #solarsystem #photovoltaic #ecofriendly #windenergy #solarpowered #electricity #sustainable #solarinstallation #windpower #savetheplanet #windturbine #renewmexico. "
CutMethane,"Key takeaway from the U.N climate report: Cutting methane emissions is the fastest way to slow the rate of warming, water scarcity and more intense storms."
CommerceCityDemocrats,"When you purchase a Friends of Coal license plate, you’re not just supporting coal. You’re supporting the Friends of Coal Scholarship recipients."
DonationMatchingForClimate,"❗ 3X Match Ends At Midnight ❗
Now is the time to reshape our economy AND fight the climate crisis. We must stand together to reestablish American leadership on climate action. Triple your impact with a donation today, which will be matched $2-for-$1!"
OilAndGasSupportJobs,Coloradans rely on oil and natural gas everyday to travel across the state. Colorado oil and natural gas has been fueling Colorado’s freedom since 1860.
HazardsOfWells,"Pennsylvania has the third-highest cancer rate in the U.S. Legal loopholes have allowed radioactive oil and gas waste to contaminate waterways used for drinking water, fishing, and swimming."
ThankRepForBuildBackBetter,"Thank Representative Delgado for putting our communities first.

When it comes to responding to the climate crisis, we can all be part of the solution. From protecting care workers to investing in climate change defenses, we are calling on our leaders in one voice to pass the Build Back Better agenda."
NuclearEnergyProvidesTaxRevenue,"As Climate Week NYC, National Clean Energy Week and the United Nations General Debate take place this week, we have a unique opportunity to take meaningful steps towards innovative climate solutions. Find out why nuclear carbon-free energy must be part of the conversation: https://bit.ly/3pke7kt. "
BellbrookTaxRevolt,"When you pay the highest gas taxes while driving over the deepest potholes, your government is broken. KileyForCalifornia.com. "
NuclearRevenueSupportsJobs,Students across Illinois believe that nuclear power is essential. Click to watch the video and find out why. >>>. 
OilAndGasProvidesWages,"Every year, Colorado's oil and natural gas industry generates over $1 billion in tax revenue. This tax revenue supports roads, parks, and infrastructure across our state."
ClimateChangeMovements,"Some PA state lawmakers are forcing an old debate that would keep the Keystone State stuck in the polluting past — not doing its part to protect its own residents, nor its fair share for the rest of the world. PA should join #RGGI and #ActOnClimate. Read more from Philadelphia Inquirer:. "
BuildBackBetterActCampaign,"California’s oil & gas industry provides family-wage careers for more than 150,000 women and men while also generating $21.6 billion in state and local tax revenues. 

Governor Newsom’s plan leaves out hundreds of thousands of Californians from a “just” energy transition. See how."
ClimateChangeDonations,"Do you know how many cars worth of carbon emissions nuclear power avoids every single year in Illinois?

10 MILLION - twice as many cars as there are in the entire state!"
OilAndGasTaxesBad,"We need your help. China is investing billions in new refineries and petrochemical sites. In contrast, our elected officials are considering policies that will make it harder to manufacture in America and could shut our facilities down. 

Send your member of Congress an email urging them to say no to new taxes on American-refined energy and American-made plastics.

https://empower.afpm.org/dont-raise-gas-prices-say-no-new-taxes-american-refined-energy?utm_campaign=issues&utm_source=facebook&utm_medium=social. "
CallToActionAgainstOilAndGasIndustries,Public lands can be part of the climate solution IF we take bold action. Tell Congress to fix the broken oil and gas leasing program that prioritizes polluters over New Mexicans.
RenewableEnergyPromotionAndGrowth,"“The clean energy requirement they were considering and just rejected would have saved Arizona ratepayers $2 billion. It would have saved tens of billions of gallons of water. It would have allowed our state to be competitive in terms of attracting new corporations to Arizona.”
 
Kris Mayes breaks down what this loss means for power customers in a recent interview with Brahm Resnik. 

#SundaySquareOff #AZ #cleanenergy. "
CarbonEmissionReduction,"This World Environment Day reminds us of the importance of building a sustainable future. The cement and concrete industry is committed to achieving carbon neutrality by 2050. 

Learn more about how we can achieve this goal at shapedbyconcrete.com. "
CleanEnergyPromotion,"How many ways that Maine benefits from the Clean Energy Corridor can we cover in 60 seconds? Not all of them, but let's give it a shot anyway."
OilAndGasBoostEconomy,"Sacramento elites are pushing drastic policies to shut down local oil and gas production. A local energy shutdown would hurt Central Valley communities by putting thousands of people out of work, at the worst possible time. We must protect these jobs."
RenewableEnergyEconomicBenefits,It's the power source providing clean energy jobs to Maryland while supporting local communities with millions in tax revenue. Join us to support nuclear energy.
BuildBackBetterActPassed,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Johnson, for putting Georgia's working families first by voting to create clean energy jobs right here and take on climate change right now."
PoliticalTraining,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Will Witt, Morgan Zegers, Kendall Jones, Jordan Rachel, and more as they break down what’s happening across the movement.

Hour 3: Tune into The Spillover with Alex Clark as she dives into this week's juicy ConservaTEA."
LawmakersAndOilAndGas,A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?  Take our poll: https://bit.ly/31N2eg2. 
NuclearPowerOtherBenefits,Illinois needs its leaders to protect clean air and keep Illinoisans healthy by preserving nuclear power – a vital energy source.
PropertyTaxCampaign,How much will the Energy Master Plan cost you? Learn more here: https://njaffordableenergy.com/trenton-energy-tax/. 
RightWingCampaigns,"The “Doug Cozad loyalists” are circling the wagons around their criminally charged leader. 

For the record: I was told by a current government official, who was on the selection committee, Doug Cozad was fourth or fifth down on the list of qualified candidates. 

There were three candidates far superior to Cozad, but it was then Superintendent St. Pierre, who forced Cozad selection through the committee process.

Doug Cozad was St. Pierre's man then and remains so to this day.

Doug Cozad is the leader, “the man behind the curtain,” who brought hate and Intolerance into our community as a way to 🛑 stop his political opponents. 

The genesis of Cozad’s plan of attack started in his Kables mill neighborhood. 

Cozad’s friend and neighbors, Mark and Heidi Schumacker, would but together the first hate group in our community. 

The Schumackers were to covertly run Cozad’s first attack group focusing on me, my family, and my business.

The Schumachers would rally fellow Kable mill neighbors, Charlotte Moore, Sara Williamson, Maggie Clark, and Jennifer Pugh, into forming a secret FB PAGE/ group, calling it the “pink diamond ladies.”
( more will be coming on this group) 

This was the genius of Cozad’s plan of dividing our community through hate and Intolerance, into the haves, and has not. 

Pitting neighbor, against neighbor.
Attacking our Senior citizens, all was part of their plan.

All in order to stop any and all opposition to the school's $3.2 million dollars, per year, property tax levy.

Pressnell’s, McCarthy, Brinegar, Williamson, all were candidates this past election, and all are supporters of Doug Cozad.

This is no coincidence.
It was a well-thought-out, long term plan of gaining power.

Thankfully it failed.
The Patriots of Bellbrook-Sugarcreek heeded the call to VOTE.

On November 2, the community united and stopped Cozad’s supporters from gaining political power. 

The final chapter which needs to happen for our community to finally start the healing processes, from Cozad’s two-year reign of hate and Intolerance, is to remove its leader from our school system."
NuclearPowerEconomicBenefits,North Carolina's nuclear plants provide reliable power and thousands of clean energy jobs. Show your support by liking our page today.
