theme,tweets
OilAndGasExtractionRisks,"Why does Sugarcreek Township employ a Police Chief who does not live in the community he serves? In fact, this Police Chief doesn’t even live in Greene county!

Run out of the Dayton Police Department for unethical behavior, yet this cast-off, bad penny, is our Police Chief.

It's like the Trustees are hiring from the ""island of misfit toys.""

Hiring those rejected by the City of Dayton, ignoring the glaring warning signs, and hard lessons learned, others discovered concerning the defects in their ethical nature.

The Trustees should start exploring the option of contracting out “Police services” with the Bellbrook City Department.

It will be financial cost savings to the Township and would bring in the well-run management team of Chief Doherty, who has the highest ethical standards when it comes to law enforcement.

With the current scandal involving Chief Brown, Detective Stayer, Sargent White, and officer Clark, it is time to clean house and shut down this biased and unethical police department.

The rot of this corruption starts at the top and goes to the bottom.

If you live in the township, call your Trustees, 937-848-8426 and demand action.

When the Sugarcreek Police Department is used as a political weapon by the politically powerful, against taxpayers they disagree with, it is time for the taxpayers to be afraid.

Corruption of those who patrol our streets, carrying a badge and a gun, with the power to imprison you, can never be allowed.

The Sugarcreek Police have tarnished the oath they were sworn to uphold and have lost the faith and trust of our community."
ReduceEmissions,"Do you know what’s going on in your kid’s school? The three R’s – reading, writing, and arithmetic – have taken a back seat to a fourth R. Max Eden, Senior Fellow at the Manhattan Institute, explains what that fourth R is, and why it’s so destructive."
BuildBetterAct,I enjoyed touring Enterprise’s Wilson natural gas storage facility with Railroad Commissioner Wright. I am proud to see companies like Enterprise Products that are proactively weatherizing to help us prepare for the coming winter.
NuclearEnergyBenefits,"Our Campaign Management Bootcamp is an intensive 4 week, 8 course, virtual training curated to teach experienced leaders the fundamentals of how to manage a progressive state or national-level electoral race.                                                                                                                                                                                                                      

AND the course is grounded in a framework of inclusive politics. For us, that means we’ll apply a lens of race, class, and gender to all aspects of campaign management and strategy.

Interested? Good! Click through to learn more and apply!  

https://repower.org/event/cmbc-2022/. "
ClimateChangeDonations,"Human-caused climate change likely a factor in Southwest's heat wave, scientists say. "
RenewableEnergyInfrastructureGrowth,Sonoma Clean Power is the public power provider for Sonoma and Mendocino Counties. We bring more power to you with our new Advanced Energy Center. Like or follow our page to find out more.
OilAndGasJobs,"Arizona Senator Kyrsten Sinema (D) had the support of many Americans when she stood to cheer America's booming economy under former President Trump during his State of the Union speech. 

Sinema has, in fact, demonstrated more bipartisanship than many of her Democrat colleagues who talk about - but do not actually practice - it.

One doesn't have to point out that now-Vice President Kamala Harris is pictured here sitting down with a look of disgust on her face at good things happening for Americans during President Trump's administration. 

But we're going to anyway to remind everyone that Vice President Harris does not always cheer for America. 

Will Senator Sinema be the one to stand up for Americans again, this time to stop a $3.5 trillion ""infrastructure bill"" being championed by her own party?

https://nypost.com/2021/07/28/key-vote-sinema-says-shes-a-no-on-democrats-3-5t-reconciliation-bill/amp/

Oil & Gas Workers Association hopes so. OGWA knows #oilandgas jobs for Americans should have bipartisan support. So should not screwing American #oilandgasworkers and all Americans.

#ogwausa #drilling #offshoredrilling #fracking #pipelines #energy #AmericanWorkers #transportation #manufacturing #trucking #oilfieldtrucking #oilfieldservices #oilfield #crudeoil #naturalgas #fossilfuels #exports #economy #infrastructurebill #presidenttrump #trumptaxcuts #AmericanJobs #petroleumengineering #drillers. "
NuclearEnergyEducation,"At the entrance to the Waiau power plant on Oahu, just behind the Waiau Visitor Center, stands a large monkey pod tree. 95 year-old Judy Oyama, who grew up under that tree, recently went back to visit and shared her story with us. 

Read about Judy’s connection to the tree and the history of the Waiau Power Plant in our latest blog at: http://hwnelec.co/xx3e50EgVdb."
RestoreVirginia,"From John B. Cooke and Vivianne Horta Melendez - - 
The Cuban Government has been in power for over 60 years. The Cuban People have had enough!! Join us this Saturday to help spread awareness, uplift the Cuban Voices & share what is happening in Cuba 🇨🇺
Bring your flags…lawn chairs…enjoy some Cuban music…eat some great Cuban Food….and most of all CELEBRATE OUR AMERICAN FREEDOM!!!"
VirginiaConservativeCampaign,🎄 Will Witt is determined to be as woke and as inclusive as possible this holiday season.
SouthwestGasInvestment,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Southwest Airlines' Freedom Flu Protest, digital currency, leaked White House audio and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Charlie Kirk, Eric Metaxas and Tennessee Senator Marsha Blackburn who will talk about Eric Metaxas’s new book, “Is Atheism Dead?”, China, our woke military, and more!

Breakaway host Jon Root sits down with professional baseball player Dennis Sarfate and watch RELOADED with Paige Roux as she covers how to properly conceal carry. 

We will wrap up the show with POPlitics with Alex Clark as she dives into Kourtney and Travis' engagement, bizarre Bieber beauty and more!"
OilAndGasTax,"Yet out-of-touch CT Democrats are still pushing for a NEW gas tax. CT families cannot afford it. 

""For some residents, it can cost $65-75 to fill the gas tank, and it isn’t easy for them.""

💸Consumer prices are at a 13-year high, ⛽️ gas is up 42 percent, 💡energy 25 percent and 🛒at the grocery store, many items are out of stock...

Keep speaking out at Stopthegastaxct.com. "
NeedQuickResponseForClimateCrisis,"ONE PARTY RULE IN RICHMOND MEANS: For the last two years, Democrats have used their absolute control to pack the Court of Appeals this year, push CRT in schools, raise the state gas tax by 30 cents/gallon in 2021, eliminate the photo ID requirement to vote, authorize plastic bag taxes and public employee unions, increase electric bills, remove abortion restrictions, enact gun control, and adopt California’s vehicle emission standards. 

Flipping 6 seats in November will re-balance our state government!

Read more about the Democrats' record here: https://hearprojectva.org/. "
AgencyToStopClimateChange,"Make no mistake, this is an attempt to upset the delicate constitutional balance of power with the most aggressive series of coordinated political power grabs the commonwealth has ever seen."
PoliticalActivismForRenewableEnergy,"Burning trees to produce electricity creates more climate-busting carbon pollution than coal, gas, and oil. It takes decades for tree-burning power plants to deliver any climate benefits, and only if re-planted forests fully regrow."
EconomicAdvantagesOfRenewableEnergy,"𝐇𝐨𝐥𝐝 𝐨𝐧, 𝐬𝐭𝐨𝐩 𝐬𝐜𝐫𝐨𝐥𝐥𝐢𝐧𝐠 – we’re running out of time to address the climate crisis!

We need to hear from 27 more people before our 11:59 PM deadline. Tell us right now: 𝐀𝐫𝐞 𝐲𝐨𝐮 𝐜𝐨𝐧𝐜𝐞𝐫𝐧𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐞 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐫𝐢𝐬𝐢𝐬?"
ChallengesFacingRenewableEnergy,"As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. "
ProtectFromHarmsCausedByFossilFuels,Protect Antarctica and secure the largest act of ocean protection in history! #CallOnCCAMLR. 
InroadsMadeByRenewableEnergy,"BBC says the United Nations' new climate change report is a ""code red for humanity"" — but climate science and 200 years of human history show we can rest easy. By nearly any measurement, this is the best time yet to be alive."
CallsToInvestInRenewableEnergy,"New Hampshire colleges, trade workers and policy makers have high hopes for job growth in the northeast’s burgeoning offshore wind industry. "
PoliticalActivismForOilAndGas,Energy Security is a major factor in national and world security. When the USA (which is rich in Oil and Natural Gas and Oil supplies) can not support our allies they must turn to Russia as the cold of winter sets in.
SupportForRenewableEnergy,"Electric co-ops are dedicated to providing power to their communities at an affordable cost by using a mix of renewable and baseload power. By adding more than 300 megawatts of utility-scale solar to their portfolios, South Carolina’s electric cooperatives are helping to power their communities for years to come. #SolarPower #Renewable #Voices4Coops. "
SupportForOilAndGas,"NYGOP Chairman Nick Langworthy Takes “Just Say No” Tour to Buffalo. He is Joined by Legislative Leaders Rob Ortt and Will Barclay in Opposition to November Ballot Proposals Threatening Election Integrity.

NYS Senate Republican Campaign Committee
Republican Assembly Campaign Committee - RACC. "
DonateToSupportClimateChangeActivism,"Ambitious energy and climate goals mean that the renewable energy industry is expected to continue its period of record-breaking growth, and this is great news for veterans entering the civilian workforce! The clean power industry employs veterans at a rate 34 percent higher than the average industry, and wind is especially supportive of veterans, hiring them at a rate 67 percent higher than average."
InroadsMadeByOilAndGas,"After a new pipeline is assembled, inspected, and tested, it is covered and topsoil replaced to return the area to conditions as close to pre-construction as possible."
EconomicAdvantagesOfOilAndGas,Crime is on the rise in California. I will do everything in my power to keep our communities safe. Vote for Kevin Kiley for Governor.
SupportForBuildBackBetterAct,"Thank you to all the firefighters, paramedics, and first responders for all you do to keep our community safe."
SupportForNuclearEnergy,"Grassroots advocacy is essential to the advancement of nuclear carbon-free energy, says fmr. Asst. Sec. for the Office of Nuclear Energy Dr. Rita Baranwal. Watch her latest interview to learn more about the vital role advocates like you can play in ensuring that all carbon-free energy sources, including always-on nuclear power, are part of the clean energy conversation."
EconomicAdvantagesOfNuclearEnergy,"Your voice, Washington's clean energy future. Sign up to stay informed on climate progress powered by nuclear carbon-free energy."
InroadsMadeByNuclearEnergy,"As nations gather for the United Nations General Debate and advocates unite for Climate Week NYC and National Clean Energy Week, hear why Electric Power Research Institute (EPRI) VP of Nuclear and CNO Dr. Rita Baranwal believes collaboration between different groups and industries is critical to reaching decarbonization goals. https://bit.ly/391c2D3. "
