theme	tweets
IndigenousAndBlackAdvocacy	"Joining us for the Women of the Movement Anpetu Wi Dialogue this month is Tara Houska (Couchiching First Nation). She is an attorney, an environmental and Indigenous rights advocate, as well as the founder of Giniw Collective and the former advisor on Native American Affairs to Senator Bernie Sanders. Take a moment before our discussion to get to know her and watch Tara's TED Talk where she speaks to the history of attempts by government and industry to eradicate the legitimacy of Indigenous peoples' land and culture, including the months-long standoff here at Standing Rock.

We are honored to have her join us for our live discussion on May 20th - don't miss it: https://fb.me/e/RXMLppau. "
PassBidenAct	"Thank Representative Jayapal for championing the Build Back Better agenda. 

When it comes to responding to the climate crisis, we can all be part of the solution. From protecting care workers to investing in climate change defenses, we are calling on our leaders in one voice to pass the Build Back Better agenda."
AntiOilPolitician	"Hydrogen fuel cell technology has the potential to significantly reduce greenhouse gas & air pollution emissions from recreational, fishing, fire, ferry, and other small commercial boats. 🚢 We’re embarking on an innovative project w/ Zero Emission Industries to test this technology: bit.ly/3nqMpC5

For more on our commitment to helping California reach its climate goals: socalgas.com/mission. "
AntiPropertyTax	"""9-point financial plan for recovery""
My 9-point plan for recovery is to end the need for an ""emergency levy"" and solve our school district's financial crisis once and for all. 

Here is a starting point for discussion to retore sound conservative principles to restore frugal financial management to our schools.

The schools are our most expensive property tax burden. It is time that someone starts looking at the money. Much of this analysis comes from past audits, which board members ignored. 

1. The school board has a little known, but costly perk. The school board not only pays the employer's share of the benefits, but the bonus is, they will also pay the employee share. It's called a ""pickup."" 

Employees love it as the ""pickups"" benefits themselves are very rich, and the cost is zero to the employee. 

The state auditor said this was short term thinking that leads to a severe financial taxpayer burden. In short, it is a ""hidden taxpayer rip-off"" and needs to end.

2. Benefit plans should be in line with the private sector. Total cost per employee should including account for wages and benefits combined to arrive at a correct taxpayer cost. 

No matter the position, every hired employee should have a total cost sheet so school board members can make well informed financial decisions. Total cost per employee should also state any projected bonuses.

3. Unlimited sick days sound great, but sick day banking days become abusive and wreak havoc on liability obligations. By putting limits on sick days like the private sector is a far more financially responsible path.

4. All bonus payments need to end until a complete forensic audit evaluates the bonuses from a business-oriented perspective. Perks paid out as a method of inflating wages is an indirect manner to hide the real cost from taxpayers and needs to cease. 

5. All additional educational compensation reimbursements need to be approved and have to be ""State required"" to perform the position currently held. If the current job does not require other educational benefits, the employee should pick that expense up, not the employer.

6. End the practice of double-dipping during hiring. It is ultimately more expensive to the taxpayers and is a bad deal. Once retired, never rehired.

7. Reform salary schedules and step systems to reflect the communities willing to tax themselves. Overly aggressive payroll schedules need to be reviewed and adjusted to reflect the economy and private sector. Right now, the current system is a bad deal for taxpayers. We need a fair deal, not a bad deal. A ""top out"" wage rate requires implementation.  

8. Stop paying bonuses to employees as a reward for retiring.

9. Produce benefit summary sheets for the taxpayer to examine average retirement savings and cost of employees. Such reports are standard in the private sector for management. This practice would allow taxpayers and board members to become more aware of the actual costs.

Using my business background, I have gained many insights over the last 45-years into running successful multi-million dollar operations. The Bellbrook school fiances have received detailed attention by myself and outside financial experts, including auditors. 

The goal is to streamline expenses, reduce cost, maintain quality and introduce the same spirit of efficiency that cutting-edge companies use to excel.
 . 
Understanding how we got here means the current crisis was put into place by past poor decision making—built upon a never-ending property tax levies model, which has led the school district to an over-reliance on property taxes. 

Even the Ohio Supreme Court agrees with that. To tax less, we need to spend smarter. We need to be thrifty like a Farmer.

The reward is simple. 

With proper management of tax dollars, a high-quality education for our children is attainable. Smaller class sizes are possible. By following this 9-point road map, the district can bring back many of the programs cut to cover wages, benefits, and Pickups. Such as bussing and educational programs can be brought back.

The whole idea of agreeing to contracts of any kind without examining the long term financial impact needs to end immediately. Demanding new tax increases every 4-5 years on your homes, for the last 47-years, needs to stop. 

Once we balance our school district's balance sheet and stop the financial bleeding, I will be going after the State of Ohio for the money our community has been unfairly and illegally denied.  I will do what the naysayers and yes supporters think is impossible. I will get the money which is rightfully ours.

Bellbrook-Sugarcreek needs a person who is not afraid of those in power. Our community needs a fighter. I am that person. 

I will get the money that has been denied. I will do what every school board has failed to do.  I will fight those in power in Columbus and correct this injustice. 

One only needs to look at what I have accomplished so far in taking on the establishment. I have won and they have lost.

All taxpayers deserve to be told the truth and treated with respect by the school board. 

It is time to elect board members with actual business experience to serve on the school board and stop waste. 

A wise farmer once said, If you watch the pennies, the dollars take care of themselves!  Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021.

Change is coming in 2021.
NO MEANS NO!

"". "
ProUSOilIndustry	"The oil and natural gas industry remains an unheralded hero when it comes to environmental initiatives. Our efforts are ever-evolving and technology-driven, and we will continue to deliver innovative, exportable solutions to ensure a bright energy future here and around the globe.

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3sOS46h. "
ProtectRivers	Your legislator, Senator Cleave Simpson, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec covers the Chicago police force, soldiers killed by suicide, the Boston bomber's death penalty and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown and Morgan Zegers who will talk about #FreedomFlu, sit down with a pilot from the Freedom Flyers and more!

The Spillover host Alex Clark sits down with Josh Brahm, President of the Equal Rights Institute and breaks down the pro-abortion arguments while arming pro-lifers with the arsenal they need to effectively debate.

We will wrap up the show with POPlitics with Alex Clark as she dives into Candace Cameron Bure's experience on The View, Katie Couric being fake news, and more!"
EVCharging	As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 
OilTheft	"On July 20, our driver also reported #oiltheft at Kelley's Creamery in in Dover Plains, NY, where this Buffalo Biodiesel vat had been broken into and robbed—one of two #oilthefts in Dover Plains that same day. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel, but organized crime groups are intentionally targeting our ""Ma and Pa"" suppliers across state lines. Please report any information to New York State Police  and help us stop this rising wave of rampant oil theft.
Poughkeepsie Journal  Poughkeepsie Journal Media Daily Freeman  News 12 Hudson Valley  Spectrum News 1 Hudson Valley  ABC7NY  CBS New York Organized Crime and Corruption Reporting Project The New York Times New York Post. "
pro-2A	"🚨𝐓𝐡𝐞 𝟐𝟎𝟐𝟐 𝐦𝐢𝐝𝐭𝐞𝐫𝐦𝐬 𝐚𝐫𝐞 𝐨𝐧𝐞 𝐲𝐞𝐚𝐫 𝐨𝐮𝐭, 𝐚𝐧𝐝 𝐰𝐞 𝐧𝐞𝐞𝐝 𝐲𝐨𝐮𝐫 𝐡𝐞𝐥𝐩🚨 

The election results from Virginia show that Republicans will do whatever it takes to gain power. Arizonans need 𝑟𝑒𝑎𝑙 solutions from elected officials, not divisive rhetoric and flat-out lies that distract our government from getting anything done.

We are doubling down on our efforts to reach voters and flip the Governor’s office in 2022. Help us strengthen our outreach and defeat Arizona Republicans. Pitch in $10 today >>>. "
donations for climate change	Did you know there's an easy way to offset your carbon footprint? If every parent made this pledge 👇, we could help protect your kids' future.
solar energy	"Recent power crises in TX and CA include higher prices & rolling blackouts. This proves that Virginians shouldn’t adopt their failed energy policies.
 
Thank you, Tommy Norment, for keeping the power crisis out of our Commonwealth by promoting reliable energy policy."
advocating for city level politics	"David Carpenter thinks as school board President and Doug Cozad, as school superintendent, have the “right to decide” if your exception to wearing a mask, medical or religious, is valid or not.

These two individuals should not be allowed to be in charge of our children.

This has never been about our children’s health, it’s all about power and control over our children, forcing parents to give up their rights over their children.

First masks, then forced COVID shots, it’s all part of the national agenda coming out of Washington."
political activism to oppose climate change	"On July 23, one of our drivers reported #oiltheft at Wing It On in Waterbury, CT, where this Buffalo Biodiesel vat had been broken into and robbed by thieves who tore off the lock, lockbar, and metal screen as shown. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel, but it’s being targeted by organized crime syndicates that steal and smuggle oil across state lines. Please report any information to the Waterbury Police Department and help us stop rampant oil theft. 
Republican American NBC Connecticut News 12 Connecticut WFSB - Channel 3 Eyewitness News Connecticut Post The News-Times Connecticut Public. "
criticism of liberal tax policy	Oil and gas are the backbone of our economy. Learn how American oil and gas benefit your community!
indigenous climate justice	"Congratulations Judge Jill Dorancy! CBWPA's 43rd Annual Tribute to Black Women ""Political"" Honoree!

Join us Saturday, October 9th, as we celebrate Jill and our 2021 honorees! Visit our website for event information: 
https://www.cbwpa.org/43rd-annual-tribute-to-black-women-luncheon/

Jill Dorancy is a judge in the Second Judicial District (Denver) where she has served since July 2020. She is a champion and a steadfast believer of community involvement in Colorado. Her professional career, volunteer engagement, and community service align deeply with the goal of empowering women. With an unwavering passion improving her community, creating a more resourceful world, and encouraging women to take leadership roles, Jill Dorancy builds relationships based on genuine engagement, real listening, and authentic shared values.

Before her appointment to the Denver District Court, she was Senior Counsel at a boutique law firm, specializing in energy-related regulatory matters and litigation, a Hearings Officer for the Colorado Oil and Gas Conservation Commission, a partner with Cooper and Dorancy, LLC, where she practiced criminal defense, domestic relations and juvenile law, and law clerk for former Colorado Supreme Court Justice Gregory Kellam Scott. Throughout her career, Judge Dorancy represented numerous private clients and supported the endeavors of small businesses across the socio-economic, racial, ethnic, and cultural spectrum.  She maintained a commitment to improving the legal profession, creating awareness around issues impacting the community, and working to ensure that every person had access to justice and was given the opportunity to be heard. To further those purposes, Judge Dorancy volunteered with, and served, various organizations including the Sam Cary Bar Association, Colorado Health Equity Commission, Five Points Business District, Colorado Women’s Bar Association, and Girl Scouts of America. 

Although Judge Dorancy represents the State of Colorado, her roots are in New York where she got her start. A native of Brooklyn, NY, she earned her Bachelor of Arts from Binghamton University in New York and her Juris Doctorate from the University of New Mexico School of Law. Judge Dorancy also holds a certificate in Petroleum Land Management from the University of Denver, Daniels College of Business and certificates in Corporate Sustainability and Innovation and Environmental Policy and International Development from Harvard Extension School."
promoting legislation against climate change	"President Biden's Build Back Better plan is our once-in-a-generation opportunity to fight climate change and secure middle class tax cuts, create clean energy jobs, and lower costs for working families.

Call Rep. Vela and tell him we must seize this moment: (202) 225-9901. "
pros of wind and solar energy	"Solar projects will bring investments for jobs and infrastructure to Mecklenburg County. Employers have already begun locating offices and jobs in areas with clean energy developments. Listen to these Virginians' solar stories, and press ""Learn More"" to show your support."
criticism for disfavoring US ONG production	"As we roll into #MemorialDay weekend, we've got a little contest to spice up your cookouts and lazy days. 🔥 Do you have an oil and gas koozie? We want to see it in action! Here's what you need to do: 

1. Take a photo of you using your oil and gas koozie and share it as a post. Bonus points if it's an Alliance koozie! 
2. Be sure to tag us — @petroallianceok — and use #ShowUsYourKoozie. 

That's it! Do that and you'll be entered to win a gift bag of Petroleum Alliance swag. Winners will be announced next week. 

Now, go enjoy your weekend and remember to #ShowUsYourKoozie! 📷. "
kudos for confronting ONG emissions	Pennsylvania has the opportunity to join a proven program to cut carbon pollution and improve air quality. But pro-polluter lawmakers are trying to derail climate action. Put #PeopleOverPolluters and tell your state senator to vote NO on #SB119.
access to water and promoting renewable energy	Your legislator, Representative Karren McCormick, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
discussing problems with school board	"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. "
promoting news and oped program	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Southwest Airlines' Freedom Flu Protest, digital currency, leaked White House audio and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Charlie Kirk, Eric Metaxas and Tennessee Senator Marsha Blackburn who will talk about Eric Metaxas’s new book, “Is Atheism Dead?”, China, our woke military, and more!

Breakaway host Jon Root sits down with professional baseball player Dennis Sarfate and watch RELOADED with Paige Roux as she covers how to properly conceal carry. 

We will wrap up the show with POPlitics with Alex Clark as she dives into Kourtney and Travis' engagement, bizarre Bieber beauty and more!"
BidenPolicies	US President Joe Biden's administration on Tuesday announced plans to open more than 80 million acres in the Gulf of Mexico for oil and gas exploration after a court ruled against the administration's pause in leasing.
SaveEnvironment	Through all of the hurdles over the past year, we have given Verizon our all, day in and day out. Still, the company hopes to push us back into unsafe working conditions, with little to no regard for the health and safety of us and our families. Now, more than ever, we need a collective voice on the job at Verizon Wireless. Send us a message to get involved! ✊✊🏻✊🏽✊🏿 #VZWWRising. 
AntiLiberalElectionCandidates	"New York Republican Chairman Nick Langworthy will continue his statewide “Just Say No” tour to Dutchess County to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY 

DutchessCounty GOP
Marc Molinaro
Senator Sue Serino
Ola For Comptroller
Will Truitt. "
RisingEnergyCost	"Take our poll: https://bit.ly/31N2eg2

The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan?"
ProRenewableEnergy	Transmission is the key to clean and affordable power! What are your thoughts? Read More>>>. 
PoliticalLeadershipTraining	"We need all Patriots to help us Restore Virginia.  

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, August 14, 2021 in Norfolk , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.
If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, August 14, 2021 in Norfolk , VA. We’ll even throw in lunch."
BioFuelTheft	"On July 6, one of our drivers reported #oiltheft at McGillicuddy's in New Paltz, NY, where this Buffalo Biodiesel vat had been broken into and robbed, shown here unsecured and partly dissembled by thieves. 

Buffalo Biodiesel recycles restaurants' used cooking oil to make renewable biofuel, but organized crime groups appear to be targeting it across the region. Please report any relevant information to the Town of New Paltz Police Department and help us stop these criminals. 
New Paltz Times  News 12 Hudson Valley  Hudson Valley Post  Spectrum News 1 Hudson Valley  WTEN  Daily Freeman  WAMC Northeast Public Radio  Poughkeepsie Journal  lohud  recordonline.com. "
ProUSOil	The natural gas and oil industry has made America energy secure and independent. President Biden wants to stop all that with tax increases on the natural gas and oil industry.
MinorityGroupWomenAdvocacy	"🇺🇸 The Louisiana Conservative Caucus Dominates Close of Session 💪

In only 3 weeks, the Louisiana Conservative Caucus was able to drastically change the trajectory of the legislative session by killing tax increases, championing tax reform, and incentivizing the end of the federal government’s supplemental unemployment benefits.

BATON ROUGE, June 10 – Despite only being formed during the final three weeks of the 2021 legislative session, the Louisiana Conservative Caucus dramatically altered the outcome to ensure conservative policies won the day. “From killing irresponsible tax increases to shaping income tax reform, our caucus members stuck together to protect one another and our constituents,” said Conservative Caucus Chair Jack McFarland as he praised caucus members.

In a surprise move, the Senate amended a permanent 0.45% general sales tax increase onto unrelated medical marijuana legislation in House Bill (HB) 514. The Conservative Caucus immediately voted to take action, oppose this reckless move, and recommend passing Representative Mark Wright’s HB 40 or McFarland’s HB 511 as substitutes. When the Senate realized that the unnecessary sales tax increase was dead-on-arrival in the House, they took the Conservative Caucus’ public recommendation. In order to get HB 511 passed before the constitutional end of session deadline, an agreement was reached to gut the original tax increase sponsored by Speaker Pro-Temp Magee and replace it with a slightly watered-down version of HB 511. This newly passed legislation, created and spearheaded by the Conservative Caucus, will dedicate hundreds of millions of dollars per year to fund infrastructure without raising a single tax. The money comes from the sales taxes collected from vehicles sales and is protected in the voter-created Construction Subfund, which cannot be used to fund DOTD’s bureaucracy. 

As session drew to a close, the Conservative Caucus members were able to strengthen multiple pieces of legislation that will reform the state’s income and franchise taxes. Franchise taxes are imposed on a business’ revenues, not profits. Most states have either an income tax or franchise tax but not both. Louisiana has both, and both were altered by the Conservative Caucus. By working with their Republican Delegation members, they were able to extend the exemption keeping small businesses from paying the franchise tax on their first $300,000 of income, compress and lower corporate income tax rates, lower individual income tax rates, and include triggers that will automatically lower income tax rates even further when state revenues increase.

In the final hour of session, the Conservative Caucus once again flexed their muscles for taxpayers and businesses. They were able to amend HB 183 to raise the state’s unemployment rate by $28; however, that change can only go into effect when Louisiana ceases participating in and does not reinstate its participation in the federal government’s supplemental unemployment benefits. Founding Conservative Caucus member Representative Larry Frieman (R – Abita Springs) led the negotiations for the caucus. In a statement that many taxpayers probably agree with, Frieman noted that it is an outrage that people are being paid more money to stay at home than go get one of the thousands of jobs available today. Considering everything, he added, “this last year set a dangerous precedent for our future in numerous ways.”

In addition to their significant legislative victories, the Conservative Caucus has caused a fundamental shift in the Louisiana Legislature. Their actions have resulted in increased communications, increased bargaining power for House Republicans, and more unification among House Republicans to support the Speaker and conservative policies going forward. 

The Conservative Caucus can be found on Facebook @LaConservativeCaucus and online at www.LaConservativeCaucus.com.

Representative Jack McFarland 
Ray Garofalo - Louisiana State Representative 
Beryl Amedee - State Representative 
Larry Frieman, Louisiana State Representative, District 74 
State Representative Rhonda Butler 
Debbie Villio State Representative 
Raymond Crews State Representative 
Polly Thomas State Representative 
Gabe Firment, District 22 State Representative 
Tony Bacala 
Daryl Deshotel State Representative 
Phillip DeVillier 
Michael Echols for Louisiana 
State Representative Rick Edmonds 
Julie Emerson 
Bryan Fontenot, Louisiana State Representative District #55 
Foy Gadberry - House District 15 
Jonathan Goudeau State Representative District 31 
Valarie Hodges - Louisiana State Representative - District 64 
John Illg District 78 ""Vote For Big"" 
State Representative Mike Johnson 
State Representative Danny McCormick 
Blake Miguez 
Nicholas Muscarello 
State Representative Richard Nelson 
Joseph Orgeron District 54 State Representative 
State Representative Thomas Pressly 
State Representative Troy Romero 
Rodney Schamerhorn, State Representative District 24 
Laurie Schlegel State Representative 
Alan Seabaugh for State Representative 
Mark Wright - State Representative. "
DonationsForProRiverPoliticians	Your legislator, Senator Cleave Simpson, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
SupportForBuildBackBetterAct	"Climate change has reached a crisis point, and Congressman Schrader has a chance right now to pass a plan that takes it on. This is our moment.

Text HISTORY to 434-266-8464 and ask they pass the Build Back Better Act."
WaterPollutionAndContamination	"Photojournalist Christian Monterrosa visited the shorelines of Huntington Beach, CA this past weekend to document the aftermath of a major oil pipeline leak off the coast of Orange County. 

Officials have estimated that between 24,700 and 131,000 gallons of oil spilled into the Pacific Ocean."
ProCleanEnergyPolitician	"How will the Transportation & Climate Initiative Program (SB 884) help Connecticut?
➡️Limit carbon
➡️Emitters pay for carbon emissions 
➡️$84M to fund clean transportation
➡️Create Connecticut jobs. "
TPUSALiveAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec covers the Chicago police force, soldiers killed by suicide, the Boston bomber's death penalty and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown and Morgan Zegers who will talk about #FreedomFlu, sit down with a pilot from the Freedom Flyers and more!

The Spillover host Alex Clark sits down with Josh Brahm, President of the Equal Rights Institute and breaks down the pro-abortion arguments while arming pro-lifers with the arsenal they need to effectively debate.

We will wrap up the show with POPlitics with Alex Clark as she dives into Candace Cameron Bure's experience on The View, Katie Couric being fake news, and more!"
AntiLiberalSpending	Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Elaine Luria at 757-364-7650 and tell them: new taxes on U.S. energy is a BAD idea!
EnergyInfrastructureProjects	"The Rhode Island Republican Party has filed a complaint against Gov. Dan McKee’s chief of staff, Tony Silva, claiming Silva violated the state’s ethics code when he failed to disclose his financial interest in a controversial wetlands property in Cumberland.

The state GOP is filing the complaint with the R.I. Ethics Commission, accusing the governor’s top aide of not disclosing his financial ties to the 45 Canning St. property between 2017 and 2020. The complaint comes one day after Target 12 first reported Silva directly intervened with the Cumberland mayor earlier this year in an effort to get the controversial wetlands property developed, long after he claimed he no longer had a financial interest in the lot.

“Although Mr. Silva admits he had a financial interest in the 45 Canning Street [lot] from 2017 through 2020, in financial disclosure reports for that time period, Mr. Silva never disclosed he had a financial interest in 45 Canning Street property,” Republican leaders wrote in a news release.

The group pointed to a state law that requires certain public officials to regularly disclose their financial activities, including “a listing of all real property in which a financial interest was held.”

Silva had been trying to develop the property since 2017 when he received an option to buy it if regulatory permits for development were obtained. The R.I. Department of Environmental Management initially rejected permit requests in 2019, but reversed that decision this year. Development of the wetlands property has been opposed by neighbors and the town for years.

Silva claims he transferred his financial interest in the property to his son, Ross Silva, in April 2020, saying has documentation to prove it, although he hasn’t yet provided it.

As the top aide to McKee since the start of 2015, Silva is required to annually disclose his financial interests in various properties and business ventures. A Target 12 review of Silva’s disclosure forms between 2017 and 2020 shows no mention of the property at 45 Canning St. (In 2019, he did list a financial interest in a property on the same road, at 114 Canning St.)

In addition to the ethics complaint, the GOP is calling on R.I. Attorney General Peter Neronha to investigate Silva’s decision to try and influence development of the property. New documents released under an Access to Public Records Act request show Silva asked to meet with with Cumberland officials regarding the development last September, months after he supposedly gave up any financial interest in the project.

This past March, the month Silva became chief of staff in the governor’s office, he asked Cumberland Mayor Jeff Mutter for an unscheduled meeting, and the mayor claims Silva asked him not to oppose the Canning Street development.

In a text to the mayor afterward, Silva indicated he had spoken to his wife and they were “going to allow my son Ross” to buy the lot.

“Therefore I won’t be connected to it at all at the time of sale,” Silva wrote. “Hopefully this will make it easier for you at Town Hall.”

Silva’s son bought the property in July, which he has since said he will donate to the town. The governor’s chief of staff nonetheless has denied he tried to influence the deal in any way.

“I want to emphasize that at no time did I intervene on my behalf or anyone else regarding the property,” Silva wrote Monday to Target 12. “NEVER EVER.”

Silva did not respond to multiple questions about whether he thought it was appropriate to be discussing the deal with local decisionmakers given his position of power with the state. The state’s GOP said the whole issue is reason enough for an outside review.

“We have no confidence that weak Governor McKee, who himself was previously fined by the Ethics Commission, would undertake a thorough investigation of his chief staff’s dubious activities,” the party wrote. “Therefore, we ask the Attorney General to investigate the Cumberland land deal orchestrated by Mr. Silva.”

Beyond the Republican Party, the Canning Street controversy has also drawn criticism from McKee’s political opponents within his own party. R.I. Secretary of State Nellie Gorbea, a Democrat who has announced she’s running against McKee in next year’s primary, took to Twitter to question McKee’s involvement.

“What did Governor McKee know about this and when did he know it?” she wrote. “It is unacceptable for local government to be pressured by those in power for private gain.”

Mutter said this week he reached out to McKee following a Target 12 report on the Canning Street controversy earlier this month, telling the governor about Silva’s meetings. Mutter claims the governor wasn’t aware of the ongoing discussions prior. McKee has not yet commented on the latest developments. 

https://www.wpri.com/target-12/ri-gop-files-ethics-complaint-against-mckee-chief-of-staff-calls-for-investigation/. "
