theme	tweets
ConservativePoliticsEvents	"When we assumed leadership of the Colquitt County Republican Party 45 days ago, we committed to keeping you much more informed, therefore here is what we have accomplished so far and what we have in process to do in the future.   Here is the A-Z of it!  
a. Our first ever logos have been designed and approved you see them her on this page.
b. Branding the party has begun including business cards for the officers, name badges and Officer Polo shirts 
c. Choose and approved our first slogan “Choose Liberty!”
d. Regular meetings of the Executive Committee and County Committee have been set, Quarterly Meetings of the General County Caucus has also been planned. 
e. Approved and transmitted 7 resolutions to our elected officials outlining where we stand and what we expect, the resolutions are posted on Facebook for your review. 
f. Our first ever Website is up www.colquitt.gop 
g. Our Facebook has been launched, admins assigned, ads approved to run, 40k + impressions and more than 1200 likes in 30 days. 
h. We have setup Anedot Credit Card Processor to receive donations online.
i. We have created and kicked off individual Memberships, for $25 you can join the party and receive a logo T-Shirt, bumper Sticker and be put on our priority email list for event notification, You can join be seeing any officer or online on Facebook or the Website www.colquitt.gop. 
j. Our first general Public Meeting together with speakers will soon be announced, dates & venue to be announced by June 22.
k. New PO Box 1690 obtained 
l. The CCGOP is now Incorporated as a non-profit political party to protect us from potential liability for a radical left.  
m. We have met with American for Prosperity and obtained their commitment of   resources for training volunteers and help providing speakers.
n. Attended the District Convention with 12 delegates, Dennis was elected to the State Committee of the GAGOP, 1st person from Colquitt County to sit on the State Committee in more than a decade.
o. Candidate Questionnaire created to vetted potential candidates seeking to run as Republican in Colquitt County.
p. Dennis conferenced with Kelly Loeffler Chairwoman of Greater Georgia and obtained commitment for resources for our grassroots efforts.
q. Resolutions delivered to all officials by Priority Mail and Email. 2 resolutions have already had an effect.
a. Lt. Gov Duncan is not running again.
b. 2nd Amendment Preservation Act will be supported by the Gov and carried by Sen Carden Summers and Rep Phil Singleton
r. Dennis Spoke on 3 occasions with the Governor and twice with the Attorney General in the last 30 days, 1. We asked that Critical Race Theory be banned in the State, The Gov concurs and has sent a letter to that effect to the State Board of Education and is banning it being taught to state employees. 2. We asked that Covid Passports be banned in Georgia, the Gov did so. 3.  We asked that everything possible be done to alleviate the gas shortage during the pipeline hack and the Gov did so.  4.  Chris Carr is handing the investigation of Brad Raffensperger over to the Inspector General of Georgia due to conflict of interest.  He concurred on items 1-3, 5. Gov Kemp was asked to end mask mandates by schools and universities he has done so. 
s. Dennis Appointed of Russ Smith and Wendell Brown as At-Large Members of the Committee as per the rules. 
t. We are gaining access to the GAGOP/RNC database of voters to better enable up to reach out to Colquitt County GOP Voters of all stripes and include them in our events.
u. We have assigned duties to the members of our committee to coordinate events, social media engagement, database and marketing management and precinct organization and member sales.
v. Additional social media sites will be built out soon, Instagram etc. 
w. a marketing and engagement plan has been formulated to engage nontraditional Republicans, Minorites such as Blacks, Asians, and Hispanics, we are all American and mostly share the same values we must help them see they are conservatives too.  Events are in the works to reach out to those voters to be announced soon.   
x. We will be appointing a precinct Capitan for each of Colquitt Counties 19 voting precincts, training will be provided in the future to get out the vote, register voters and select poll watchers for your precinct, see Russ Smith to volunteer.
y. We have scheduled a CCGOP Gala Dinner for mid-November to kick off election season 2022, a committee has been assigned to coordinate, the date and speakers will be announced by June 22.
z. The GAGOP state convention is next weekend, we are excited to send a delegation of more than a dozen delegates to the state convention to represent Colquitt County!

We are just starting we are going to show up and show out & make the CCGOP an example to other county GOP’s. Consider Joining, Volunteering and Being Part of Your Party!"
ConservativePoliticsEvents	"Worried about voter suppression in Texas, Georgia, and everywhere else? Us too.

Remember: if our votes didn't matter they wouldn't be trying so hard to suppress them.

Join us on July 28 at 12PM to discuss ways we can fight back against attacks on our right to vote.

https://repower.org/event/pps2/. "
TPUSAAd	Weekly video outreach with the Chairwoman. The views expressed are her own with a conservative lens,
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses President Biden's UN speech, protests breaking out in Australia, & the truth about Afghan refugees coming across the U.S border.

The TPUSA LIVE team talks about Vice President Harris’s address regarding pandemic preparedness, woke corporate culture in today's society, and Netflix’s new Britney Spears documentary coming out soon. 

Benny on the Block host Benny Johnson discusses our border crisis and then watch Real America with Graham Allen as he talks about vaccine mandates for our military, President Biden's foreign relations plans & more. 

Stick around for ""Debate Night"" where Charlie Kirk takes on Leftist, Rashad Richey from the Young Turks debating whether kids should be masked in schools. You don't want to miss that! 

We will wrap up the show with POPlitics with Alex Clark as she dives into Uma Thurman's deepest, darkest secret, Halloween costume ideas, & a Pop-Culture Rewind."
DomesticOilAndGasProduction	"""In America, no one is above the law.""
    -- Hillary Clinton

https://www.businessinsider.com/fec-rejects-complaint-favorable-media-coverage-hillary-clinton-campaign-2021- 

Not only did she peddle a conspiracy theory of ""Russian collision"" to attempt to overthrow a duly elected President Trump, but Hillary Clinton and Barack Obama ignored pleas for additional help from 4 Americans they left to die in #Benghazi (like Biden and Harris did to Americans in #Afghanistan).

Clinton has been closely tied to Middle East oil-producing nations and helped break open Mexico's corrupt oil industry to foreign investors.

Today, Mexico's corrupt government-owned oil company Pemex now has 100% ownership of a Houston-area refinery. 

A Mexican court recently stole the Zama #offshore oil discovery from Houston-based Talos Energy and awarded it to Pemex.

Saudi Arabia may have been directly involved in the 9/11 WTC attacks. 

The 2016 Clinton campaign and super PACs worked closely with many in the ""media"". 

And now our Federal Election Commission says Clinton's campaign did not break the law?

Banana republic ain't just a store in the mall.

#ogwausa #oilandgas #oilandgasworkers #drilling #offshoredrilling #fracking #pipelines #petroleumengineering #drillers #pipeliners #oilfieldservices #oilfield #politics #oilfieldtrucking #energypolicy  #media #hillaryclinton. "
DomesticOilAndGasProduction	"After postponing last year’s show – the first disruption since World War II – because of the COVID-19 pandemic, the Permian Basin International Oil Show will open its gates Oct. 19-21.

https://www.mrt.com/oilreport_specialedition/article/Oil-Show-organizers-ready-welcome-back-industry-16543654.php. "
ClimateChange	Facing depleted harvests, many tribal workers who’d previously fished oysters have turned to working on boats, often as welders, in service of the very industry despoiling their waters. Now, they worry that their efforts to restore their communities will be threatened by new oil and gas drilling just offshore of Terrebonne Parish, after leasing was just reopened in the area by the Biden administration.
ClimateChange	All spills, no matter where they occur, are bad. What makes oil spills offshore so damaging is the extreme challenge that is created when oil is in water. They do not mix. Read more: https://bit.ly/3G8FVRA. 
Pipeline	"BREAKING: The Mountain Valley Pipeline wants to CUT through Southwest Virginia’s pristine waterways for profit. They have a history of violations and have already paid millions in fines. 

The Water Control Board is voting on the Mountain Valley Pipeline’s permits soon. Tell them to say NO to pollution permits for Southwest Virginia!"
Pipeline	"Our work right now is about holding our leaders accountable. And the Biden administration is maintaining the Trump administration's position to allow dirty oil to flow through the Dakota Access Pipeline. 

Tell President Biden: DAPL needlessly endangers the Standing Rock Sioux Tribe, our waterways, climate, and future -- and it must be shut down immediately >> https://sc.org/3e4sPsi. "
BuildBackBetterAct	Rep. Sherrill, thanks for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. Now is our time to get it done.
BuildBackBetterAct	Thank you Congresswoman Elissa Slotkin for creating jobs and tackling climate change here in Michigan.
AntiGridDeregulation	Government Controlled Power means private assets would be seized through eminent domain - at a cost of $13.5 billion.
AntiGridDeregulation	"The Senate will debate and pass today SB 3, an overhaul of the PUC and ERCOT governance  that comes from the lessons learned from the miserable experience shared by most Texans in Winter Storm Uri. In this video, I commented on a previous bill in the same vein, SB 2154, by Senator Schwertner that I was a Co-Author of increasing the number of PUC Commissioners from 3 to 5. Especially in light of the last remaining PUC Chair's embarrassing public comments who has already resigned, a larger board with broader experiences would seem to be a must in restoring public confidence in this area.

In SB 3, by Senator Schwertner again, is my idea to have an yearly integrated load shedding test with all parties involved, PUC/ERCOT, Power Generators, and Transmission and Distribution (T&D) companies. I was shocked to find out that they had never run an operational simulation test for either Winter or Summer critical load shed scenarios, so they were totally unprepared for actually occurred when it happened in February. It meant the PUC/ERCOT were telling the public the Brown outs would last 30-45 minutes when you can find me on my Facebook page (https://bit.ly/3rsDgtn) saying they would be far longer by 8:16am that very cold Monday Morning.

As someone with plant ops and distributed controls system (DCS) experience it should have been a ""must have"" requirement for the Texas Electrical Grid, and will be once SB3 passes the House and is signed into law. What gets measured gets fixed I always say, and Texans can't afford the loss of time, money, and lives again!

Please support common sense solutions like this one be implemented, and support SB 2154 and SB 3 passage!"
LiberalTaxHikes	"The natural gas and oil industry will drive our economic recovery - now’s not the time to turn away from it and the thousands of Americans who depend on it. 

There’s never been a better time to join us today."
LiberalTaxHikes	Ask Senator Connick to stand up for oil and gas workers, not trial lawyers, and vote NO on SB 233!
NativeAmericanCulturalPreservation	A Conversation with the Four Living Standing Rock Sioux Tribe Chairmen. 
NativeAmericanCulturalPreservation	"""To me, ""activist"" is a term that's used to undermine something someone is saying. It puts you into a different category of having an outside approach, when in fact I think 'activism' is just about being active. Someone's rights are being violated, the Earth is not being represented, the voiceless are not being heard so some of us feel called into action, I hope more of us do."" -Tara Houska

Did you catch our recent Anpetu Wi Dialogue, Women of the Movement featuring Tara, Rep Ruth Buffalo, Tokata Iron Eyes and Fawn Wasin Zi? They discussed topics such as renewable energy, what 'activism' means to them, and their own work within their communities. It is an excellent discussion, we recommend you take a look! https://youtu.be/B5hI2Ws-5wE

#WaterIsLife #SAGESRST #StandingRock #Indigenous #SayYesToWind #LandBack #TheFutureIsIndigenous #IndigenousRights #ClimateJustice. "
OilTheft/ClimateLeader	"On August 14, our driver also reported #oiltheft at Billy's Pocono Diner in Tannersville, PA, where thieves had broken into and robbed this Buffalo Biodiesel vat, bending the screen to steal oil. We recycle used cooking oil to make sustainable biofuel, but interstate crime rings are targeting it illegally. Please report any information to the Pocono Township Police Dept and help us end this ongoing crime wave.  
WFMZ  lehighvalleylive.com  The Morning Call The Scranton Times-Tribune  Eyewitness News WBRE WYOU  The West End Reporter  Pocono Record  Times News Lehighton  The Valley Ledger  FOX56 WOLF TV  Times Leader. "
OilTheft/ClimateLeader	"Yesterday on August 19, one of our drivers reported #oiltheft at Chute Gates in Terryville, CT, where thieves had broken into this Buffalo Biodiesel vat, cutting off the lock to rob it. We recycle used fryer oil to make sustainable biofuel, but it’s being targeted by interstate organized crime rings. Please report any info to the Plymouth Police Department. 
The Register Citizen Republican American News 12 Connecticut NBC Connecticut WFSB - Channel 3 Eyewitness News Connecticut Public Hartford Courant Record Journal Hour Newsroom. "
NaturalGasIncentive/CleanEnergyPetition	"Residents of Chittenden County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

So don't wait, sign up for a free estimate today!"
NaturalGasIncentive/CleanEnergyPetition	"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

So don't wait, sign up for a free estimate today!"
CleanEnergyProjects	Protect affordable energy and consumer choice in New York! Sign the petition today.
CleanEnergyProjects	Protect affordable energy and consumer choice in New York. Sign the petition today!
ColoradoAirQuality/SupportingBlackWomen	"Congratulations Cleo Parker Robinson!! CBWPA's 43rd Annual Tribute to Black Women ""Legend"" Honoree! 

Join us Saturday, October 9th, as we celebrate Cleo and our 2021 honorees! Visit our website for event information: https://www.cbwpa.org/43rd-annual-tribute-to-black-women-luncheon/

CLEO PARKER ROBINSON is founder and artistic director of the nearly 51-year-old Denver-based artistic institution, CLEO PARKER ROBINSON DANCE (CPRD), leading a professional Ensemble, a second company (Cleo II), a Youth Ensemble, an Academy of Dance, an International Summer Dance Institute, a 240-seat theatre which bears her name, and numerous community outreach programs throughout Colorado, nationally, and internationally. She is the recipient of honors and awards from corporate, civic, community, and artistic entities world-wide, and is continually called upon by a myriad of organizations and performance venues to bring her Ensemble for performances, teaching residencies and motivational workshops. A master teacher/choreographer and cultural ambassador, she and her Ensemble have performed nationwide and internationally throughout Europe, the Caribbean, Asia, and the African continent, with their most recent international tours taking them to Bogota, Colombia in the Spring of 2019 and Mexico in Fall 2019.

Ms. Parker Robinson’s numerous awards and honors include the Colorado Governor’s Award for Excellence (1974), Denver Mayor’s Award (1979), induction into the Colorado Women's Hall of Fame (1989) and the Blacks in Colorado Hall of Fame (1994). Recognized in Who’s Who in America Colleges and Universities she holds an Honorary Doctorate from Denver University (1991), an Honorary Doctorate of Humane Letters from Colorado College (2003), and an Honorary Doctorate of Public Service from Regis University in Denver (2008). The University of Denver honored her with an Alumni Award in May of 2021, and in June of 2021, she is receiving a 2020 Honorary Degree, Doctor of Humane Letters, Honous Causa from CU Boulder.  
In 1991, Ms. Parker served on the task force for the creation of a permanent location for the Denver School of the Arts (DSA), Denver’s first performing arts magnet school, and was subsequently honored In September 2017 at their 7th Annual Fall Gala, in recognition of her long-term commitment to excellence in arts education. She is also co-founder of the National Bahamian Dance Company, based in Nassau.   
In 2011, Ms. Parker Robinson was voted an Honorary Lifetime Trustee of the Denver Center for the Performing Arts, in recognition of her longtime commitment and lasting impact on the Center.  In June 2017, she became the recipient of the highly prestigious DanceUSA Honor Award and in September 2017, the Randy Weeks Arts Leadership Award from the Denver School of the Arts. 

Ms. Robinson has served on NEA panels on Dance, Expansion Arts, Arts America, and Inter-Arts panels for the USIS. Ms. Robinson is a regular panelist for the National Foundation for Advancement in the Arts as well as other national task forces, boards and committees in the arts arena. In April 1999, she was appointed by then President William Jefferson Clinton, with Senate confirmation, to serve for four years on the National Council on the Arts, a 14-member panel advising the Chairman of the NEA on agency policy and programs, and reviews and making recommendations to the Chairman on grant applications. 

Since 2011 and 2012, Ms. Parker Robinson has returned to her greatest passion, the art of the choreographer, creating and presenting two new full-length works, “Dreamcatchers: The Untold Stories of the Americas” and the riveting world premiere of her “Romeo and Juliet”, which was first presented in collaboration with the Colorado Symphony Orchestra. Her work “On the Edge…  Reaching to Higher Ground” premiered in October of 2014 in answer to resurging racial and human rights infractions both nationally and internationally. In Spring 2017, audiences were thrilled with the re-staging of two of her works melding the worlds of classical and jazz composition with the power, passion and beauty of modern dance – “Romeo and Juliet” and “Porgy and Bess”. Fall 2017 saw the premiere of her “Copacetic: A Tribute to Jonathon “JP” Parker”, honoring her father. In the Spring of 2018, she premiered “Lark Ascending” in collaboration with the Boulder Philharmonic. Her “Rhapsody in Black”, created in collaboration with CPRD Associate Artistic Director, Winifred R. Harris, premiered at the Newman Center for the Performing Arts, University of Denver.  In January 2019, in collaboration with the Denver Brass, she choreographed an innovative interpretation of Bernstein’s “On the Town” and Spring 2019 saw the premiere of her collaboration with the Colorado Ballet, entitled “The MOVE/ment” as part of the Tour de Force performance series at the Ellie Caulkins Opera House, Denver Center for the Performing Arts. Her most recent choreographic project brought her to UMKC in Kansas City to set a work on the students of CPRDE alum Gary Abbot, entitled “Check Cashing Day” in tribute to the jazz genius of Bobby Watson and Milt Abel. She is currently working on a new work entitled “Standing On the Shoulders” commissioned by the Vail International Dance Festival for premiere in August 2021.  
   
Cleo Parker Robinson continues to be dedicated to celebrating the human experience and potential through the Arts and Education. Her life-long vision of “One Spirit, Many Voices” remains strong and steadfast, expanding to welcome, embrace, and sustain all people."
gun rights	"Democrats are pushing D.C. statehood to consolidate power and enact their radical liberal agenda. 

This legislation is unconstitutional and I will vote against it."
gun rights	The Biden/Wolf approach to the pandemic represents one failure after another. Their vaccine and school mask mandates are the latest examples. Click below, sign the petition, and say NO to these latest unconstitutional power grabs.
climate action	I joined Max Gagliardi's podcast to discuss how the eco-Left is going to use the COVID playbook to use climate change to take more and more control of our lives.
climate action	NEWS OF THE DAY: AK Oil Industry Hit Hardest With Job Loss. 
renewables	"Last winter, failed energy policies caused the TX snowstorm to turn deadly & left Texans in the cold. Some special interest groups want to bring the same deregulation proposals to VA.
 
Thankfully, Danny Marshall, is working hard to protect reliable access to affordable power."
inflation	What if the City’s natural gas ban had been in effect during the last cold snap? Stop the ban so we don’t have to find out.
anti-woke	"No matter where we come from or what our color, most of us believe that our elected leaders should reflect the very best of every kind of Auroran and govern for all of us, no exceptions.

But today, certain politicians and the greedy few have rigged the rules to silence our voices and hold onto power. They fuel divisions hoping we’ll blame new immigrants, Black people, or people struggling to make
ends meet for the damage their policies have caused us all. We can defeat their attempts to undo the will of the people.

By joining together and voting for Bryan Lindstrom for Aurora City Council in Ward 2 we make the way toward a democracy that works for all of us, no exceptions."
organized cooking oil theft	"Yesterday on August 19, one of our drivers reported #oiltheft at Chute Gates in Terryville, CT, where thieves had broken into this Buffalo Biodiesel vat, cutting off the lock to rob it. We recycle used fryer oil to make sustainable biofuel, but it’s being targeted by interstate organized crime rings. Please report any info to the Plymouth Police Department. 
The Register Citizen Republican American News 12 Connecticut NBC Connecticut WFSB - Channel 3 Eyewitness News Connecticut Public Hartford Courant Record Journal Hour Newsroom. "
indigenous activism	Weekly video outreach with the Chairwoman. The views expressed are her own with a conservative lens,
pro oil and natural gas	Sen. Kaine wants to strengthen America's economy with millions of good-paying clean energy jobs - to recover now and build for the future.
TPUSA	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the crisis going on at the Texas border.

At 5:30 PM ET / 2:30 PM PT the TPUSA LIVE team talks about the “Missing White Girl Syndrome”, the Immigration crisis, and all the wacky things we’ve found on social media this week. 

On The Frontlines host Isabel Brown sits down with Olivia Sandor about vaccination mandates at BYU Hawaii and watch SMASH with MAGA Hulk, Stephen Davis as he annihilates The Left’s crazy rhetoric. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the latest findings of the Gabby Petito case and more."
conservative school board	"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. "
