theme	tweets
RisingEnergyCost	The fuel mandate proposed last year failed because, if passed, would impose new, costly regulations on small businesses and reduce consumers' choice at the pump. Quote Source: https://bit.ly/3rP3nwD. 
ProRenewableEnergy	"Ordinance 5782 would make it harder (if not impossible) for local companies to access, maintain and expand their existing underground infrastructure. This means local gas stations and other area businesses may not be able to maintain their storage tanks and pipelines, which can impact growth plans and discourage future investment.

Tell city council to vote NO on Ordinance 5782: https://bit.ly/2QL5gfc. "
PoliticalLeadershipTraining	"We need all Patriots to help us Restore Virginia.

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, July 17th, 2021 in Lexington , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;
The Biggest Lie in Politics - and how the political class uses your convictions against you;
How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and
How to put pressure on legislators.
All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, July 17th, 2021 in Lexington , VA. We’ll even throw in lunch."
BioFuelTheft	"On July 25, one of our drivers reported #oiltheft at Bella Napoli Trattoria in Nazareth, PA, where this Buffalo Biodiesel vat had been broken into and robbed by thieves who left the damage shown here. We recycle used cooking oil to make renewable biofuel, but organized crime syndicates are targeting our vats across state lines. Please report any relevant information to the Nazareth Borough Police Department and help us stop rampant oil theft.
WFMZ  lehighvalleylive.com  The Morning Call  Pocono Record  Times News Lehighton  The Valley Ledger. "
ProUSOil	Oil and natural gas can help accelerate New Mexico’s economic recovery. Take our quiz to find out how!
MinorityGroupWomenAdvocacy	"The giving of buffalo hides and robes traditionally represented love, peace and respect; however, when buffalo were exterminated the art of star quilts began. Star quilts feature the morning star which is found in the direction from which spirits travel to earth and is a link between the living and the dead. We chose to include this design on our Iyoha.co merchandise, as a recognition and acknowledgement of our Anpetu Wi, 'Morning Light' wind farm project. 

Learn more: https://iyoha.co/. "
DonationsForProRiverPoliticians	Your legislator, Representative Alec Garnett, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
SupportForBuildBackBetterAct	Rep. Axne, thanks for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. Now is our time to get it done.
WaterPollutionAndContamination	"BREAKING: The Mountain Valley Pipeline wants to CUT through Southwest Virginia’s pristine waterways for profit. They have a history of violations and have already paid millions in fines. 

The Water Control Board is voting on the Mountain Valley Pipeline’s permits soon. Tell them to say NO to pollution permits for Southwest Virginia!"
ProCleanEnergyPolitician	NEW: The DOE commits $162M to funding SuperTruck 3, a huge step for getting to net zero carbon emissions with requirements that aim to boost equity.
TPUSALiveAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Sony firing their top PlayStation Exec over pedophilia, the FBI recovering hard drives from Epstein's safe, Don Lemon on the Jussie Smollett case, and more! 

The TPUSA LIVE team is joined by host, Jon Root, and special guests Morgan Zegers and Kangmin Lee who will talk about Remembering Pearl Harbor, a CCW Santa, normalizing Conservative values and more! 

RELOADED host Paige Roux takes you on an exclusive tour of Strategic Armory Corps on the season finale and watch Breakaway with Jon Root as he sits down with Charlie Kirk to talk about how sports brings us together and how we can make it great again!

We will wrap up the show with POPlitics with Alex Clark as she dives into Khloe Kardashian & Tristan Thompson drama, President Trump's hospital secret, a 'Hot Take Tuesday' and more!

#PearlHarbor. "
AntiLiberalSpending	Board Member Marah Altenberg for Lake County Board Member District 20 voted to hike gas taxes for Lake County residents. Keep her accountable and tell Marah Altenberg that Illinoisans can’t handle another tax hike!
EnergyInfrastructureProjects	"The Rhode Island Republican Party has filed a complaint against Gov. Dan McKee’s chief of staff, Tony Silva, claiming Silva violated the state’s ethics code when he failed to disclose his financial interest in a controversial wetlands property in Cumberland.

The state GOP is filing the complaint with the R.I. Ethics Commission, accusing the governor’s top aide of not disclosing his financial ties to the 45 Canning St. property between 2017 and 2020. The complaint comes one day after Target 12 first reported Silva directly intervened with the Cumberland mayor earlier this year in an effort to get the controversial wetlands property developed, long after he claimed he no longer had a financial interest in the lot.

“Although Mr. Silva admits he had a financial interest in the 45 Canning Street [lot] from 2017 through 2020, in financial disclosure reports for that time period, Mr. Silva never disclosed he had a financial interest in 45 Canning Street property,” Republican leaders wrote in a news release.

The group pointed to a state law that requires certain public officials to regularly disclose their financial activities, including “a listing of all real property in which a financial interest was held.”

Silva had been trying to develop the property since 2017 when he received an option to buy it if regulatory permits for development were obtained. The R.I. Department of Environmental Management initially rejected permit requests in 2019, but reversed that decision this year. Development of the wetlands property has been opposed by neighbors and the town for years.

Silva claims he transferred his financial interest in the property to his son, Ross Silva, in April 2020, saying has documentation to prove it, although he hasn’t yet provided it.

As the top aide to McKee since the start of 2015, Silva is required to annually disclose his financial interests in various properties and business ventures. A Target 12 review of Silva’s disclosure forms between 2017 and 2020 shows no mention of the property at 45 Canning St. (In 2019, he did list a financial interest in a property on the same road, at 114 Canning St.)

In addition to the ethics complaint, the GOP is calling on R.I. Attorney General Peter Neronha to investigate Silva’s decision to try and influence development of the property. New documents released under an Access to Public Records Act request show Silva asked to meet with with Cumberland officials regarding the development last September, months after he supposedly gave up any financial interest in the project.

This past March, the month Silva became chief of staff in the governor’s office, he asked Cumberland Mayor Jeff Mutter for an unscheduled meeting, and the mayor claims Silva asked him not to oppose the Canning Street development.

In a text to the mayor afterward, Silva indicated he had spoken to his wife and they were “going to allow my son Ross” to buy the lot.

“Therefore I won’t be connected to it at all at the time of sale,” Silva wrote. “Hopefully this will make it easier for you at Town Hall.”

Silva’s son bought the property in July, which he has since said he will donate to the town. The governor’s chief of staff nonetheless has denied he tried to influence the deal in any way.

“I want to emphasize that at no time did I intervene on my behalf or anyone else regarding the property,” Silva wrote Monday to Target 12. “NEVER EVER.”

Silva did not respond to multiple questions about whether he thought it was appropriate to be discussing the deal with local decisionmakers given his position of power with the state. The state’s GOP said the whole issue is reason enough for an outside review.

“We have no confidence that weak Governor McKee, who himself was previously fined by the Ethics Commission, would undertake a thorough investigation of his chief staff’s dubious activities,” the party wrote. “Therefore, we ask the Attorney General to investigate the Cumberland land deal orchestrated by Mr. Silva.”

Beyond the Republican Party, the Canning Street controversy has also drawn criticism from McKee’s political opponents within his own party. R.I. Secretary of State Nellie Gorbea, a Democrat who has announced she’s running against McKee in next year’s primary, took to Twitter to question McKee’s involvement.

“What did Governor McKee know about this and when did he know it?” she wrote. “It is unacceptable for local government to be pressured by those in power for private gain.”

Mutter said this week he reached out to McKee following a Target 12 report on the Canning Street controversy earlier this month, telling the governor about Silva’s meetings. Mutter claims the governor wasn’t aware of the ongoing discussions prior. McKee has not yet commented on the latest developments. 

https://www.wpri.com/target-12/ri-gop-files-ethics-complaint-against-mckee-chief-of-staff-calls-for-investigation/. "
