text	name
"It’s safe to say that September is a month dedicated to fighting climate change. And, while we believe challenges facing the planet should be addressed every day it’s spinning, we’re still here for it!

Since it's Climate Week, we thought we’d share a few fun facts about becoming an Inspire member (swipe ➡️). 

And stay tuned for tips throughout the week highlighting how you can help fight climate change and join us on our mission to accelerate a net-zero carbon future."	EnvironmentalConservation
The climate in Tennessee needs your voice. Like our page to support our state's largest source of carbon-free energy.	renewables
This is HUGE news – and an incredible step toward climate justice! ANWR must be protected from Big Polluters. Thank you, U.S. Department of the Interior!	EnvironmentalConservation
"Joe Biden promised he had a plan to “shut down the virus.” He lied and he failed. Now he wants to shut down businesses. 

Biden’s coercive tactics are un-American, unconstitutional, and won’t work to actually get people vaccinated. Biden and his administration conceded as much.The reason vaccination rates have stalled is because of Joe Biden.
*    He sowed doubt about the vaccine during the campaign – he never apologized.
*    He lied about who developed the vaccine as president.
*    He insulted Americans with questions about the vaccine.

Now, after he has been exposed as a failure and a liar, he has embraced coercive authoritarian tactics. Here are just a few of the lines from his draconian speech:

*    He came out against “freedom or personal choice.”
*    He threatened to get elected state leaders ""out of the way” if they don’t cooperate.
*    He hurried from questions, refusing to answer if his orders are constitutional.

You can be pro-vaccine but anti-coercion. This is America. We believe in freedom and personal choice, and we reject hypocritical wannabe tyrants drunk on power and desperately trying to distract from their own failures."	AntiGunBan
Behind the scenes, people like you are innovating to continuously improve our environmental performance.	renewables
More than one million moms are protecting their families from climate change, toxic chemicals, and air pollution. We need your help.	EnvironmentalConservation
Several scientists have gone on record saying that while climate change is real, the doomsday scenarios are not.	climate action
Investing in clean energy, energy efficiency, and zero-emission vehicles can protect public health, clean our air, and create good-paying jobs. Learn more about what Coloradans are doing to fight climate change and the important role for our Congressional leaders.	CleanEnergyGoals
The NY State Legislature is considering a new carbon tax on your gasoline, natural gas, propane, oil, and electricity that could cost you thousands of dollars. Find out more and make your voice heard at https://www.stopnycarbontax.com/.	inflation
Electric co-ops provide affordable, reliable power for rural communities. New energy policies should not put them at risk.	renewables
Reliable electricity, family-sustaining jobs, AND a strong clean energy economy – nuclear power provides it all.	renewables
The Illinois Petroleum Resources Board (IPRB) provides public outreach and educational materials to increase awareness about the importance of the Illinois oil production industry and oil and natural gas to everyday life. Check out our latest newsletter for a roundup of our efforts in 2021!	CleanEnergyGoals
Hey friends.👋 Support resilient and reliable coal energy with a personalized Friends of Coal license plate!	CleanEnergyGoals
"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Peter DeFazio enough is enough."	LiberalTaxHikes
Hey friends.👋 Support resilient and reliable coal energy with a personalized Friends of Coal license plate!	renewables
"We are seeking to expand our public electric vehicle charger network and implement lower EV charging rates as part of our ongoing effort to help Hawaii achieve our decarbonization goals. We are asking the Public Utilities Commission (PUC) to approve our proposed Public Electric Vehicle Charger Expansion Project.
 
The proposed project is the most significant EV charging initiative undertaken by us. It builds on our experience from providing public fast charging for more than seven years under a pilot program approved by the PUC. In that time, the EV market in Hawaii has grown markedly, creating a need for more charging stations to meet demand. And every major global vehicle manufacturer, including Ford, General Motors, Volkswagen and Jaguar, have announced plans to transition a large share of their products to electric over the next decade.

If approved by the PUC, we would look to install and operate approximately 150 single-port DC fast charging stations and 150 dual-port Level 2 charging stations at roughly 75 sites across our service territory from 2023 through 2030. About 60% of the sites would be on Oahu, 20% in Maui County and 20% on Hawaii Island.
 
“Providing drivers with expanded public charging options is critical to serving more electric vehicles on Hawaii’s roadways,” said Aki Marceau, our director of electrification of transportation. “Hawaiian Electric is committed to taking action on climate change by helping to decarbonize Hawaii’s economy, and electrifying ground transportation is a major part of that effort.” Read more: http://hwnelec.co/vUhS50GCMRJ."	renewables
Fossil fuels, and their derived petrochemicals, are at the core of American energy and enable many renewable technologies commonly discussed in “all-of-the-above” approaches to energy.	CleanEnergyGoals
"🚨🎉 Please join us in welcoming our newest staff member to the NPP team - Laila Martin Garcia, Director of Organizing

Laila’s leadership catalyzes the power of people to make positive changes in the battleground state of Pennsylvania. Previously, she was CASA Pennsylvania’s Regional Lead Organizer, where she led thousands of families to advocate for Puerto Rican equity, climate justice, and immigrant justice. In her four years in CASA PA, Laila has recruited hundreds of volunteers, registered thousands of voters, trained teams of the Latinx community to be lifelong progressive activists and expand CASA’s turf from one county in 2017 to five counties, with more than 2000 members in 2021. 

In the presidential election in 2020, Laila led the implementation of CASA Pennsylvania’s multilayered tactical approach, combining phone, text, field, relational, and digital tactics, to six key phases within the campaign: Voter Education, Voter Registration, Vote by Mail, GOTV and Voter Protection (mobilizing almost 500 “voter guardians” on election day in 5 different counties). It was this year-round organizing on issues that matter to people and grassroots electoral programs like this one that increased people of color turnout by thousands of votes in Central Pennsylvania. 

Laila Martin Garcia holds a Masters of Arts in International Relations, Security, and Development from the Autonomous University of Barcelona, focusing on non-violent movements in Southern Europe, the Middle East, and North Africa. Laila has served as program manager for human rights and anti-corruption work in Germany, Morocco, Syria, and Saudi Arabia.

Join us in welcoming Laila to the New Pennsylvania Project team by making a donation to the efforts today. We have work to do. Donate here: https://bit.ly/3rlyHCA. "	renewables
As advocates follow along with the global climate discussions taking place at United Nations #COP26, Dr. Rita Baranwal, Electric Power Research Institute (EPRI) VP of Nuclear and CNO, explains that collaboration between different groups and industries is critical to reaching decarbonization goals. https://bit.ly/391c2D3. 	CleanEnergyGoals
States like Georgia are already feeling the impacts of climate change. That’s why we need to take bold action to solve this crisis and invest in our future. https://bit.ly/3gAybwn. 	climate action
"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Spanberger, for putting Virginia working families first by voting to create clean energy jobs right here and take on climate change right now."	BuildBackBetterAct
"America watched as millions went without power in Texas this year. It was a man-made disaster that cost lives.
 
We need Virginians like you to stand up and demand that lawmakers PREVENT this tragedy from coming to Virginia."	renewables
We’re one step closer to tackling the climate crisis, now we’re counting on Representative Case to keep his promise and vote YES on the Build Back Better Act next week. Tell Rep. Case it’s time to finish the job - our climate can’t wait.	pro oil and natural gas
California's poor energy policy decisions are about to wreak havoc on other states in the West. A new ruling allows California to hijack power Arizona was already contracted to receive 😖. 	CleanEnergyGoals
Senator Bennet just voted to raise taxes which will empower China. Call him and tell him NO.	inflation
"Repost @nrdc_org▫️Burning gas to power our homes and buildings is a major contributor to the climate crisis and is making us sick. According to a new study from Harvard University, natural gas emissions—including those from buildings—were responsible for more premature deaths in 2017 than emissions from coal in 19 states. 

Cutting annual emissions of methane gas (aka natural gas) by 45% could potentially prevent about 250,000 deaths a year worldwide from pollution-triggered health problems. 

Since buildings are responsible for *one third* of the methane burned each year, we must focus on eliminating the use of fossil fuels for heating, cooking, and power and replace gas appliances with cleaner alternatives that use electricity. 

This is possible today and states across the country are taking steps to advance an equitable transition to fossil-fuel free buildings. 
⚡️Follow the link in bio to learn more! 

#GoElectric #GasFreeBuildings #HealthyHomes #HealthyBuildings #ClimateAction. "	renewables
Talking about climate change is HARD. This toolkit can help you have the much-needed conversations with your kids and teens.	EnvironmentalConservation
Solar is the future, and the future is now. #GoSolar ☀. 	renewables
Thank Senator Warnock for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!	renewables
"Stafford is unleashing a political storm of TRUTH, FACTS, and EVIDENCE, using their own words, exposing corruption and criminal behavior within Bellbrook-Sugarcreek’s rich, power, and politically connected who control our community.

Stay tuned to this page!"	BellbrookSugarcreekConservativeElections
"We’re kicking off #CleanEnergyWeek with a reminder of our commitment to be #netzero by 2045!

This goal drives all of the amazing progress happening at SoCalGas.

With an innovative and inclusive mindset towards the energy of the future, incredible things are possible. 

Let’s do this, together! #NetZero2045. "	CleanEnergyGoals
Williams and Ørsted U.S. are exploring the combination of large-scale renewable development paired with natural gas infrastructure to deliver low carbon energy solutions. Read more at wmb.link/kgm. 	CleanEnergyGoals
Did you know oil and natural gas supports thousands of jobs in Wyoming? Learn more here.	CleanEnergyGoals
Thank Senator Durbin for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!	EnvironmentalConservation
Louisiana’s ocean energy workforce helped build America’s 1st offshore wind farm. Offshore wind means jobs for Gulf Coast workers.	renewables
"Our goal at SAGE is to inspire all to live according to natural law, benefitting seven generations to come. But what does it mean to live according to natural law? It means to respect and observe the physical existence and spiritual existence of all aspects of the world as we do our own. The respect of individual, family, community and nations of beings and natural forces that we exist with and not dominate. 

#IndigenousVoices #RenewableEnergy #StandingRock #SAGESRST #CommunityDevelopment #AnpetuWi #SRST #FourWinds #IndigenousPeople. "	CleanEnergyGoals
"A new regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

This new regulation states that energy returned to the grid “...shall not exceed 15% of the total circuit peak load…” The result is that once at least 15% of the energy in one area is generated by solar, you may be required to pay for expensive grid upgrades in order to go solar! (AZ Administrative Code R14-2-2615, page 205. APS Interconnection Requirements for Distributed Generation section 16.9)

Unfortunately, information has not yet been released to the public regarding how close 85383 is to reaching its limit, and it could be reached at any time. 

So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"	CleanEnergyGoals
ENERGY ACTION ALERT: A ban on natural gas could limit consumer choice and potentially increase energy costs across the state.	inflation
"Climate change has reached a crisis point, and Congressman Schrader has a chance right now to pass a plan that takes it on. This is our moment.

Text HISTORY to 434-266-8464 and ask they pass the Build Back Better Act."	BuildBackBetterAct
"🚨 47,000 JOBS AT RISK 🚨 D.C. Socialists are attacking the oil & gas industry while advancing their socialist wish list, and Vicente Gonzalez is letting it happen! 

Tell Vicente Gonzalez to protect Texas oil & gas jobs: 956-682-5545. "	inflation
Rep. Davids, thank you for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. This is our moment to get it done and pass the Build Back Better Act.	BuildBackBetterAct
"Hold Big Oil Accountable: Offshore drilling destroys our environment and threatens clean beaches, thriving coastal economies, and healthy fisheries.

Oil belongs in the ground, not in our oceans and communities. Donate and help stop disastrous offshore oil drilling.👇. "	ClimateChange
Achieving meaningful emissions reductions to meet the climate challenge requires smart policies, continuous innovation, and collaborative industry initiatives - all things the oil and natural gas industry is already doing.	renewables
Cutting pollution is critical if we want to #ActOnClimate. @POTUS is aggressively tackling this goal and plans to take President Obama’s initiatives to the next level. #ClimateFriday. 	renewables
Memphis City Council is proposing a new ordinance that would effectively prevent Memphis gas stations, airports, and local  businesses from operating and maintaining underground infrastructure, hurting the economy and costing Memphis jobs. Tell the city council to vote NO on this Ordinance 5782. https://bit.ly/2QL5gfc. 	inflation
On November 2nd residents of Portsmouth will be able to vote yes for clean energy choice. Voting yes means our community has the power to make decisions that align with our belief and that can potentially reduce cost. Sign below to show your support! #powerportsmouth https://actionnetwork.org/petitions/i-support-clean-energy-choice/. 	CleanEnergyGoals
"Texas Comptroller Glenn Hegar recently announced $2.9 billion has been split evenly and deposited into the State Highway Fund and the Economic Stabilization Fund, more commonly known as the Rainy Day Fund. The transfer amounts are based on an uptick in crude oil and natural gas production. Both of these funds are key components of Texas’ long-term economic success and this is welcome news as we strive to build a strong foundation needed for our state’s future growth.

Photo credit:  Roy Luck 2009. "	renewables
"Rooftop solar owners need a voice - from our local city councils, to the state capitol, to the public utilities commission - to make sure they are getting their fair shot. We are that voice. 

For 4 years, we’ve successfully promoted policies that support renewable energy owners in the Pueblo area and a more sustainable future for Colorado. 

Join us today and help continue the momentum!"	CleanEnergyGoals
A third of residents of the Navajo Nation lack access to clean, running water. Click here to learn more. #ProtectWater #NMpol. 	CleanEnergyGoals
Did you know that getting renewable energy could be as simple as a phone call?  Learn what you can do to protect your kids' future.	renewables
Cutting down trees and burning them to produce electricity creates more climate-busting carbon pollution than coal, gas, or oil. Now Congress wants to label this a climate solution. It’s not. It’s an industry bailout. Please tell Senator Ossoff to work with the Biden administration to ensure our forests aren’t used as fuel for electricity.	renewables
It’s the cold, hard truth. We need access to low-cost natural energy to keep our homes warm and families safe this winter.	renewables
"""We can't wait any longer to deal with [the] climate crisis. We see with our own eyes, and it's time to act."" A mic-drop moment from President Biden. 

We need to #ACTNow to #BuildBackBetter. #ClimateFriday

https://www.axios.com/biden-climate-change-crisis-action-a87dd6c1-7c50-4abe-9198-a629de56df1b.html. "	EnvironmentalConservation
Our mission is to build a commercial wind farm to source clean energy for our people at Standing Rock for generations into the future — and we need your support!	CleanEnergyGoals
"Your dollars in climate action:
-$10 billion per year in avoided climate-related costs
-The first-ever protections to curb methane pollution from oil and gas. 
-The first-ever federal safeguards against coal ash pollution

These are just some of the ways Earthjustice and supporters like you have already made progress in the fight against climate change. But we need much more. Together we can stand up to polluters to clear the way for clean energy; we can develop solutions that support public health, justice, and human rights; we can solve this climate crisis. 

Find out how you can continue to help with our Zero to 100 climate initiative:. "	EnvironmentalConservation
Electric co-ops provide affordable, reliable power. You can help protect it.	CleanEnergyGoals
Five ways trees help to fight climate change.	climate action
Will you sign our pledge to end world hunger and its root causes? If we’re going to take on food insecurity, we need to address crop devastation, broken water systems, political conflict, and more. Show your support for addressing ALL the causes of world hunger: Add your name now.	EnvironmentalConservation
Human-caused climate change likely a factor in Southwest's heat wave, scientists say. 	EnvironmentalConservation
Join other Maximus workers who are fighting for higher wages, affordable healthcare, and more paid leave.	inflation
President Biden is in Traverse City today for the National Cherry Festival. We know crops grown in the Great Lakes state like cherries are threatened by climate change. Let’s fix that by investing in clean energy through the American Jobs Plan.	CleanEnergyGoals
The costs of climate change are enormous, and taxpayers foot the bill. Find out more at taxpayer.net/climate. 	EnvironmentalConservation
"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Case, for putting Hawaii's working families first by voting to create clean energy jobs right here and take on climate change right now."	pro oil and natural gas
"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Cartwright, for putting Pennsylvania's working families first by voting to create clean energy jobs right here and take on climate change right now."	BuildBackBetterAct
"𝐀𝐂𝐓𝐈𝐎𝐍 𝐑𝐄𝐐𝐔𝐄𝐒𝐓𝐄𝐃: 𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐬𝐢𝐠𝐧 𝐨𝐮𝐫 𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 𝐭𝐨 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐰𝐡𝐚𝐥𝐞𝐬?
 
Plastic debris kills more than 100,000 marine mammals like whales each year — and 99% of plastic production is powered by the fossil fuel industry. We’re calling for immediate action to demand the plastic and fossil fuel industries stop putting profits before the health of our oceans and the wildlife and communities that rely on them, but we still need 2,160 more people to sign our petition before midnight. Please add your name >>. "	ClimateChange
"Did you know that waste can become energy? 

Watch this video to learn the basics of renewable gas (RG) and how these energy sources will help to create a cleaner, more sustainable future in California, and around the world. 

https://bit.ly/3BlUXAl. "	CleanEnergyGoals
"""If we lose freedom of speech in America, then there is nothing left to fight for. Once we lose that, they're going to take everything away from us.""

When Chavez took power, Maria Bello’s family went from the middle class to standing in long food lines. Maria had never experienced freedom until she escaped socialism in Venezuela and came to the United States. Now she fights for freedom here by boldly speaking the truth about socialism—and how it destroys lives. Watch her extraordinary story of her fight for freedom."	gun rights
"🚨 10,000 Actions Needed 🚨

Climate-denier, coal lobbyist, and former Trump EPA director Andrew Wheeler is Governor-elect Youngkin’s extreme pick to lead Virginia’s environmental agencies. 

Wheeler has a track-record of putting polluters over people, ignoring scientists, and even dismantling regulations to protect Americans from toxic mercury pollution."	climate action
"Take the poll:  https://bit.ly/31N2eg2
A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?"	AntiGridDeregulation
"Illinois oil producers are the opposite of ""Big Oil."" We have more than 1,500 independent operators, none of which are major, publicly traded companies. Who is ""Big Oil""? Contrary to the prevailing narrative, ""Big Oil"" is actually the state-owned foreign oil companies that produce 73% of the world's oil and control 90% of its proven reserves. Every barrel of oil we produce here in the United States reducing our reliance on these true ""Big Oil"" companies. Find out more at IPRB.org."	inflation
"Congress must invest in bold climate solutions, grow clean energy jobs, and make sure communities are not left behind in this transition.

Senators Michael Bennet and John Hickenlooper have been leaders on climate action.

𝐈𝐭’𝐬 𝐜𝐫𝐢𝐭𝐢𝐜𝐚𝐥 𝐭𝐡𝐚𝐭 𝐭𝐡𝐞𝐲 𝐡𝐞𝐚𝐫 𝐟𝐫𝐨𝐦 𝐲𝐨𝐮 𝐭𝐨𝐝𝐚𝐲 >>. "	EnvironmentalConservation
"Powerful fossil fuel interests are lobbying aggressively and spending heavily to deny science and put profit ahead of our planet and people. 

But we have so much momentum and opportunity for bold climate action, and we're not going to waste it. This Earth Day, we are rallying millions of supporters around the country to fight for a livable planet for all -- and we're kicking things off with our FREE stickers. Get yours today: http://sc.org/3rNrwll. "	climate action
Triple your impact to fight the climate crisis and help protect our planet. Until August 31st, all donations will be matched $2-for-$1. Please give today.	climate action
Shorter winters and higher temperatures are making some activities more risky.	CleanEnergyGoals
"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses how the Rittenhouse trial is about the 2nd Amendment, CNN goes full White House shade war, illegal migrants, Pfizer CEO and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Morgan Zegers, Alex Weber, Louis Uridel & Kendall Jones who will talk about Florida thriving, VP Harris' standing, Kyle Rittenhouse trial closing and more!

Freedom Papers host Morgan Zegers covers Federalist Paper #6 and dives into preventing hostilities between states on American soil.

We will wrap up the show with POPlitics with Alex Clark as she talks about Taylor Swift's new album, Scottsdale Schoolboard's parent dossier, Christmas cookie prices, and more!

#Rittenhouse. "	TPUSAAd
You may have never heard of it, but the Clean Energy Performance Program is one of the most important components of climate legislation in Congress right now. It's what will help us get off dirty fossil fuels and to a 100% clean energy economy. But it's in jeopardy, thanks to Big Polluters and special interests. Congress needs to hear from you: sign our petition to support clean energy now!	CleanEnergyGoals
The oil and gas industry supports millions of jobs across the nation. But unnecessary regulations can stand in the way. Sign the petition and support local jobs!	inflation
Gas-powered cars are not only cleaner than ever, but also are more affordable. But Governor Wolf is ready to introduce restrictions that will be hard on Pennsylvanian’s pocketbooks. Protect Consumer Choice and send a letter now!	CleanEnergyGoals
Rep. McBath wants to strengthen America's economy with millions of good-paying clean energy jobs - to recover now and build for the future.	pro oil and natural gas
"Beware, the woke, progressive socialists, “tricksters,” are knocking at your door. 

Don't open it, it's a trick!
Like in every scary movie, the ""Monster"" can only enter your home if invited inside.

As if Holloween was not scary enough, now we have the “preverbal wolves in sheep clothing,” coming soon to your neighborhood. 

Three school board candidates and one Candidate for Sugarcreek trustee, who want to tax raise your taxes, tax your homes, indoctrinate your children, and change the core values, the majority of our citizens hold sacred, “God, family, and Country.""

This woke band of socialists will try and influence our community and indoctrinate our children, into their progressive worldview through the power of the office they are seeking.

Power, our community should never give them.

The battle for the values which has made Bellbrook-Sugarcreek great starts at the ballot box this November.

Cast your vote for the Candidates who embrace the core values you hold dear.

Voters beware, the progressive wolves are at your door, wearing the false smile of deceit and trickery. 

Do not open your door. Keep your family safe and their Woke values out.

Election Watch 21. "	BellbrookSugarcreekConservativeElections
"A lightbulb moment 💡

That’s what you experience when you learn about the myriad benefits of nuclear energy. Learn more about the many ways nuclear energy can help address the climate crisis while supporting local communities: https://bit.ly/3mb4LZb. "	CleanEnergyGoals
Rep. Horsford, thanks for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. Now is our time to get it done.	pro oil and natural gas
Senator Portantino: Support hydrogen fuel infrastructure so we all have a choice for our zero-emissions future.	CleanEnergyGoals
The warming climate is leading to wetter weather and stronger storms, leading to mounting costs for North Carolina families and businesses. North Carolina communities can’t afford to delay climate action. https://bit.ly/3l3bXok. 	climate action
"This morning was one of my proudest moments in Congress, because I had the privilege of voting the Build Back Better Act through the House. 

The Build Back Better Act means:

- Universal preschool for all 3 and 4-year-olds;

- Historic investments in homecare workers;

- Affordable, high-quality health care for seniors and people living with disabilities;

- Permanently expanding the Child Tax Credit to cut childhood poverty in HALF;

- Historic investments in clean energy, climate resilience, and a Civilian Climate Corps;

- Affordable Care for millions of hard working Americans -- insuring 3 million people;

- A $150 billion investment in housing affordability and reducing price pressures;

- Quadrupling our investment in reconnecting communities like Nicetown and Chinatown and others split by interstate highways;

And much, much more.

Reading down this list of policies, I'm thinking of the parent who was struggling to juggle childcare and work. I'm thinking of the senior living alone who couldn't afford the care they need. I'm thinking of the person clocking in at three jobs who still couldn't make rent. I'm thinking of America's future and the impact of climate change.

Without a doubt, passing this legislation through the House has gotten us closer to securing a brighter future for America — a future built on hope, opportunity, and shared prosperity for all Philadelphians and all Americans."	EnvironmentalConservation
The most famous political scandal in American history is, of course, Watergate. So what exactly was Watergate? Radio host and columnist Hugh Hewitt has the real story.	climate action
"𝗣𝗟𝗘𝗔𝗦𝗘 𝗥𝗘𝗔𝗗: 𝗪𝗘 𝗛𝗔𝗩𝗘 𝗧𝗢 𝗔𝗖𝗧 𝗡𝗢𝗪 🌎 🚨
Time’s running out in the fight for safe food, clean water and a livable climate. We don’t take a dime from corporations, which means we can take independent stands against ANYONE who threatens our health or environment — but we can’t do it without your URGENT support now. 𝙍𝙪𝙨𝙝 𝙖 𝙙𝙤𝙣𝙖𝙩𝙞𝙤𝙣 𝙩𝙤 𝙥𝙧𝙤𝙩𝙚𝙘𝙩 𝙥𝙚𝙤𝙥𝙡𝙚’𝙨 𝙝𝙚𝙖𝙡𝙩𝙝 𝙖𝙣𝙙 𝙘𝙤𝙢𝙢𝙪𝙣𝙞𝙩𝙞𝙚𝙨 𝙗𝙚𝙛𝙤𝙧𝙚 𝙢𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙖𝙣𝙙 𝙝𝙖𝙫𝙚 𝙮𝙤𝙪𝙧 𝙜𝙞𝙛𝙩 𝙈𝘼𝙏𝘾𝙃𝙀𝘿 5𝙓!"	climate action
The most effective approach to climate change? Invest in a broad range of climate-forward, multiple solutions that will lead us to decarbonizing the energy system.	renewables
