theme	tweets
IndigenousAndBlackAdvocacy	"Joining us for the Women of the Movement Anpetu Wi Dialogue this month is Tara Houska (Couchiching First Nation). She is an attorney, an environmental and Indigenous rights advocate, as well as the founder of @giniwcollective and the former advisor on Native American Affairs to Senator Bernie Sanders. Take a moment before our discussion to get to know Tara @zhaabowekwe, we are honored to have her join us for our live discussion on May 20th - click the link in our bio to RSVP!

Photo by @yakamoz_ayse

#listentolearn #nativeamericans #NODAPL #indigenoushistory #nativeamericanroots #indigenousunited #indigenouspeople #SAGE #SRST #SAGESRST #SayYestoWind #StopLine3 #ShutDownDAPL. "
IndigenousAndBlackAdvocacy	"We are proud to share more about Tokata (Future) Iron Eyes (Standing Rock Sioux Tribe) who will be joining Ruth Buffalo, Fawn Wasin Zi and Tara Houska for our May 20th Anpetu Wi Dialogue. Tokata was 12 years old in 2016 when she spoke in a video, calling for help in the Standing Rock Sioux Nation's battle against the Dakota Access oil pipeline, drawing people around the world to the story. Since then Tokata has shone with her advocacy of climate justice and raised awareness of Indigenous leadership as protectors of the environment. Learn more about Tokata:

https://youtu.be/eZ-W87E-2n4

RSVP for this event TODAY! https://fb.me/e/RXMLppau. "
PassBidenAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Bourdeaux, for putting Georgia's working families first by voting to create clean energy jobs right here and take on climate change right now."
AntiOilPolitician	"It’s not always easy to do the right thing, but State Representative Dianne Herrin led the fight against the fossil fuel industry and voted to support clean energy and clean air in Pennsylvania. Help thank Rep. Dianne Herrin by adding your name here.

The Regional Greenhouse Gas Initiative (RGGI) is Pennsylvania’s best shot to cut power plant pollution and grow a clean energy future.

Rep. Dianne Herrin put Pennsylvania first. She stood up to the dirty fossil fuel industry and voted to support Pennsylvania's entry into RGGI. Rep. Dianne Herrin chose to defend our state’s future and invest in Pennsylvania families. Add your name here to say thank you to Rep. Dianne Herrin and urge them to hold the line!"
AntiPropertyTax	"“Kevin Price’s personal quasi board of education Facebook attack page”

This is a long post, but well worth the time to read the TRUTH, FACTS, and EVIDENCE Kevin Price seems unwilling or unable to understand.

Hold on tight, Kevin Price as I know your reading this, you’ll need to buckle up, it’s going to be a bumpy ride for your understanding of the truth.

A school board member that can’t even do basic math. I’m not going to waste your time with finger-pointing or name-calling. 

You can get that from the YES PAC and Kevin Price’s personal quasi-board of education attack Facebook page.

I am going to tell you things, the VOTE YES Pac, will not dispute. FACTS and TRUTH of the VOTE NO Movement has uncovered.

They will resort to misrepresentation of our posts and misinformation in order to manipulate the FACTS. 

The school board and the PAC will avoid the FACTS in order to further their attack against the TRUTH, and anyone not supportive of their misrepresentation.

With that being said, I found the financial problem within our school district. And the MATH DOES NOT LIE!

We have a school board member in charge of a $31,000,000.00 million budget that can’t even do basic math! 

Kevin Price has such a hate for those with an opposing viewpoint, that on one post from April 23rd, he would go to great lengths on his personal quasi board of education Facebook attack page, to mislead and to intentionally misquote, our VOTE NO movement.

Not just on 1 topic, but on 4 separate topics.

So we are going to explain this so even our insufferable know-it-all Kevin Price can understand it!

We are here to set the record straight! 

From this ill-mannered, thin-skinned, public official that is an embarrassment to the entire school district that manipulates our posts to further his false narrative approved by this school board.

This levy probably would have less resistance had it not been for Kevin Price and his hate for those of us that want nothing but our voices heard and the TRUTH about our tax dollars being spent!

1) With his first attempt to push his false narrative, in Kevin Price’s April 23rd post he tries to deflect from the fact the school the district is drowning in promises by the Board of Education to school employees on increased salaries, increased pensions, increased pickups, increased health insurance and increased other benefits that they can’t deliver upon unless the taxpayers decide to relinquish their hard-earned funds to bail out their mismanagement.

He doesn’t even realize how to read a dollar figure with the cents included. Could that be because he lacks sense himself?

Poor silly Kevin Price added 6 zeros to our math to push his false narrative and deflects from his poor mismanagement of our tax dollars.

Let me explain it so even our educational elitist Kevin Price can understand the facts.

In his post, Price would have the taxpayers believe our mailer that was mailed on April 23rd incorrectly stated the enormous about of mismanagement conducted by the school district.

We wrote out the total dollar amount this massive 4.9 mill levy would cost the school district taxpayers over 7 years. That figure is $3,220,000.00 million a year X 7 years = $22,540,000.00 million dollars.

BTW, that equates to $8,821.92 every DAY the BSLSD taxpayers will have to pay for these 7 years. 

That’s right, $8,821.92 a DAY! Or $367.58 an hour every hour of the next 7 years!

We stated, and stand by our quote in the flyer that this levy will generate $22,540,000.00 million, (note the word million is even put after the dollar amount so Mr. know-it-all Kevin Price, could even understand). 

He tries to convince the readers that our quote is wrong as he somehow added 6 more zeros as he states that our flyer says this massive 4.9 mill levy would cost the school district taxpayers over 7 years $22,540,000,000.000.00 Trillion. 

Poor Kevin Price added 6 zeros to manipulate our numbers to push his false narrative.

Even though when it comes to our property taxes, we believe $22.54 Million dollars feels like Kevin Price’s manipulated $22.54 Trillion dollars, we do not push a false narrative on this page. 

We only deal in TRUTH, FACTS, and EVIDENCE. Not the propaganda narrative that comes from the YES PAC.

If a board of education member cannot understand the difference 6 zeros would make on a financial report, the obvious conclusion is drawn. 

The reason we’re in a financial crisis is that those entrusted with our tax dollars don’t care about the consequences of their actions in mathematical errors would generate.

2) With his second attempt to push his false narrative, in Kevin Price’s April 23rd post he tries to deflect from the fact the school district is drowning in promises by the Board of Education to school employees on increased salaries, increased pensions, increased pickups, increased health insurance and increased other benefits that they can’t deliver upon unless the taxpayers decide to relinquish their hard-earned funds to bail out their mismanagement.

He doesn’t even realize how to read a 5-year forecast. Our readers on this page know how to read a 5-year forecast as we all went through it pretty extensively earlier in the year.

Angry Kevin Price added 1 year to our math to push his false narrative and deflects from his poor mismanagement of our tax dollars.

Let me explain it so even an English major, like Kevin Price, can understand our Math.

In his post, he would have the reader believe our post incorrectly stated the enormous about of mismanagement conducted by the school district.

A 5-year forecast has ACTUAL budgets and FORECASTED budgets. 

We used the ACTUAL budget ENDING in Fiscal Year 2015 from June 30, 2015, and the FORECASTED budget BEGINNING in Fiscal Year 2021 from November 16, 2020 (6 years). 

Or if you want to look at it another way, the actual ending of FY 2015 and the forecasted beginning of FY 2021, is still 6 years. 

(note on a 5-year forecast the submitted date the school district turns the forecast over to the state is clearly marked on the 2021 FY forecast as of 11/16/2020, so even Kevin Price could even understand).

FIRST, we took the total dollar amount Cozad stated the school district has implemented in annual cuts in the budget of $4,981,000 and added it to the difference between the 2021 FORECASTED budget and 2015 ACTUAL budget.

Which looks like this: $29,307,000 (2021 FORECASTED budget) minus (-) $24,419,259 (2015 ACTUAL budget) equals (=) $4,887,741.

$4,887,741 is the increase in Total Annual Revenue (property taxes), from the ACTUAL budget ending of FY 2015 to the forecasted budget beginning of FY 2021.

SECOND, we added what Cozad stated the school district has implemented in annual cuts in the budget to the increase in Total Annual Revenue from the ACTUAL budget in 2015 to the forecasted beginning of FY 2021.

$4,981,000 (cuts in the budget) plus (+) $4,887,741 (Total Increase in Annual Revenue) equals (=) $9,868,741. That’s right! In 6-years the expenses have ballooned almost $10 MILLION DOLLARS!

We added the cuts back in to show what the actual budget is before the cuts are implemented.

Kevin Price tries to convince the Voters that our math is over 7 years and not 6. He further tries to convince the reader that our math of the increased budget from 2015-2020 is not $10 MILLION DOLLARS!

The VOTE YES will say it doesn’t add up to $10 million. They will explain this away by calling it an accumulative reduction. When in reality it is $4,981,000 in budget cuts that are no longer coming out of a budget that operates on an ANNUAL BASIS.

Look at like this, if the following $4,981,000 in reductions were not made, they would still be coming out of this year’s budget:

$500,000 (Summer 2018 budget reduction) + $813,000 (June 2019 Phase 1 budget reduction) + $168,000 (Summer 2019 budget reduction) + $1,000,000 (November 2019 Phase 2 budget reduction) +  $2,5000,000 (2020 budget reduction Phase 3 & 4) = $4,981,000.

 Kevin Price may be able to fly a plane, but he clearly doesn’t understand basic math and manipulates our numbers to deflect from his poor mismanagement of our tax dollars to push his false narrative.

We stated, and stand by our quote in the post, $4,981,000 (cuts in the budget) plus (+) $4,887,741 (Total Increase in Annual Revenue) equals (=) $9,868,741. That’s right! In 6-years the expenses have ballooned almost $10 MILLION DOLLARS!

$9,868,741 = $1,644,790.16 x 6 = $9,868,741 (That equates to an average annual budget increase of $1,644,790.16 every year for 6 years from 2015 to 2021).

We want to point out, that while we produce the FACTS, these facts and figures come from the school district and are not made up or come from the VOTE NO MOVEMENT. 

We do not push a false narrative on this page. We only deal in FACTS and TRUTH. Not the propaganda that comes from the YES PAC.

If a board of education member cannot understand the difference a reduction in the budget would make on a financial report, the obvious conclusion is drawn. 

Again I repeat: The reason we’re in a financial crisis is that those entrusted with our tax dollars don’t care about the consequences their actions in mathematical errors would generate.

3) With his third attempt to push his false narrative, in Kevin Price’s April 23rd post he tries to deflect from the fact the school the district is drowning in promises to employees on salaries, pensions, and health insurance, and other benefits they can’t deliver upon unless the taxpayers decide to relinquish their hard-earned funds to bail out their mismanagement.

He doesn’t even realize how to read a performance audit.

He deflects from the fact the performance audit pointed how the school district is mismanaged.

Speaking of deflections, one such deflection he didn’t address about the audit, was this performance audit identified internal control deficiencies specific to payroll processing. Price didn’t mention it because it didn’t fit in his false narrative.

Additionally, while on the subject of deflection, he has also never replied to our request to produce an itemized list of expenses listed as estimated encumbrance’s included on line item #08.010 totaling $2,210,923 in the 5-year forecast for 2021. 

Except to stand behind the shield of the school’s attorney, Tabitha ""Jackass"" Justice by allowing her to reply to our request basically saying that’s it all made up and there is no expenditure of $2.2 million. 

It's accounting, smoke, and mirrors, Majic by school treasurer Kevin Liming!

This is the school attorney's response to our public records request by stating there is no public record listing what these estimated encumbrances are.

ITS, $2,210,923.00 million dollars and NO ONE KNOWS WHAT THE NUMBER INVOLVES!  NO ONE!

Kevin Price tries to convince the reader that our critique of the 2020 BSLSD performance audit is misleading by saying we omitted the word recommendation.

Silly Kevin Price is so quick to jump at pushing his false narrative he doesn’t even read our post. 

He only sees want he wants to see. Blinded by his hate and Intolerance of those of us that debate his viewpoint with FACTS and dispel his false narrative. 

As he deflects from his poor mismanagement of our tax dollars.

Let me explain it so even a non-accountant like Kevin Price could even understand.

In our post of March 29th, we set out to review the Bellbrook-Sugarcreek LSD Ohio Auditor of State Performance Audit dated January 21, 2020.

In doing so we quickly picked up on how mismanaged Bellbrook-Sugarcreek Local School District really is.

The format of our post of the table used in the performance audit clearly has the heading: Table A-1: Audit Scope, Objectives, and Recommendations.

Below that, our readers will see that our format clearly shows what each: Audit Scope is; what each Objective is; and what each Recommendation is. 

To each question that has the word no in our format, it is below the heading of “Recommendation”. Meaning “NO” Recommendation.

For example, the first item under the heading Audit Scope in our post is Financial Management. Right below that is the first item under the heading objective:  Are the District’s budgeting and forecasting practices comparable with leading practices? Right below that is the first item under the heading Recommendation: Verbal, R.1

The reader will have to refer to the heading at the top of the table in our format to read the Audit Scope, Objectives, and Recommendations.

That is unless you are Kevin Price who doesn’t understand how to read his own school district’s performance audit and manipulates our posts to deflect from his poor mismanagement of our tax dollars to push his false narrative.

If a board of education member cannot read a performance audit from a board of education that he is a member of, the obvious conclusion is drawn.

4) With his fourth attempt to push his false narrative, in Kevin Price’s April 23rd post he tries to deflect from the fact the school district is drowning in promises to employees on salaries, pensions, and health insurance, and other benefits they can’t deliver upon unless the taxpayers decide to relinquish their hard-earned funds to bail out their mismanagement.

He doesn’t even realize how to read a mailer.

Kevin Price tries to mislead readers into believing we are directly quoting the 2020 BSLSD performance audit by saying we constructed a quote that’s not in the audit. He specifically states…“dysfunctional management or lack of management. No such statement was ever made in either Performance Audit.”…

We are not quoting a quote in the audit! That quote is not in the audit!

**We are quoting an original quote of ours in our critique of the 2020 BSLSD performance audit.

We stand by that quote. 

In our review of the Bellbrook-Sugarcreek LSD Ohio Auditor of State Performance Audit dated January 21, 2020, we described it as follows: “It’s actually a scathing report of the dysfunctional management or lack of management.”

Kevin Price is so quick to jump at pushing his false narrative he doesn’t even read our post. He only sees want he wants to see. 

Blinded by his hate of those of us that debate his viewpoint with FACTS and dispel His false narrative. As he deflects from his poor mismanagement of our tax dollars.

In November 2021, it is time to end Kevin Prices' campaign of hate and Intolerance of those he disagrees with.

Kevin Price is a bully and a bad example for our children.

VOTING NO on May 4th is the first step to ending Kevin Prices' power trip on this school board."
ProUSOilIndustry	Meet Alaska attendees have a lot to look forward to at Friday’s Meet Alaska, which is the largest one-day energy conference in Alaska. The featured speaker is Senior Geologist Lucy Crane who made a name for herself when she opened her TEDx Talk by explaining: “I care deeply about the environment, which is why I work in the mining industry.” You can watch it here. https://www.youtube.com/watch?v=aWTkiQ64u_U Other speakers at the Alaska Industry Support Alliance-sponsored event include Jerry Mullins, National Mining Association; Erec Isaacson, ConocoPhillips Alaska; Bruce Dingeman, OilSearch Alaska and Sen. Lisa Murowski. Details here. https://www.alaskaalliance.com/meet-alaska. 
ProtectRivers	Your legislator, Representative Judy Ambile, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses a Facebook whistleblower, China's economy, & more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Colton Duncan and Morgan Zegers as they talk about bridging the divide in our country, 'What in the World Wednesday' and more!

On The Frontlines host Isabel Brown sits down with Avery Severson about her story starting a TPUSA chapter on campus and watch SMASH with MAGA Hulk, Stephen Davis as he breaks down mainstream music and how it's corroding our minds. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the Squid Game, the couch guy from TikTok, Jojo Siwa & more!"
EVCharging	As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 
OilTheft	"On August 18, one of our drivers reported #oiltheft at Battaglia's Deli in Dobbs Ferry, NY, where this Buffalo Biodiesel vat had been broken into and robbed by thieves who tore off its locks and metal screen. We recycle the used cooking oil to make sustainable biofuel—instead, it’s being targeted by interstate organized crime rings. Please report any information to Dobbs Ferry PD and help us stop these criminals. 
lohud News 12 Hudson Valley  Hudson Valley Post  ABC7NY  CBS New York  News 12 Westchester  Daily Voice Northern Westchester. "
pro-2A	"Patriots,

Thank you. 

Due to your donations, we have come a long way.  Think about it....just two short years ago, the Richmond Radicals took control of Virginia. Many 'Sunshine Patriots' thought Virginia was lost.  Prepared to suffer under far left-wing policies, they began to play the appeasement game.

But not you.

The authoritarian tyrants began to work to gut liberty in Virginia.  Many on our 'side' just wanted to negotiate away your rights to remain, well, civil.  

But you refused to.

For far too long conservatives have been willing to lose because they are not willing to fight with the same tactics and intensity.  But no longer.

Using the tactics of mobilization and confrontation, our team, armed by you, swung into action.  And you know what happened.  Gun grabs were stopped and freedom was kept alive by the people, not the politicians,

Training nearly 1,000 activists in the latest and most effective tactics, Virgnia was saved. And then on November 2nd, we took back Richmond.

But the fight has just started.

In nearly 16 years in politics, I will tell you the hardest task is to get the 'conservative' party to roll back the tyranny the left has created.  An example?  Just look at Obamacare and a host of other left-wing policies that survive the socialist party being ripped from power.  

We cannot let that happen in Virginia.

Matter of fact, I refuse to allow it.  Already we have begun the counterattack, with newly elected Delegates filing our legislation to once again make Virginia a bastion of freedom.

But we face so many enemies.  And not the ones you would expect either.

As you know we have made the total Repeal of Red Flag Gun Grabs our Number One goal in the 2022 State Legislative Session.  But our sources in Richmond have told us that the new 'conservative' leadership doesn't want to do much.  In fact, while the NRA sat back and watched one anti-gun law after another come up for a vote, they are now saying that 'there won't be much done on guns this year'!

Not on our watch.

I don't care what the new Leadership in Richmond thinks, and I care even less about what the Gucci wearing NRA wants either.

When the 2nd, 4th, 5th and 6th Amendments to the Constitution clearly state that the government has ZERO right to infringe on your right to bear arms, your right to due process, your right to face your accusers and your right to be secure in your property.

And with your help, we will get those rights back.

The enemies of freedom are always cleverly disguised.  As we move forward with our effort to Restore Virginia, I know new and unexpected enemies will arise.  Those in the political class who do not want to 'shake thing up'.  Enertia is the most powerful force in politics, and to actually fight and win on offensive fights, like Repealing Red Flag Gun Grabs, is harder than defeating bad legislation.

As Ronald Reagan said, we are just one generation from the flame of liberty being extinguished.

This is about you, your children, and the legacy we all leave behind.  When your grandchildren and their children look back, will they be ashamed that we stood by and didn't fight to win?

I hope not.

As I have always said, it is my goal that future generations of Virginians look back on our work and say, these were ordinary men and women, who in a time of great crisis, stood up to the politicians, the media and the talking heads, and saved Virginia.

It is due to you that we have come this far.  But we have so much farther to go.  To make Virginia once again the envy of the Republic, where liberty was secured in 1781 and then restored, will be a long hard fight.  But I know I am dedicated. 

Are you?

If so, in this season of giving, I am asking that you continue your support of Virginia Constitutional Conservatives, and help us prepare for the fight.  In the 2021 Election, we went all in.  We left no tool unused and no battle unfought.  And we won.  But that leaves us unarmed going into the 2022 session, and without ammunition, the talking heads and the politicians might just get their way. Red Flag Gun Grabs may continue to be the tool of the anti-gun nuts in Virginia.

If you see value in what we are doing, if you see the oppotunity to take back liberty and restore Virginia, please click here to donate to our fight.  I know for some of you reading this, donating $5,000 is easy, while for others, $50 is a real sacrifice.  No matter how much you can give, I will be thankful.

Thanks to you, we have come a long way, but we have so much farther to go.

My children, and yours, deserve the same liberty we inherited, And the best gift we can give any of them, is to get their freedom back.

Thank you once again for all you have done, and all you will do, to Restore Virginia.

 
In Liberty,

S. Chris Anders
Director
Virginia Constitutional Conservatives. "
donations for climate change	“One in three children here in Waukegan have asthma, and that’s mostly due to the coal plant that we have along with five EPA superfund sites that are so polluted,” Flores said. “We start to see health impacts on our children, on our elderly, you know, people who are most vulnerable and so that’s the issue we focus most on.”. 
solar energy	"A new regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

This new regulation states that energy returned to the grid “...shall not exceed 15% of the total circuit peak load…” The result is that once at least 15% of the energy in one area is generated by solar, you may be required to pay for expensive grid upgrades in order to go solar! (AZ Administrative Code R14-2-2615, page 205. APS Interconnection Requirements for Distributed Generation section 16.9)

So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
advocating for city level politics	"The Patriot Republicans of Bellbrook-Sugarcreek need to get out and VOTE.
If you stay home, and do not Vote,  these “radical progressive Democrats” will get elected.

This November the Patriots of Bellbrook-Sugarcreek will decide what kind of a Government will hold power in our community.

Will you vote for candidates who believe in GOD, Family, and Country, and hold dear the same values you cherish as an American Citizen. 

Candidates we recommend:

Sugarcreek Township Trustee:
*Fred Cramer
*Marvin Moeller

Bellbrook City Council:
*Kathy Cypher
*Brady Harding
*Forest Greenwood

Bellbrook School Board
*Mike Kinsey
*Heidi Anderson
*Audra Dorn
*Kevin Price

The WOKE Progressive Candidates Election 21 does NOT RECOMMEND ARE:
SugarCreek Trustee:
*Kim McCarthy - Radical Socialist-refuses to stand for our Flag, High Tax supporter, wants to force her world view on the community
*Bob Baird- Bad decisions as Bellbrook Mayor, High Tax supporter, questionable character flaws

Bellbrook City Council:
*Meredith Brinegar- Radical  Socialist, Woke values, High Tax supporter, wants to bring in more low income section-8 housing, can not be trusted, should never sit in a position of power

Bellbrook School Board
*Josh Pressnell- To radical, WOKE values, sends his kid to school somewhere else, High Tax supporter
*Sara Williamson-To radical, WOKE values, High Tax supporter, Not qualified, bad temperament
*Katherine Kipling, to radical, WOKE values, High tax supporter tax
**NOTE: these are the 3-radical, ""woke"" candidates are who the Bellbrook Teachers Union wants to be elected, in order to control the school board.

Election Watch 21. "
political activism to oppose climate change	"On July 28, one of our drivers reported #oiltheft at Frank's Pizza & Restaurant in Sparta, NJ, where this Buffalo Biodiesel vat had been broken into and robbed by thieves, who left it in the condition shown here. Buffalo Biodiesel recycles the used cooking oil to make energy-efficient biofuel—instead, it’s being targeted by interstate organized crime groups for illegal profit. If you witness or have information about an oil theft at one of our vats, please call 911 and then report the theft to us at 1-800-721-1427.
Daily Voice Morris And Sussex County News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York  Daily Record. "
criticism of liberal tax policy	Without oil and natural gas, New Mexico’s economic recovery could lag behind. Sign the pledge. Show your support for local energy jobs TODAY!
indigenous climate justice	"Please join us on Thursday, June 17th at 2 pm EST for a live, virtual conversation about protecting and preserving sacred sites; places of cultural significance that tie Indigenous peoples to their ancestors and stories. 

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Jon Eagle, Sr. 
Tribal Historic Preservation Officer
Standing Rock Sioux Tribe

Joseph McNeil, Jr. 
General Manager
SAGE Development Authority 

Joseph Smith
Land Management Director
Standing Rock Sioux Tribe

Fawn Wasin Zi
Chairwoman
SAGE Development Authority

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock."
promoting legislation against climate change	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Delgado, for putting New York's working families first by voting to create clean energy jobs right here and take on climate change right now."
pros of wind and solar energy	From landowners to students, all kinds of community members benefit when a solar project comes to town. Invenergy projects have helped farmers bring in money that can support the longevity of their farm, and they bring in new tax dollars that can provide additional funding for programs that support the whole community. Watch as farmers and neighbors alike describe how a solar project has changed their life for the better:. 
