theme	tweets
BellbrookSugarcreekConservativeElections	"Election 21 endorses Brady Harding for Bellbrook City Council.
The citizens should vote for the 3-candidates who hold the same values as they do. God, Family, and Country.

**Vote for “Katherine Cypers, Forest Greenwood and Brady Harding” for City Council.**

Keep the ""Woke Progressive"" Meridith Brinegar and her far-left world views off of City Council. Do not give her the power to force her radical worldview on you and your family.

Election Watch 21. "
BellbrookSugarcreekConservativeElections	"If you did not believe we have “woke progressive’s” trying to change the core values of what made our community great in Bellbrook-Sugarcreek, you are wrong. 

There is woke band of progressives running for political offices, in Bellbrook, Sugarcreek, and our School Board. 

These candidates will try and influence our community and indoctrinate our children, into their progressive worldview through the power of the office they are seeking.

Power, our community should never give them.

The battle for the values which has made Bellbrook-Sugarcreek great starts at the ballot box this November.

Cast your vote for the Candidates who embraces the values you hold dear. God, Family, and County.

Election Watch 21. "
ConservativePoliticsEvents	"TLC Live! San Antonio Special Election and Issues Facing Texas

Orlando and Andrea speak with special guest TLC Field Director Chelseay Valenzuela-Cooper from San Antonio as they discuss TLC's success in supporting the candidacy of John Lujan in the San Antonio House District 118 special election and other issues facing Texas.

John Lujan for State Rep 118

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
ConservativePoliticsEvents	"June Power of Politics Agenda... 

Denver Basic Income Project: Executive Director, Jessica Sherwood 
Elected Officials & Initiative Updates

Learn more about the Denver Basic Income Project, a pilot program providing monthly payments to the homeless with no strings attached! 

Click the link below to learn more about the program: 
https://www.westword.com/news/homeless-denver-basic-income-project-cash-mark-donovan-11966483

Great Education Colorado: Board Chair & NAACP Education Chair, Dr. Joyce Brooks - will join us to provide an organizational and legislative update. Click the link to learn more about Great Education CO - https://www.greateducation.org/

CO LEGISLATIVE WRAP UP - State Legislators will join to provide an overview of their wins/loses during the 2021 legislative session! 
- Senator Rhonda Fields 
- Representative Jennifer Bacaon

Join us June, July and August for updates on political programs, policies, and initiatives impacting our community in Colorado & Nationwide!!

Elected officials, organizations, program admins, etc... at all levels are welcome to attend and provide updates. Please use the link below to register for providing an update. 

https://www.eventbrite.com/e/june-political-updates-elected-official-registration-tickets-158448308155

For any questions, please reach out to info@cbwpa.org."
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses MSNBC celebrating mob violence in Kenosha, Antifa journalist accused of predatory behavior, President Biden kowtows to Chairman Xi and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Paige Roux, Alex Weber, Louis Uridel, and Kendall Jones who will talk about Kyle Rittenhouse, the media’s response, and more!

RELOADED host Paige Roux goes over what to look for in a firearms instructor and watch Breakaway with Jon Root as he sits down with Paralympian Trent Merrill to talk the Tokyo Games.

We will wrap up the show with POPlitics with Alex Clark as she covers the White House shade war, Chris Pratt, Magic Johnson and more!

#Rittenhouse. "
TPUSAAd	"Watch TPUSA LIVE Now! 

TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Poplitics with Alex Clark, Freedom Seeds with Isabel Brown & Human Events with Jack Posobiec. 

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Isabel Brown, Jason Rantz, Sheriff Mark Lamb, Mason Minner, and Kiarra Mapp as they break down what’s happening across the movement.

Hour 3: Tune into Episode 2 of Federalist Papers with Morgan Zegers."
DomesticOilAndGasProduction	"The Biden administration is trying to eliminate the U.S. oil and natural gas industry. Most recently, the U.S. Senate advanced the Biden agenda by voting to reinstate a duplicative 2016 air emissions rule that will cost the oil and natural gas industry’s smallest producers.

Oil and natural gas producers with marginally producing wells will be hurt the most by reinstating the regulation – and nobody will benefit. Learn more from Petroleum Alliance President Brook Simmons: https://bit.ly/3aXIIib. "
DomesticOilAndGasProduction	"President Biden continues to stick working families with higher fuel, food, home heating and electricity prices. Today, the White House announced the U.S. will release 50 million barrels of crude oil from the Strategic Petroleum Reserve. This is nothing more than a temporary political gimmick. 

Read Petroleum Alliance President Brook Simmons' full response: https://bit.ly/3FykdVU. "
ClimateChange	"Can you stop scrolling for just a second? You need to see this: 

The EPA 𝑘𝑛𝑒𝑤 that PFAS chemicals from fracking were long-lasting, dangerous contaminants. These chemicals build up over time and poison our soil, water, food — even our pets! 🐶🐱🐰 𝗕𝘂𝘁 𝘁𝗵𝗲 𝗘𝗣𝗔 𝗶𝘀 𝗦𝗧𝗜𝗟𝗟 𝗹𝗲𝘁𝘁𝗶𝗻𝗴 𝗕𝗶𝗴 𝗢𝗶𝗹 𝗮𝗻𝗱 𝗚𝗮𝘀 𝘂𝘀𝗲 𝘁𝗵𝗲𝘀𝗲 𝘁𝗼𝘅𝗶𝗰 𝗰𝗵𝗲𝗺𝗶𝗰𝗮𝗹𝘀 𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗮𝗻𝘆 𝗿𝗲𝗮𝗹 𝗿𝗲𝗴𝘂𝗹𝗮𝘁𝗶𝗼𝗻. 

We put together an urgent petition to demand the EPA do its job and ban these dangerous chemicals, but time’s running out before our midnight deadline, and we’re still missing your name. Please sign the petition before midnight!"
ClimateChange	"We can’t save the earth alone… we need your help.

For every $20 spent on our solar ponds, we can prevent roughly 400 lbs of CO2 from entering the atmosphere, which is the same effect as planting three mature trees that take decades to grow. 

A small donation can prevent almost a QUARTER-TON of CO2 pollution.

Better yet, when you donate $20, we’ll send you two bottles of earth-friendly hand sanitizer (one for you and one for a friend) to keep yourself safe & healthy.

The manufacturing process for our earth-friendly hand sanitizer actually creates leftover saltwater that is compatible with our solar ponds. So we put the leftovers BACK into the solar ponds, making the whole process eco-friendly and renewable.

Plus, this special hand sanitizer is proven to offer 4 HOURS of protection (since it's alcohol-free) — so you don’t have to keep reapplying it like you would with most brands.

So, if you are ready to join the fight against climate change, be the change our Earth needs.

Donate $20, and we’ll send you 2 bottles of hand sanitizer and prevent up to 400 lbs of CO2 from polluting our air. Act now."
Pipeline	"It’s time to shut down the Dakota Access Pipeline. It is operating without a permit and in violation of key environmental laws, needlessly endangering the Standing Rock Sioux Tribe for the sake of oil industry profits.

The Biden administration can be on the right side of history. Tell President Biden to shut down the Dakota Access Pipeline. Text NoDAPL to 43428."
Pipeline	NEW REPORT: Crude oil pipelines are a key enabler of the climate crisis and must be addressed as a collective threat. President Biden rightly canceled the Keystone XL pipeline on his first day in office. ❌🛢️❌ But three other equally destructive pipelines still have a green light from the government even though they sidestepped environmental protection laws and put our waterways at risk. Read more about why these pipelines, with all of their similarities, must all be stopped by the Biden administration. ➡️ https://bit.ly/2OlPer0 350.org. 
BuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Blumenauer, for putting Oregon's working families first by voting to create clean energy jobs right here and take on climate change right now."
BuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Lee, for putting Nevada's working families first by voting to create clean energy jobs right here and take on climate change right now."
AntiGridDeregulation	"Take the poll:  https://bit.ly/31N2eg2
A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?"
AntiGridDeregulation	A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan? Take the poll:  https://bit.ly/34w9wFZ. 
LiberalTaxHikes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Peter DeFazio enough is enough."
LiberalTaxHikes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Matt Cartwright enough is enough."
NativeAmericanCulturalPreservation	"Please join us on Thursday, June 17th at 2 pm EST for a live, virtual conversation about protecting and preserving sacred sites; places of cultural significance that tie Indigenous peoples to their ancestors and stories. 

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Jon Eagle, Sr. 
Tribal Historic Preservation Officer
Standing Rock Sioux Tribe

Joseph McNeil, Jr. 
General Manager
SAGE Development Authority 

Joseph Smith
Land Management Director
Standing Rock Sioux Tribe

Fawn Wasin Zi
Chairwoman
SAGE Development Authority

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock."
