theme	tweets
BellbrookSugarcreekConservativeElections	"This November the Patriots of Bellbrook-Sugarcreek will decide
 what kind of a Government will hold power in our community.

Will you vote for candidates who believe in GOD, Family, and Country, and hold dear the same values you cherish as an American Citizen. 

Candidates we recommend:

Sugarcreek Township Trustee:
*Fred Cramer
*Marvin Moeller

Bellbrook City Council:
*Kathy Cypher
*Brad Harding
*Forest Greenwood

Bellbrook School Board
*Mike Kinsey
*Heidi Anderson
*Audra Dorn
*Kevin Price

The WOKE Progressive Candidates Election 21 does NOT RECOMMEND ARE:
SugarCreek Trustee:
*Kim McCarthy - Radical Socialist-refuses to stand for our Flag, High Tax supporter, wants to force her world view on the community
*Bob Baird- Bad decisions as Bellbrook Mayor, High Tax supporter, questionable character flaws

Bellbrook City Council:
*Meredith Brinegar- Radical  Socialist, Woke values, High Tax supporter, can not be trusted, should never sit in a position of power

Bellbrook School Board
*Josh Pressnell- To radical, WOKE values, sends his kid to school somewhere else, High Tax supporter
*Sara Williamson-To radical, WOKE values, High Tax supporter, Not qualified, bad temperament
*Katherine Kipling, to radical, WOKE values, High tax supporter tax
**NOTE: these are the 3-radical, ""woke"" candidates are who the Bellbrook Teachers Union wants to be elected, in order to control the school board."
BellbrookSugarcreekConservativeElections	"If you did not believe we have “woke progressive’s” trying to change the core values of what made our community great in Bellbrook-Sugarcreek, you are wrong. 

There is woke band of progressives running for political offices, in Bellbrook, Sugarcreek, and our School Board. 

These candidates will try and influence our community and indoctrinate our children, into their progressive worldview through the power of the office they are seeking.

Power, our community should never give them.

The battle for the values which has made Bellbrook-Sugarcreek great starts at the ballot box this November.

Cast your vote for the Candidates who embraces the values you hold dear. God, Family, and County.

Election Watch 21. "
Unexplainable	"Questions on the May 18 Primary Election Ballot - PLEASE SHARE

When Pennsylvania voters head to the polls on Tuesday, May 18, for the primary election, they will find three questions on the ballot regarding amendments to the state Constitution and one referendum. The first two constitutional questions deal with disaster emergency declarations while the third addresses racial equality. The ballot referendum asks about allowing municipal fire and EMS companies to share access to the existing Fire and Emergency Services Loan Fund with volunteer companies. 

Why Are These Questions Important? 

For more than a year, Pennsylvania has been operating under two long-term disaster emergency declarations imposed by Gov. Tom Wolf. One declaration is related to the opioid epidemic and has been in place for more than three years, while the other was ordered in March 2020 at the start of the pandemic. The governor renewed the COVID-19 declaration for a fourth time in February. 

On Tuesday, May 18, voters will have a say in the duration of future disaster emergency declarations under legislation approved by the General Assembly. Senate Bill 2 proposes to amend the state Constitution regarding disaster declarations in two ways: limiting emergency declarations by a governor to a maximum of 21 days without legislative approval and clarifying that a concurrent resolution terminating or extending a disaster emergency declaration need not be presented to the governor for his signature. 

House Republicans unanimously supported Senate Bill 2 because we believe your voice should be represented at all times, including during states of emergency. Executive powers to declare emergencies are sometimes needed to free up resources for an immediate response to situations such as natural disasters. Disaster emergencies should not be used to circumvent the state Constitution, the separation of powers or – most importantly – the will of the people. 

We voted “yes” because we believe these constitutional amendments would restore the checks and balances that our government was built upon and give power back to the people who elect us to represent their interests. We have given you the choice to determine how you’d like to see disaster declarations handled in the future. 

What You’ll See on the Ballot 

The questions will appear on the May 18 ballot as follows. Voters need to be aware questions one and two were written by the governor’s Department of State using language that is far from impartial. 

Ballot Question #1 

Shall the Pennsylvania Constitution be amended to change existing law and increase the power of the General Assembly to unilaterally terminate or extend a disaster emergency declaration – and the powers of Commonwealth agencies to address the disaster regardless of its severity pursuant to that declaration – through passing a concurrent resolution by simple majority, thereby removing the existing check and balance of presenting a resolution to the Governor for approval or disapproval? 

>> Context for Ballot Question #1 

This proposed amendment comes in response to the governor’s veto of House Resolution 836 of 2020, which would have put an end to the COVID-19 disaster declaration and the governor’s unilateral authority to handle it. While state law authorizes the General Assembly to end disaster declarations with a resolution, the governor insisted – and the court agreed – that resolution was subject to his approval or veto. Under this constitutional amendment, a concurrent resolution terminating or extending a disaster emergency declaration need not be presented to the governor for his signature. 

Ballot Question #2 

Shall the Pennsylvania Constitution be amended to change existing law so that: a disaster emergency declaration will expire automatically after 21 days, regardless of the severity of the emergency, unless the General Assembly takes action to extend the disaster emergency; the Governor may not declare a new disaster emergency to respond to the dangers facing the Commonwealth unless the General Assembly passes a concurrent resolution; the General Assembly enacts new laws for disaster management? 

>> Context for Ballot Question #2 

This proposed amendment comes in response to the TWO extended disaster emergency declarations under which we are currently operating. Under this constitutional amendment, disaster declarations would be limited to no more than 21 days, allowing time for the General Assembly to be called into session and meet possible emergency needs. If a governor believes the declaration should last longer, he or she would have to gain approval of the General Assembly by sharing information and data to prove the need for extending the declaration. Under current law, a governor can declare a disaster emergency for a period of up to 90 days and can renew it as often as he or she likes. 

Several newspapers across the state have written the following editorials on the first two ballot questions. Here are two samples: 

Scranton Times-Tribune – Clarify ballot questions 

Williamsport Sun-Gazette – Fair wording needed for state ballot questions 

Ballot Question #3 (this question is unrelated to emergency declarations)

Shall the Pennsylvania Constitution be amended by adding a new section providing that equality of rights under the law shall not be denied or abridged because of an individual’s race or ethnicity? 

>> Context for Ballot Question #3

If approved by the voters, this amendment would add a new section to Article I of the Pennsylvania Constitution creating a constitutional prohibition against restricting or denying an individual’s equal rights under Pennsylvania law because of race or ethnicity.

Ballot Question #4 (this referendum question is unrelated to emergency declarations)

Do you favor expanding the use of the indebtedness authorized under the referendum for loans to volunteer fire companies, volunteer ambulance services and volunteer rescue squads under 35 pa.c.s. § 7378.1 (relating to referendum for additional indebtedness) to include loans to municipal fire departments or companies that provide services through paid personnel and emergency medical services companies for the purpose of establishing and modernizing facilities to house apparatus equipment, ambulances and rescue vehicles, protective and communications equipment and any other accessory equipment necessary for the proper performance of the duties of the fire companies and emergency medical services companies?

 
>> Context for Ballot Question #4

To strengthen fire and EMS services in Pennsylvania, the General Assembly passed House Bill 1673, which became Act 91 of 2020. The bill contained key provisions including improvements to grant and loan programs for fire companies, new measures to support recruitment and retention of fire personnel and a ballot question to expand the existing “Emergency Services Loan Assistance Fund” to include municipal fire departments. 
 

Who Can Vote on These Ballot Questions? 

All voters will have the opportunity to be heard on these issues at the May 18 primary election. If you are registered as an independent or other third party not typically eligible to vote in the primary election, you are entitled and encouraged to vote on these questions. 

Amending the Constitution is a process reserved entirely for the people of Pennsylvania, not the partisan interests of the governor’s administration. Every amendment to the Pennsylvania Constitution since 1790 has been put before the people for their approval. It is in your hands to determine how your government should function. 

pahousegop.com/voiceofthepeople is the source for this helpful guide."
Unexplainable	The only thing Andrew Wheeler knows how to do is dole out favors and shortcuts for polluting companies that made him filthy rich as a lobbyist. Wheeler's time at the Environmental Protection Agency was marked with repeated ethics violations, self-dealing and cronyism.The Virginia Senate must block Wheeler’s confirmation as Secretary of Natural Resources — Virginians deserve better.
ConservativePoliticsEvents	"Please join Ohio Citizen Action's Executive Director, Rachael Belz in her upcoming online discussion with special guest Neil Waggoner, Sr. Campaign Representative for the Sierra Club.

Rachael and Neil will talk about the OVEC bailouts and the ongoing campaign to repeal all of House Bill 6.   
​​​
Please join Rachael and Neil to talk about why it’s time to retire these dirty coal plants and protect the health of every Ohioan! 

Register here: https://tinyurl.com/m57mjds2. "
ConservativePoliticsEvents	"Andrea and Orlando welcome Bobby Eberle, Conservative Political Strategist, talk show host (13 minute News Hour), commentator, LeadershipLATINO instructor, and owner of GOPUSA.com and Julio Rojas-Aguilar, Manager of Donor Relations for the Institue of Humane Studies. Bobby brings us up to date on his work and travels around the state and country. Julio, a native of Peru, discusses his introduction to the ideas and benefits of free markets and free societies by his high school history teacher and the influence this has had on his life and career.

More about Bobby Eberle:
https://bobbyeberle.com/
https://bobbyeberle.com/13-minute-news-hour/
https://www.gopusa.com/

More about Julio Rojas-Aguilar:
https://theihs.org/people/julio-rojas-aguilar/
https://www.facebook.com/InstituteforHumaneStudies

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Will Witt, Morgan Zegers, Kendall Jones, Jordan Rachel, and more as they break down what’s happening across the movement.

Hour 3: Tune into The Spillover with Alex Clark as she dives into this week's juicy ConservaTEA."
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Charlie Kirk, Benny Johnson & Alex Marlow as they break down what’s happening across the movement.

Hour 3: Tune into Freedom Papers with Morgan Zegers & special guest Freedom Caucus Chair Congressman Andy Biggs as they dissect the Federalist and Anti-Federalist Papers."
DomesticOilAndGasProduction	"""I hope people are paying attention. Outside the oil and gas producing states, they don't understand how they get electricity, how their homes are heated."" - Brook Simmons, Petroleum Alliance President

The Biden administration may want to shut down oil and gas production, but that's just a fantasy. Our industry — the bedrock of the state of Oklahoma — is here to stay. 

Learn more from Simmons and other industry experts in this recent article from The Journal Record: https://bit.ly/3cgTUGT. "
DomesticOilAndGasProduction	"It was 10 years ago that Hilcorp made its entry into Alaska and what an impact it’s made. Hilcorp is now the largest field operator in the state, based on operated oil and gas volume. It operates more than 1,700 producing wells, with gross production of about 345,000 barrels of oil/day and 150 million cubic feet of gas/day.

“We’re here to grow for decades to come,” Jill Fisk, Hilcorp Alaska senior asset team leader for Prudhoe Bay west, told the Resource Development Council’s annual conference.

At Prudhoe Bay, Hilcorp has halted the massive field’s 4%/year production decline without any major projects or drilling any new wells. It has experienced world-class results from Milne Point’s viscous oil in Schrader Bluff and is taking its polymer flooding technology to Prudhoe Bay.

“Alaska has clearly been a big win for Hilcorp, but we also believe our success in Alaska is a big win for Alaska and the people that live here,” Fisk said. You can watch Fisk’s entire presentation here. https://vimeo.com/647472375. "
ClimateChange	Caribou mothers and their young face imminent danger if oil companies move forward with drilling in the Arctic National Wildlife Refuge. Please join us as we make sure their sanctuary is not destroyed. Plus, donate now and have your gift MATCHED!
ClimateChange	Picture the ocean: Colorful fish, massive whales, amazing coral reefs. But more and more what we actually see is trash, pollution, and overfished waters. Join Earthjustice today and together we’ll curb pollution, stop oil spills, and keep our oceans safe.
Pipeline	"It’s time to shut down the Dakota Access Pipeline. It is operating without a permit and in violation of key environmental laws, needlessly endangering the Standing Rock Sioux Tribe for the sake of oil industry profits.

The Biden administration can be on the right side of history. Tell President Biden to shut down the Dakota Access Pipeline. Text NoDAPL to 43428."
Pipeline	NEW REPORT: Crude oil pipelines are a key enabler of the climate crisis and must be addressed as a collective threat. President Biden rightly canceled the Keystone XL pipeline on his first day in office. ❌🛢️❌ But three other equally destructive pipelines still have a green light from the government even though they sidestepped environmental protection laws and put our waterways at risk. Read more about why these pipelines, with all of their similarities, must all be stopped by the Biden administration. ➡️ https://bit.ly/2OlPer0 350.org. 
BuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Gomez, for putting California's working families first by voting to create clean energy jobs right here and take on climate change right now."
BuildBackBetterAct	"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Horsford, for putting Nevada's working families first by voting to create clean energy jobs right here and take on climate change right now."
AntiGridDeregulation	"Take our poll: https://bit.ly/34w9wFZ

The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan?"
AntiGridDeregulation	A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?  Take our poll: https://bit.ly/31N2eg2. 
LiberalTaxHikes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Ed Perlmutter enough is enough."
LiberalTaxHikes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Tom Malinowski enough is enough."
NativeAmericanCulturalPreservation	"A Conversation about Renewable Energy with All Four of the Living Standing Rock Sioux Tribe Chairmen of the Last 40 Years.

Please join us on Thursday, April 15th at 2:00 pm (EST) for a historic, live conversation about renewable energy with ALL four of the living Standing Rock Sioux Tribe (SRST) Chairmen of the last 40 years.

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Charles Murphy
Former SRST Chairman
1983-93, 1997-2005, 2009-2013

Ron His Horse is Thunder
Former SRST Chairman
2005-2009

Dave Archambault II
Former SRST Chairman
2013-2017

Mike Faith
SRST Chairman
2017-Present

The panelists will discuss renewable energy during their terms, the current effort to build the Anpetu Wi wind farm, and their individual viewpoints on development at Standing Rock.

SAGE Development Authority's General Manager, Joseph McNeil, Jr., will moderate.

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock."
NativeAmericanCulturalPreservation	"Please join us on Thursday, June 17th at 2 pm EST for a live, virtual conversation about protecting and preserving sacred sites; places of cultural significance that tie Indigenous peoples to their ancestors and stories. 

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Jon Eagle, Sr. 
Tribal Historic Preservation Officer
Standing Rock Sioux Tribe

Joseph McNeil, Jr. 
General Manager
SAGE Development Authority 

Joseph Smith
Land Management Director
Standing Rock Sioux Tribe

Fawn Wasin Zi
Chairwoman
SAGE Development Authority

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock."
OilTheft/ClimateLeader	"On July 21, our driver also reported #oiltheft at the Olde Mill Inn in Basking Ridge, NJ, where a Buffalo Biodiesel vat had been broken into and robbed by thieves who cut the lock and pulled out the lockbar as shown here. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel—instead, it’s being targeted by organized crime across state lines. Please report any relevant information to Bernards Township PD and help us stop these criminals. 
News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York. "
OilTheft/ClimateLeader	"On July 6, one of our drivers reported #oiltheft at McGillicuddy's in New Paltz, NY, where this Buffalo Biodiesel vat had been broken into and robbed, shown here unsecured and partly dissembled by thieves. 

Buffalo Biodiesel recycles restaurants' used cooking oil to make renewable biofuel, but organized crime groups appear to be targeting it across the region. Please report any relevant information to the Town of New Paltz Police Department and help us stop these criminals. 
New Paltz Times  News 12 Hudson Valley  Hudson Valley Post  Spectrum News 1 Hudson Valley  WTEN  Daily Freeman  WAMC Northeast Public Radio  Poughkeepsie Journal  lohud  recordonline.com. "
NaturalGasIncentive/CleanEnergyPetition	"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
NaturalGasIncentive/CleanEnergyPetition	"Residents of Franklin County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
CleanEnergyProjects	Protect affordable energy and consumer choice in New York! Sign the petition today.
CleanEnergyProjects	Protect affordable energy and consumer choice in New York. Sign the petition today!
